parametro,estimacion,error_estandar,limite_inferior_95,limite_superior_95
Persistencia de inflación: suma(a_i),0.92310881607443,0.035911946199262974,0.8527226949091344,0.9934949372397255
Persistencia de expectativas: suma(d_i),0.9485614812665867,0.02922097812857483,0.8912894165415474,1.0058335459916259
