inflacion_media,inflacion_mediana,inflacion_minimo,inflacion_maximo,inflacion_desviacion,expectativa_media,expectativa_mediana,expectativa_minimo,expectativa_maximo,expectativa_desviacion
4.033919846742195,4.035,0.96,9.92,1.770643997712906,4.450757575757575,4.325,3.28,6.51,0.694943982563852
