term,estimate,std.error,statistic,p.value,conf.low,conf.high,modelo
(Intercept),-0.008144476699722535,0.013790753865713863,-0.5905751620998092,0.5555337393303654,-0.035353798395487496,0.019064844996042423,AR(1) con parámetros constantes
d_exp24_lag1,-0.2716619686260297,0.07137605581962383,-3.806065850886371,1.9243441466964553e-4,-0.41248777721357865,-0.13083616003848075,AR(1) con parámetros constantes
shock_inf,0.019003866580489786,0.007096779097980736,2.677815713031987,0.008084572877848977,0.005001836861083801,0.03300589629989577,AR(1) con parámetros constantes
