fecha,exp_inf_12m,exp_inf_24m,infl_gt,d_exp24,d_exp24_lag1,exp12_lag1,shock_inf,alpha,se_alpha,alpha_li_95,alpha_ls_95,rho,se_rho,rho_li_95,rho_ls_95,beta_t,se_beta_t,beta_li_95,beta_ls_95,indice_anclaje,ajustado_tvp,residuo_tvp,residuo_estandarizado
2013-06-01,4.87,5.21,4.79,0.3799999999999999,-0.09999999999999964,4.71,-0.09999999999999964,-0.00590876742549074,0.014139881212413349,-0.033622425347495453,0.02180489049651397,-0.2810182518376992,0.07125982497536655,-0.4206849423340454,-0.14135156134135293,0.028705566017008025,0.012313083543003252,0.004572365734088809,0.052838766299927245,-0.028705566017008025,0.019322501156578287,0.3606774988434216,2.160010661910575
2013-07-01,4.88,4.81,4.74,-0.40000000000000036,0.3799999999999999,4.87,0.03000000000000025,-0.005908767425490743,0.01413988121241334,-0.03362242534749544,0.021804890496513952,-0.28101825183769924,0.07125982497536654,-0.42068494233404546,-0.14135156134135302,0.02877265670280667,0.012299333790719813,0.004666405439159343,0.052878907966454,-0.02877265670280667,-0.11183252342273221,-0.28816747657726816,-1.3500427794497185
2013-08-01,4.85,4.89,4.42,0.08000000000000007,-0.40000000000000036,4.88,-0.020000000000000462,-0.005908767425490748,0.014139881212413328,-0.03362242534749542,0.02180489049651392,-0.2810182518376992,0.07125982497536651,-0.42068494233404535,-0.14135156134135302,0.02884068419416305,0.012283712264785617,0.004765050558730305,0.05291631782959579,-0.02884068419416305,0.10592171962570575,-0.025921719625705678,-0.04515673108441114
2013-09-01,4.84,4.91,4.21,0.020000000000000462,0.08000000000000007,4.85,-0.7000000000000002,-0.005908767425490746,0.014139881212413316,-0.03362242534749539,0.0218048904965139,-0.2810182518376992,0.07125982497536651,-0.42068494233404535,-0.14135156134135302,0.02890865550612611,0.012266196004398077,0.00486735311019677,0.05294995790205545,-0.02890865550612611,-0.04862628642679498,0.06862628642679544,0.5418508205563779
2013-10-01,4.72,4.71,4.15,-0.20000000000000018,0.020000000000000462,4.84,-0.5499999999999998,-0.005908767425490748,0.014139881212413323,-0.033622425347495405,0.02180489049651391,-0.2810182518376992,0.07125982497536652,-0.4206849423340454,-0.141351561341353,0.028981832429898262,0.012247242542367963,0.004977678136930293,0.05298598672286623,-0.028981832429898262,-0.0274691402986889,-0.17253085970131127,-0.787052108220933
2013-11-01,4.69,4.7,4.63,-0.009999999999999787,-0.20000000000000018,4.72,0.14999999999999947,-0.005908767425490753,0.014139881212413328,-0.033622425347495426,0.021804890496513917,-0.2810182518376992,0.07125982497536654,-0.4206849423340454,-0.14135156134135296,0.029044726522242794,0.012226597324619155,0.005081036112515477,0.053008416931970115,-0.029044726522242794,0.05465159192038554,-0.06465159192038533,-0.18036177795501018
2013-12-01,5.09,5.19,4.39,0.4900000000000002,-0.009999999999999787,4.69,-0.2600000000000007,-0.005908767425490752,0.014139881212413325,-0.03362242534749541,0.02180489049651391,-0.2810182518376992,0.07125982497536652,-0.4206849423340454,-0.141351561341353,0.029108671496028676,0.012204168435465882,0.005188940901255015,0.05302840209080234,-0.029108671496028676,-0.010666839496081295,0.5006668394960815,2.9068150308062655
2014-01-01,4.73,4.94,4.14,-0.25,0.4900000000000002,5.09,-0.39000000000000057,-0.005908767425490757,0.014139881212413333,-0.03362242534749544,0.021804890496513924,-0.28101825183769913,0.07125982497536654,-0.42068494233404535,-0.1413515613413529,0.029186722519726933,0.012179810012536929,0.005314733556614215,0.05305871148283965,-0.029186722519726933,-0.15499053260865692,-0.09500946739134308,-0.30237884353992517
2014-02-01,4.56,4.68,3.5,-0.2600000000000007,-0.25,4.73,-0.9100000000000001,-0.005908767425490755,0.014139881212413333,-0.03362242534749543,0.021804890496513924,-0.28101825183769913,0.07125982497536654,-0.42068494233404535,-0.1413515613413529,0.02926075827363864,0.012153799896569551,0.005439748201055691,0.053081768346221594,-0.02926075827363864,0.03771850550492287,-0.2977185055049235,-1.5944964012484386
2014-03-01,4.46,4.54,3.25,-0.13999999999999968,-0.2600000000000007,4.56,-1.3399999999999999,-0.005908767425490749,0.014139881212413339,-0.03362242534749544,0.02180489049651394,-0.28101825183769913,0.07125982497536654,-0.42068494233404535,-0.1413515613413529,0.029305435757369113,0.012126321457525823,0.0055382824356632505,0.05307258907907497,-0.029305435757369113,0.027886694137436607,-0.1678866941374363,-0.8539917229622453
2014-04-01,4.51,4.66,3.27,0.1200000000000001,-0.13999999999999968,4.46,-1.5799999999999996,-0.005908767425490746,0.01413988121241334,-0.03362242534749544,0.02180489049651395,-0.28101825183769913,0.07125982497536652,-0.4206849423340453,-0.14135156134135293,0.029325734890633864,0.012098316537508381,0.0056134702035521115,0.053037999577715614,-0.029325734890633864,-0.012900873295414443,0.13290087329541456,0.806227671347872
2014-05-01,4.19,4.28,3.22,-0.3799999999999999,0.1200000000000001,4.51,-1.4899999999999998,-0.005908767425490749,0.014139881212413339,-0.03362242534749544,0.02180489049651394,-0.2810182518376991,0.07125982497536654,-0.4206849423340453,-0.14135156134135285,0.029368788569226624,0.012070738839230521,0.005710575177545991,0.05302700196090726,-0.029368788569226624,-0.08339045261416234,-0.29660954738583756,-1.5042975473635294
2014-06-01,4.24,4.36,3.13,0.08000000000000007,-0.3799999999999999,4.19,-1.7400000000000002,-0.005908767425490757,0.014139881212413346,-0.03362242534749546,0.02180489049651395,-0.2810182518376991,0.07125982497536651,-0.42068494233404524,-0.1413515613413529,0.029363951167385226,0.012043715111282922,0.005758703309209894,0.05296919902556056,-0.029363951167385226,0.049784893241584555,0.030215106758415516,0.20758868585129897
2014-07-01,4.24,4.41,3.41,0.04999999999999982,0.08000000000000007,4.24,-1.4699999999999998,-0.005908767425490758,0.014139881212413344,-0.03362242534749546,0.02180489049651394,-0.2810182518376991,0.07125982497536652,-0.4206849423340453,-0.14135156134135288,0.02936481090200057,0.01201718028795862,0.005811570341877004,0.05291805146212414,-0.02936481090200057,-0.07155649959844754,0.12155649959844736,0.8034007260798182
2014-08-01,4.09,4.06,3.7,-0.35000000000000053,0.04999999999999982,4.24,-1.1499999999999995,-0.005908767425490756,0.014139881212413349,-0.03362242534749547,0.021804890496513955,-0.2810182518376991,0.07125982497536652,-0.4206849423340453,-0.14135156134135288,0.02938503390925864,0.011991017187598521,0.005883072083564773,0.05288699573495251,-0.02938503390925864,-0.05375246901302308,-0.2962475309869774,-1.4786660188918674
2014-09-01,4.24,4.13,3.45,0.07000000000000028,-0.35000000000000053,4.09,-1.3899999999999997,-0.005908767425490749,0.014139881212413346,-0.033622425347495453,0.021804890496513955,-0.281018251837699,0.07125982497536652,-0.4206849423340452,-0.14135156134135282,0.029368339115878807,0.011964170353207564,0.00591899611869013,0.052817682113067484,-0.029368339115878807,0.05162562934663253,0.018374370653367757,0.16752455160693205
2014-10-01,4.08,4.17,3.64,0.040000000000000036,0.07000000000000028,4.24,-1.0799999999999996,-0.005908767425490755,0.014139881212413354,-0.033622425347495474,0.021804890496513966,-0.28101825183769896,0.07125982497536654,-0.4206849423340452,-0.14135156134135274,0.029354411968328387,0.011936670951900569,0.005958966807297832,0.05274985712935894,-0.029354411968328387,-0.05728280997992441,0.097282809979924445,0.7050089480440216
2014-11-01,4.16,4.16,3.38,-0.009999999999999787,0.040000000000000036,4.08,-1.3100000000000005,-0.0059087674254907595,0.014139881212413346,-0.03362242534749546,0.021804890496513945,-0.281018251837699,0.07125982497536654,-0.42068494233404524,-0.1413515613413528,0.029351870084698722,0.011908303035241357,0.006012025018636659,0.052691715150760786,-0.029351870084698722,-0.055600447309954074,0.04560044730995429,0.38631852568225866
2014-12-01,4.2,4.21,2.95,0.04999999999999982,-0.009999999999999787,4.16,-2.1399999999999997,-0.005908767425490765,0.014139881212413349,-0.033622425347495474,0.02180489049651395,-0.2810182518376991,0.07125982497536654,-0.4206849423340453,-0.14135156134135285,0.029355801469832438,0.011879645219903978,0.006072124689707234,0.05263947824995764,-0.029355801469832438,-0.06592000005255523,0.11592000005255505,0.695712355800752
2015-01-01,3.75,3.89,2.32,-0.31999999999999984,0.04999999999999982,4.2,-2.4100000000000006,-0.005908767425490767,0.014139881212413349,-0.03362242534749548,0.021804890496513945,-0.2810182518376991,0.07125982497536654,-0.4206849423340453,-0.14135156134135285,0.029386614471796114,0.011853964165598726,0.006153271633194225,0.05261995731039801,-0.029386614471796114,-0.09078142089440433,-0.2292185791055955,-1.1928921228803657
2015-02-01,3.79,4.07,2.44,0.18000000000000016,-0.31999999999999984,3.75,-2.1199999999999997,-0.0059087674254907655,0.014139881212413347,-0.033622425347495474,0.02180489049651394,-0.28101825183769896,0.07125982497536654,-0.4206849423340452,-0.14135156134135274,0.02935756562863221,0.011832889322186117,0.006165528724098854,0.05254960253316557,-0.02935756562863221,0.02177903402987258,0.15822096597012758,0.8736601623305543
2015-03-01,3.82,4.11,2.43,0.040000000000000036,0.18000000000000016,3.79,-2.03,-0.005908767425490757,0.01413988121241335,-0.033622425347495474,0.02180489049651396,-0.281018251837699,0.07125982497536654,-0.42068494233404524,-0.1413515613413528,0.029364865004208693,0.011813872943029694,0.006210099517938283,0.0525196304904791,-0.029364865004208693,-0.11610272871482027,0.1561027287148203,0.9633885892889937
2015-04-01,3.62,3.82,2.58,-0.2900000000000005,0.040000000000000036,3.82,-1.9299999999999997,-0.0059087674254907525,0.01413988121241335,-0.03362242534749547,0.021804890496513962,-0.28101825183769896,0.07125982497536652,-0.4206849423340452,-0.14135156134135277,0.029406503548141553,0.011797719245399331,0.006283398727443806,0.0525296083688393,-0.029406503548141553,-0.07390404934691192,-0.21609595065308856,-1.1173476342843927
2015-05-01,3.46,3.57,2.55,-0.25,-0.2900000000000005,3.62,-1.6400000000000006,-0.005908767425490754,0.014139881212413356,-0.03362242534749548,0.02180489049651397,-0.28101825183769896,0.07125982497536652,-0.4206849423340452,-0.14135156134135277,0.029402947426381817,0.011783612099124218,0.006307492104307928,0.05249840274845571,-0.029402947426381817,0.027365691828175887,-0.2773656918281759,-1.4739717925643552
2015-06-01,3.25,3.67,2.39,0.10000000000000009,-0.25,3.46,-1.85,-0.005908767425490752,0.014139881212413354,-0.033622425347495474,0.02180489049651397,-0.28101825183769896,0.07125982497536652,-0.4206849423340452,-0.14135156134135277,0.02935009891991413,0.011769672287004429,0.006281965127546283,0.05241823271228198,-0.02935009891991413,0.010048112532092847,0.08995188746790725,0.5660805836790372
2015-07-01,3.16,3.56,2.32,-0.10999999999999988,0.10000000000000009,3.25,-1.9200000000000004,-0.00590876742549075,0.01413988121241335,-0.03362242534749547,0.021804890496513966,-0.2810182518376989,0.07125982497536652,-0.4206849423340451,-0.1413515613413527,0.029315283299953136,0.011756776949905552,0.006272423903867591,0.05235814269603868,-0.029315283299953136,-0.09029593654517071,-0.019704063454829168,0.017718104770360055
