fecha_inicial,fecha_final,observaciones,alpha_estimado,rho_estimado,rho_estable,beta_inicial,beta_final,cambio_beta,cambio_porcentual_beta,beta_promedio,beta_minimo,fecha_beta_minimo,beta_maximo,fecha_beta_maximo,proporcion_beta_significativo_positivo,proporcion_beta_significativo_negativo,proporcion_beta_no_distinto_cero
2011-01-01,2026-06-01,186,-0.005908767425490759,-0.28101825183769885,TRUE,0.027340390007481487,0.011446682619979947,-0.015893707387501538,-58.132701776208556,0.022894684890889513,0.011446160003841863,2026-05-01,0.029406503548141553,2015-04-01,0.7204301075268817,0,0.27956989247311825
