fecha,exp_inf_12m,exp_inf_24m,infl_gt,meta_inflacion,exp24_lag1,exp12_lag1,infl_lag1,d_exp24,gap_meta_largo,y_reparam,x_lambda,x_psi,lambda_t,lambda_se,lambda_li_95,lambda_ls_95,psi_t,psi_se,psi_li_95,psi_ls_95,theta1_inflacion,theta1_se,theta1_li_95,theta1_ls_95,theta2_expectativa_corta,theta2_se,theta2_li_95,theta2_ls_95,parametro_anclaje,anclaje_porcentaje,anclaje_se,anclaje_li_95,anclaje_ls_95,peso_meta,peso_inflacion,peso_expectativa_12m,suma_pesos,anclaje_significativamente_menor_uno,anclaje_significativamente_mayor_cero,lambda_significativamente_positivo,theta1_significativamente_positivo,theta2_significativamente_positivo,anclaje_fuera_0_1,algun_peso_fuera_0_1,residuo_estado_u,y_ajustada_estado,residuo_recursivo_estandarizado
2011-11-01,6.85,6.06,6.05484387510006,5,6.51,6.69,6.65,-0.4500000000000002,-1.5099999999999998,1.0599999999999996,1.6500000000000004,0.040000000000000036,0.18073320137091337,0.07704009637238453,0.029737387115544855,0.3317290156262819,-0.026981089405284826,0.06056297347854118,-0.14568233621987997,0.09172015740931033,0.20771429077619818,0.05272673661800755,0.10437178598257416,0.31105679556982224,-0.026981089405284826,0.06056297347854118,-0.14568233621987997,0.09172015740931033,0.8192667986290867,81.92667986290867,0.07704009637238453,0.6682709843737182,0.9702626128844551,0.8192667986290867,0.20771429077619818,-0.026981089405284826,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,0.7628694613142037,1.0599999999999994,-1.3278274212484324
2011-12-01,5.94,5.62,6.2,5,6.06,6.85,6.05484387510006,-0.4399999999999995,-1.0599999999999996,0.6200000000000001,1.05484387510006,0.7951561248999397,0.1795548793713334,0.07675515351236664,0.029117542859251805,0.329992215883415,-0.02698108942624725,0.06056297347258317,-0.14568233622916493,0.09172015737667044,0.20653596879758065,0.05245539771790284,0.10372527847576657,0.30934665911939474,-0.02698108942624725,0.06056297347258317,-0.14568233622916493,0.09172015737667044,0.8204451206286666,82.04451206286666,0.07675515351236664,0.670007784116585,0.9708824571407482,0.8204451206286666,0.20653596879758065,-0.02698108942624725,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,0.4520518137645723,0.62,-1.4951325790025152
2012-01-01,5.97,5.95,5.44,4.5,5.62,5.94,6.2,0.33000000000000007,-1.12,1.4500000000000002,1.7000000000000002,-0.2599999999999998,0.1803351291091699,0.07643974492973149,0.03051598205946801,0.33015427615887183,-0.026981089398444024,0.06056297346867844,-0.14568233619370857,0.09172015739682052,0.20731621850761392,0.05204367037975368,0.10531249894002273,0.3093199380752051,-0.026981089398444024,0.06056297346867844,-0.14568233619370857,0.09172015739682052,0.8196648708908301,81.966487089083,0.07643974492973149,0.6698457238411282,0.969484017940532,0.8196648708908301,0.20731621850761392,-0.026981089398444024,0.9999999999999999,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,1.136415197270816,1.4500000000000004,3.254111519440831
2012-02-01,6,6.11,5.17,4.5,5.95,5.97,5.44,0.16000000000000014,-1.4500000000000002,1.6100000000000003,0.9400000000000004,0.5299999999999994,0.17990046488732211,0.07620591741213155,0.03053961135071051,0.3292613184239337,-0.026981089385250654,0.06056297346357567,-0.14568233617051396,0.09172015740001264,0.20688155427257277,0.051867246820704094,0.10522361852674314,0.3085394900184024,-0.026981089385250654,0.06056297346357567,-0.14568233617051396,0.09172015740001264,0.8200995351126779,82.00995351126778,0.07620591741213155,0.6707386815760663,0.9694603886492894,0.8200995351126779,0.20688155427257277,-0.026981089385250654,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,1.4551935403801002,1.6100000000000003,2.849075697777984
2012-03-01,5.59,5.47,4.55,4.5,6.11,6,5.17,-0.6400000000000006,-1.6100000000000003,0.9699999999999998,0.6699999999999999,0.8300000000000001,0.177841858978958,0.07594139586584561,0.028999458146201668,0.32668425981171434,-0.026981089408111305,0.06056297345861432,-0.14568233618365053,0.09172015736742792,0.2048229483870693,0.05163868472051852,0.10361298612583424,0.30603291064830435,-0.026981089408111305,0.06056297345861432,-0.14568233618365053,0.09172015736742792,0.822158141021042,82.2158141021042,0.07594139586584561,0.6733157401882857,0.9710005418537984,0.822158141021042,0.2048229483870693,-0.026981089408111305,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,0.8732402586928303,0.9699999999999998,-2.3783231375862917
2012-04-01,5.84,5.54,4.27,4.5,5.47,5.59,4.55,0.07000000000000028,-0.9699999999999998,1.04,0.04999999999999982,1.04,0.17673254812673628,0.07571090144364846,0.02834190806012374,0.32512318819334884,-0.026981089400799473,0.06056297345470925,-0.1456823361686849,0.09172015736708596,0.20371363752753574,0.051421426976880825,0.102929492619193,0.3044977824358785,-0.026981089400799473,0.06056297345470925,-0.1456823361686849,0.09172015736708596,0.8232674518732637,82.32674518732637,0.07571090144364846,0.6748768118066512,0.9716580919398762,0.8232674518732637,0.20371363752753574,-0.026981089400799473,0.9999999999999999,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,1.059223705570495,1.0400000000000003,2.0279404328130215
2012-05-01,5.26,5.28,3.9,4.5,5.54,5.84,4.27,-0.2599999999999998,-1.04,0.7800000000000002,-0.23000000000000043,1.5700000000000003,0.17558605599932914,0.07547060908510582,0.027666380301220372,0.3235057316974379,-0.026981089404994985,0.06056297344972485,-0.1456823361631112,0.09172015735312121,0.20256714540432413,0.05119396559647229,0.10222881660945589,0.3029054741991924,-0.026981089404994985,0.06056297344972485,-0.1456823361631112,0.09172015735312121,0.8244139440006708,82.44139440006708,0.07547060908510582,0.6764942683025621,0.9723336196987795,0.8244139440006708,0.20256714540432413,-0.026981089404994985,0.9999999999999999,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,0.8627451032456882,0.7800000000000002,-0.41530118874739297
2012-06-01,4.89,5.11,3.47,4.5,5.28,5.26,3.9,-0.16999999999999993,-0.7800000000000002,0.6100000000000003,-0.6000000000000001,1.3599999999999999,0.17440769937226538,0.07520661846620198,0.02700543577946457,0.3218099629650662,-0.026981089406554942,0.06056297344656574,-0.1456823361584794,0.09172015734536951,0.20138878877882033,0.05095787072233556,0.10151319743419458,0.3012643801234461,-0.026981089406554942,0.06056297344656574,-0.1456823361584794,0.09172015734536951,0.8255923006277346,82.55923006277345,0.07520661846620198,0.6781900370349337,0.9729945642205354,0.8255923006277346,0.20138878877882033,-0.026981089406554942,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,0.7513389012162744,0.6100000000000005,0.19820682355135683
2012-07-01,4.71,4.9,2.86,4.5,5.11,4.89,3.47,-0.20999999999999996,-0.6100000000000003,0.40000000000000036,-1.0299999999999998,1.4199999999999995,0.17326553412803597,0.07494478068656935,0.02637646315310707,0.3201546051029649,-0.026981089408765584,0.060562973443160056,-0.14568233615401502,0.09172015733648384,0.20024662353680156,0.05070884271979345,0.1008591181083003,0.29963412896530284,-0.026981089408765584,0.060562973443160056,-0.14568233615401502,0.09172015733648384,0.826734465871964,82.6734465871964,0.07494478068656935,0.6798453948970351,0.9736235368468928,0.826734465871964,0.20024662353680156,-0.026981089408765584,0.9999999999999999,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,0.6167766471123244,0.40000000000000024,0.03885245378299782
2012-08-01,4.44,4.55,2.71,4.5,4.9,4.71,2.86,-0.35000000000000053,-0.40000000000000036,0.04999999999999982,-1.6400000000000001,1.85,0.1723283635670633,0.07468363575376183,0.025951127255182255,0.3187055998789443,-0.02698108941207834,0.06056297343962993,-0.14568233615040885,0.09172015732625216,0.19930945297914163,0.05043321283528216,0.10046217219734543,0.2981567337609378,-0.02698108941207834,0.06056297343962993,-0.14568233615040885,0.09172015732625216,0.8276716364329367,82.76716364329367,0.07468363575376183,0.6812944001210557,0.9740488727448178,0.8276716364329367,0.19930945297914163,-0.02698108941207834,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,0.3825335316623285,0.04999999999999971,-0.42196404466382403
2012-09-01,4.91,5.17,3.28,4.5,4.55,4.44,2.71,0.6200000000000001,-0.04999999999999982,0.6699999999999999,-1.79,1.7300000000000004,0.16872542691549466,0.07444851187455365,0.022809024938766992,0.31464182889222236,-0.02698108941054505,0.06056297343614541,-0.14568233614204604,0.09172015732095593,0.19570651632603972,0.05022614460654216,0.09726508181491643,0.294147950837163,-0.02698108941054505,0.06056297343614541,-0.14568233614204604,0.09172015732095593,0.8312745730845054,83.12745730845053,0.07444851187455365,0.6853581711077776,0.9771909750612331,0.8312745730845054,0.19570651632603972,-0.02698108941054505,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,1.0186957988589782,0.6699999999999998,3.868251952456034
2012-10-01,4.7,4.76,3.35,4.5,5.17,4.91,3.28,-0.41000000000000014,-0.6699999999999999,0.2599999999999998,-1.2200000000000002,1.6300000000000003,0.16900595032391974,0.07439185980856859,0.02320058435617256,0.3148113162916669,-0.026981089407163625,0.060562973432725487,-0.1456823361319617,0.09172015731763443,0.19598703973108336,0.050119404318265365,0.097754812340682,0.2942192671214847,-0.026981089407163625,0.060562973432725487,-0.1456823361319617,0.09172015731763443,0.8309940496760803,83.09940496760802,0.07439185980856859,0.6851886837083331,0.9767994156438274,0.8309940496760803,0.19598703973108336,-0.026981089407163625,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,0.5101664351288586,0.2599999999999998,-2.262378270363447
2012-11-01,4.48,4.82,3.11,4.5,4.76,4.7,3.35,0.0600000000000005,-0.2599999999999998,0.3200000000000003,-1.15,1.35,0.168045149815796,0.07422607787318239,0.02256471047069314,0.31352558916089884,-0.026981089397859787,0.06056297342973055,-0.14568233611678788,0.0917201573210683,0.19502623921365578,0.049958203452259896,0.09710995971490181,0.2929425187124097,-0.026981089397859787,0.06056297342973055,-0.14568233611678788,0.0917201573210683,0.831954850184204,83.1954850184204,0.07422607787318239,0.6864744108391012,0.9774352895293068,0.831954850184204,0.19502623921365578,-0.026981089397859787,0.9999999999999999,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,0.5496763929752764,0.3200000000000003,0.34525485466969824
2012-12-01,4.65,4.93,3.45,4.5,4.82,4.48,3.11,0.10999999999999943,-0.3200000000000003,0.4299999999999997,-1.3900000000000001,1.3700000000000006,0.16685968839589488,0.074034292234906,0.02175514199456577,0.311964234797224,-0.02698108938800124,0.0605629734267315,-0.1456823361010513,0.09172015732504882,0.1938407777838961,0.04975639889834424,0.09632002794273299,0.29136152762505924,-0.02698108938800124,0.0605629734267315,-0.1456823361010513,0.09172015732504882,0.8331403116041052,83.31403116041052,0.074034292234906,0.6880357652027761,0.9782448580054343,0.8331403116041052,0.1938407777838961,-0.02698108938800124,1.0000000000000002,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,0.6988990593318553,0.4299999999999996,1.0567767108183326
