fecha_inicial,fecha_final,observaciones,lambda_promedio,lambda_inicial,lambda_final,lambda_minimo,lambda_maximo,psi_promedio,psi_inicial,psi_final,theta1_promedio,theta2_promedio,anclaje_promedio,anclaje_promedio_porcentaje,anclaje_inicial,anclaje_final,anclaje_minimo,fecha_anclaje_minimo,anclaje_maximo,fecha_anclaje_maximo,porcentaje_meses_A_significativamente_menor_1,porcentaje_meses_lambda_significativamente_positivo,porcentaje_meses_theta1_significativamente_positivo,porcentaje_meses_theta2_significativamente_positivo,porcentaje_meses_A_fuera_0_1,porcentaje_meses_algun_peso_fuera_0_1,error_maximo_suma_pesos
2011-01-01,2026-07-01,187,0.1192349260217267,0.17736053420392067,0.125736106969152,0.08339134403558593,0.18192004959595315,-0.026981089071905977,-0.026981089383420365,-0.026981088813751736,0.1462160150936327,-0.026981089071905977,0.8807650739782733,88.07650739782733,0.8226394657960794,0.874263893030848,0.8180799504040468,2011-10-01,0.9166086559644141,2023-03-01,29.946524064171122,29.946524064171122,100,0,0,100,2.220446049250313e-16
