fecha_inicial,fecha_final,observaciones,lambda_promedio,lambda_inicial,lambda_final,lambda_minimo,fecha_lambda_minimo,lambda_maximo,fecha_lambda_maximo,porcentaje_lambda_fuera_0_1,porcentaje_lambda_significativamente_menor_1,porcentaje_lambda_no_distinta_de_1,pi_estrella_promedio,pi_estrella_inicial,pi_estrella_final,MAE_pi_estrella_meta,RMSE_pi_estrella_meta,porcentaje_ancla_dentro_banda_meta
2010-02-01,2026-06-01,197,0.828744141665682,0.7534147509562958,0.8813675577246343,0.7524663708129278,2010-03-01,0.8894736948263557,2023-04-01,0,100,0,4.566321763289759,6.39189928095452,3.8514066834714753,0.4550798358164275,0.608218673675735,85.27918781725889
