fecha,codigo_modelo,descripcion,c0_t,c_t,d_t,lambda_t,pi_estrella_t,inflacion,expectativa,meta_inflacion,brecha_ancla_meta,ancla_dentro_banda_meta
2011-06-01,B0,Modelo base TVP-VAR,3.4287538288623765,0.1785013544118438,0.2520246348694628,0.7613539660083704,6.020913622616747,6.42229936695938,6.16,5,1.0209136226167468,FALSE
2011-07-01,B0,Modelo base TVP-VAR,3.395889310676237,0.17732969765155185,0.2520246348694626,0.7629204036410957,5.950959595783303,7.03967446592064,5.88,5,0.9509595957833028,TRUE
2011-08-01,B0,Modelo base TVP-VAR,3.384129555210212,0.17732220654234593,0.2520246348694625,0.7629304188228185,5.930273940098085,7.6258261311642,5.95,5,0.9302739400980853,TRUE
2011-09-01,B0,Modelo base TVP-VAR,3.3891053900693433,0.17832661491704924,0.2520246348694627,0.7615875826526353,5.949465155149035,7.24931562404949,6.43,5,0.949465155149035,TRUE
2011-10-01,B0,Modelo base TVP-VAR,3.3756005040940993,0.17812056573079335,0.2520246348694625,0.7618630585517913,5.9236151167802475,6.65,6.51,5,0.9236151167802475,TRUE
2011-11-01,B0,Modelo base TVP-VAR,3.339422101903545,0.17650276053141564,0.2520246348694625,0.7640259709614738,5.843538386667008,6.05484387510006,6.06,5,0.8435383866670083,TRUE
2011-12-01,B0,Modelo base TVP-VAR,3.3128013764786277,0.1754308611789801,0.25202463486946264,0.7654590386832276,5.786102833254901,6.2,5.62,5,0.7861028332549012,TRUE
2012-01-01,B0,Modelo base TVP-VAR,3.314929009758343,0.17585402576426898,0.25202463486946264,0.7648932919955476,5.794101323733612,5.44,5.95,4.5,1.2941013237336119,FALSE
2012-02-01,B0,Modelo base TVP-VAR,3.3039800624430584,0.17558083703678337,0.2520246348694626,0.7652585295959035,5.772207630017544,5.17,6.11,4.5,1.2722076300175438,FALSE
2012-03-01,B0,Modelo base TVP-VAR,3.2572517756721067,0.1736358842667101,0.25202463486946236,0.7678588194727417,5.671300483771516,4.55,5.47,4.5,1.1713004837715157,FALSE
