archivo_principal_disponible,observaciones_comunes,correlacion_c,correlacion_lambda,correlacion_pi_estrella,max_diferencia_c,max_diferencia_lambda,max_diferencia_pi_estrella
TRUE,197,1,1,0.9999999999999998,2.7755575615628914e-17,0,8.881784197001252e-16
