modelo,parametro,estimacion,error_estandar,limite_inferior_95,limite_superior_95,estadistico_z,p_valor
Coeficiente beta constante,alpha,-0.009544601735548582,0.01392218275856826,-0.036831578528526865,0.017742375057429698,-0.6855679099367129,0.49298562319038486
Coeficiente beta constante,rho,-0.26399830701594007,0.07182671231130816,-0.40477607627402373,-0.12322053775785641,-3.675489222891482,2.3739406264246455e-4
Coeficiente beta constante,beta,0.016735766349323212,0.0071417104517399405,0.0027382710758996516,0.030733261622746772,2.343383488089448,0.01910972983145253
Coeficiente beta_t variante,alpha,-0.007628904176690054,0.014147265757679273,-0.03535703554145818,0.020099227188078075,-0.5392493720950291,0.5897147973388962
Coeficiente beta_t variante,rho,-0.2690252463611188,0.07173708750344533,-0.40962735422367,-0.1284231384985676,-3.750155682696182,1.7672481634994469e-4
