hipotesis_nula,estadistico_LR,p_valor_chi2_1_referencial,p_valor_mezcla_frontera_referencial,advertencia
Q_beta = 0,0.3021954561605469,0.5825093293824419,0.29125466469122097,Q_beta se encuentra en la frontera bajo H0. La mezcla 0.5 chi2_0 + 0.5 chi2_1 es referencial; un bootstrap paramétrico es preferible para inferencia definitiva.
