fecha,exp_inf_24m,exp_inf_12m,infl_gt,meta_inflacion,exp24_lag1,infl_lag1,exp12_pronostico_infl_lag1,d_exp24,gap_meta_largo,x_inflacion,sorpresa_inflacion,y_ajustada,lambda_desanclaje,lambda_se,lambda_li_95,lambda_ls_95,parametro_anclaje,anclaje_porcentaje,anclaje_se,anclaje_li_95,anclaje_ls_95,gamma_sorpresa,gamma_sorpresa_se,gamma_sorpresa_li_95,gamma_sorpresa_ls_95,gamma_sorpresa_p_valor,z_anclaje_igual_uno,p_anclaje_igual_uno,anclaje_significativamente_menor_uno,anclaje_significativamente_mayor_cero,lambda_significativamente_positiva,fuera_rango_0_1,contribucion_meta,contribucion_inflacion,contribucion_sorpresa,ajuste_sin_error_estado,residuo_estado_u,ajuste_total_estado
2012-04-01,5.54,5.84,4.27,4.5,5.47,4.55,6.24,0.07000000000000028,-0.9699999999999998,0.04999999999999982,-1.6900000000000004,1.04,0.43656256211548666,0.0766428578246229,0.28634532110700195,0.5867798031239714,0.5634374378845133,56.34374378845133,0.0766428578246229,0.4132201968760285,0.713654678892998,-0.1391986075171932,0.04681964631139974,-0.23096342805644027,-0.047433786977946146,0.002948264994008289,-5.696063201537262,1.2260544341327244e-8,TRUE,TRUE,TRUE,FALSE,-0.9699999999999998,0.021828128105774256,0.23524564670405657,-0.7129262251901689,0.7829262251901691,0.07000000000000017
2012-05-01,5.28,5.26,3.9,4.5,5.54,4.27,6.07,-0.2599999999999998,-1.04,-0.23000000000000043,-1.8000000000000007,0.7800000000000002,0.4344904602242004,0.07655555459217465,0.2844443304070482,0.5845365900413526,0.5655095397757997,56.550953977579965,0.07655555459217465,0.4154634099586474,0.7155556695929519,-0.1391986075171932,0.04681964631139974,-0.23096342805644027,-0.047433786977946146,0.002948264994008289,-5.675492294959,1.3829036854921738e-8,TRUE,TRUE,TRUE,FALSE,-1.04,-0.09993280585156628,0.25055749353094786,-0.8893753123206185,0.6293753123206185,-0.26
2012-06-01,5.11,4.89,3.47,4.5,5.28,3.9,5.96,-0.16999999999999993,-0.7800000000000002,-0.6000000000000001,-2.06,0.6100000000000003,0.43231804164920384,0.07643744381488642,0.2825034047017226,0.5821326785966852,0.5676819583507962,56.76819583507962,0.07643744381488642,0.4178673214033149,0.7174965952982775,-0.1391986075171932,0.04681964631139974,-0.23096342805644027,-0.047433786977946146,0.002948264994008289,-5.655841169887586,1.5508483532137928e-8,TRUE,TRUE,TRUE,FALSE,-0.7800000000000002,-0.2593908249895223,0.28674913148541803,-0.7526416935041045,0.5826416935041047,-0.16999999999999982
2012-07-01,4.9,4.71,2.86,4.5,5.11,3.47,6.38,-0.20999999999999996,-0.6100000000000003,-1.0299999999999998,-2.9099999999999997,0.40000000000000036,0.4304679204967938,0.07633187549218982,0.28086019365970616,0.5800756473338814,0.5695320795032062,56.95320795032062,0.07633187549218982,0.4199243526661185,0.7191398063402938,-0.1391986075171932,0.04681964631139974,-0.23096342805644027,-0.047433786977946146,0.002948264994008289,-5.639425439518235,1.706185102652425e-8,TRUE,TRUE,TRUE,FALSE,-0.6100000000000003,-0.4433819581116975,0.4050679478750322,-0.6483140102366657,0.43831401023666566,-0.21000000000000002
2012-08-01,4.55,4.44,2.71,4.5,4.9,2.86,5.96,-0.35000000000000053,-0.40000000000000036,-1.6400000000000001,-3.1,0.04999999999999982,0.42852664762489506,0.07602546386773804,0.27951947653617737,0.5775338187136128,0.571473352375105,57.1473352375105,0.07602546386773804,0.42246618128638724,0.7204805234638227,-0.1391986075171932,0.04681964631139974,-0.23096342805644027,-0.047433786977946146,0.002948264994008289,-5.636619966836446,1.7342023844218695e-8,TRUE,TRUE,TRUE,FALSE,-0.40000000000000036,-0.702783702104828,0.431515683303299,-0.6712680188015294,0.3212680188015289,-0.35000000000000053
2012-09-01,4.67,4.51,3.28,4.5,4.55,2.71,6.33,0.1200000000000001,-0.04999999999999982,-1.79,-3.62,0.16999999999999993,0.4248689842655998,0.07605531872577408,0.2758032987303679,0.5739346698008317,0.5751310157344002,57.51310157344002,0.07605531872577408,0.42606533019916826,0.7241967012696321,-0.1391986075171932,0.04681964631139974,-0.23096342805644027,-0.047433786977946146,0.002948264994008289,-5.586315216132514,2.3193808639855168e-8,TRUE,TRUE,TRUE,FALSE,-0.04999999999999982,-0.7605154818354237,0.5038989592122394,-0.3066165226231842,0.42661652262318434,0.12000000000000016
2012-10-01,4.76,4.7,3.35,4.5,4.67,3.28,6.69,0.08999999999999986,-0.16999999999999993,-1.2200000000000002,-3.4100000000000006,0.2599999999999998,0.42326309585586,0.07632829310152466,0.2736623903754547,0.5728638013362654,0.5767369041441399,57.67369041441399,0.07632829310152466,0.42713619866373453,0.7263376096245453,-0.1391986075171932,0.04681964631139974,-0.23096342805644027,-0.047433786977946146,0.002948264994008289,-5.545297538527105,2.93454719200583e-8,TRUE,TRUE,TRUE,FALSE,-0.16999999999999993,-0.5163809769441493,0.47466725163362894,-0.2117137253105203,0.30171372531051993,0.08999999999999964
2012-11-01,4.82,4.48,3.11,4.5,4.76,3.35,6.69,0.0600000000000005,-0.2599999999999998,-1.15,-3.3400000000000003,0.3200000000000003,0.42072934856179506,0.07637473736659567,0.27103761399456205,0.5704210831290281,0.5792706514382049,57.927065143820485,0.07637473736659567,0.42957891687097194,0.7289623860054378,-0.1391986075171932,0.04681964631139974,-0.23096342805644027,-0.047433786977946146,0.002948264994008289,-5.508750184531714,3.6139034197349374e-8,TRUE,TRUE,TRUE,FALSE,-0.2599999999999998,-0.48383875084606426,0.46492334910742533,-0.27891540173863866,0.33891540173863927,0.06000000000000061
2012-12-01,4.93,4.65,3.45,4.5,4.82,3.11,6.85,0.10999999999999943,-0.3200000000000003,-1.3900000000000001,-3.7399999999999998,0.4299999999999997,0.4175957936033487,0.07634294662666155,0.26796636774142846,0.5672252194652689,0.5824042063966512,58.240420639665125,0.07634294662666155,0.43277478053473106,0.7320336322585714,-0.1391986075171932,0.04681964631139974,-0.23096342805644027,-0.047433786977946146,0.002948264994008289,-5.469998369928128,4.500397180839594e-8,TRUE,TRUE,TRUE,FALSE,-0.3200000000000003,-0.5804581531086548,0.5206027921143026,-0.37985536099435246,0.48985536099435184,0.10999999999999938
2013-01-01,4.83,4.53,3.86,4,4.93,3.45,5.94,-0.09999999999999964,-0.9299999999999997,-0.5499999999999998,-2.49,0.8300000000000001,0.4140646816084215,0.07647023623004347,0.2641857727082664,0.5639435905085767,0.5859353183915785,58.593531839157855,0.07647023623004347,0.4360564094914234,0.7358142272917336,-0.1391986075171932,0.04681964631139974,-0.23096342805644027,-0.047433786977946146,0.002948264994008289,-5.414716914994236,6.138574562198089e-8,TRUE,TRUE,TRUE,FALSE,-0.9299999999999997,-0.22773557488463175,0.3466045327178111,-0.8111310421668203,0.7111310421668203,-0.09999999999999998
2013-02-01,4.61,4.41,4.18,4,4.83,3.86,5.97,-0.21999999999999975,-0.8300000000000001,-0.14000000000000012,-2.11,0.6100000000000003,0.41205897484712645,0.07655382106642021,0.2620162426780192,0.5621017070162337,0.5879410251528736,58.79410251528736,0.07655382106642021,0.43789829298376637,0.7379837573219808,-0.1391986075171932,0.04681964631139974,-0.23096342805644027,-0.047433786977946146,0.002948264994008289,-5.382604932151103,7.341555301612223e-8,TRUE,TRUE,TRUE,FALSE,-0.8300000000000001,-0.05768825647859775,0.29370906186127765,-0.5939791946173202,0.3739791946173204,-0.2199999999999998
2013-03-01,4.66,4.59,4.34,4,4.61,4.18,6,0.04999999999999982,-0.6100000000000003,0.17999999999999972,-1.8200000000000003,0.6600000000000001,0.4098585441859213,0.07660513749646906,0.25971523366210314,0.5600018547097395,0.5901414558140787,59.014145581407874,0.07660513749646906,0.43999814529026054,0.7402847663378969,-0.1391986075171932,0.04681964631139974,-0.23096342805644027,-0.047433786977946146,0.002948264994008289,-5.350274897748376,8.782072765371182e-8,TRUE,TRUE,TRUE,FALSE,-0.6100000000000003,0.07377453795346572,0.2533414656812917,-0.28288399636524286,0.33288399636524263,0.04999999999999977
2013-04-01,4.93,4.85,4.13,4,4.66,4.34,5.59,0.2699999999999996,-0.6600000000000001,0.33999999999999986,-1.25,0.9299999999999997,0.40793526754781634,0.07664909853691786,0.2577057949679956,0.5581647401276371,0.5920647324521837,59.20647324521837,0.07664909853691786,0.441835259872363,0.7422942050320045,-0.1391986075171932,0.04681964631139974,-0.23096342805644027,-0.047433786977946146,0.002948264994008289,-5.322114354043384,1.0256805895180249e-7,TRUE,TRUE,TRUE,FALSE,-0.6600000000000001,0.13869799096625748,0.1739982593964915,-0.3473037496372512,0.6173037496372507,0.26999999999999946
2013-05-01,4.83,4.71,4.27,4,4.93,4.13,5.84,-0.09999999999999964,-0.9299999999999997,0.1299999999999999,-1.71,0.8300000000000001,0.40539474801787495,0.07666089281791305,0.2551421590720801,0.5556473369636699,0.594605251982125,59.4605251982125,0.07666089281791305,0.44435266303633014,0.7448578409279198,-0.1391986075171932,0.04681964631139974,-0.23096342805644027,-0.047433786977946146,0.002948264994008289,-5.288155839520147,1.2355569446264172e-7,TRUE,TRUE,TRUE,FALSE,-0.9299999999999997,0.0527013172423237,0.23802961885440038,-0.6392690639032756,0.5392690639032759,-0.09999999999999976
2013-06-01,5.21,4.87,4.79,4,4.83,4.27,5.26,0.3799999999999999,-0.8300000000000001,0.2699999999999996,-0.9900000000000002,1.21,0.40315982954922847,0.07665329105848785,0.25292213977812616,0.5533975193203308,0.5968401704507715,59.684017045077155,0.07665329105848785,0.44660248067966923,0.7470778602218738,-0.1391986075171932,0.04681964631139974,-0.23096342805644027,-0.047433786977946146,0.002948264994008289,-5.259524072379492,1.4442872197118238e-7,TRUE,TRUE,TRUE,FALSE,-0.8300000000000001,0.10885315397829151,0.1378066214420213,-0.5833402245796873,0.9633402245796872,0.3799999999999999
2013-07-01,4.81,4.88,4.74,4,5.21,4.79,4.89,-0.40000000000000036,-1.21,0.79,-0.09999999999999964,0.8099999999999996,0.39971171051168103,0.07658963979520236,0.24959877492418875,0.5498246460991734,0.600288289488319,60.0288289488319,0.07658963979520236,0.45017535390082675,0.7504012250758113,-0.1391986075171932,0.04681964631139974,-0.23096342805644027,-0.047433786977946146,0.002948264994008289,-5.2188744010351025,1.800137804030238e-7,TRUE,TRUE,TRUE,FALSE,-1.21,0.31577225130422804,0.013919860751719271,-0.8803078879440527,0.4803078879440521,-0.4000000000000006
2013-08-01,4.89,4.85,4.42,4,4.81,4.74,4.71,0.08000000000000007,-0.8099999999999996,0.7400000000000002,0.03000000000000025,0.8899999999999997,0.3985080968828113,0.0765791961325612,0.2484156304979624,0.5486005632676603,0.6014919031171887,60.14919031171887,0.0765791961325612,0.4513994367323398,0.7515843695020377,-0.1391986075171932,0.04681964631139974,-0.23096342805644027,-0.047433786977946146,0.002948264994008289,-5.2038688966254,1.9518172766748075e-7,TRUE,TRUE,TRUE,FALSE,-0.8099999999999996,0.29489599169328046,-0.00417595822551583,-0.519279966532235,0.5992799665322351,0.08000000000000018
2013-09-01,4.91,4.84,4.21,4,4.89,4.42,4.44,0.020000000000000462,-0.8899999999999997,0.41999999999999993,-0.020000000000000462,0.9100000000000001,0.39733010748881353,0.0766008270543516,0.24719524527630302,0.5474649697013241,0.6026698925111864,60.266989251118645,0.0766008270543516,0.4525350302986759,0.7528047547236969,-0.1391986075171932,0.04681964631139974,-0.23096342805644027,-0.047433786977946146,0.002948264994008289,-5.187021116715759,2.1368450931373954e-7,TRUE,TRUE,TRUE,FALSE,-0.8899999999999997,0.16687864514530165,0.0027839721503439283,-0.720337382704354,0.7403373827043546,0.020000000000000573
