fecha_inicial,fecha_final,observaciones,anclaje_promedio,anclaje_promedio_porcentaje,anclaje_inicial,anclaje_final,anclaje_minimo,fecha_anclaje_minimo,anclaje_maximo,fecha_anclaje_maximo,lambda_promedio,gamma_sorpresa,gamma_sorpresa_se,gamma_sorpresa_p_valor,porcentaje_meses_A_significativamente_menor_1,porcentaje_meses_A_significativamente_mayor_0,porcentaje_meses_lambda_significativa_positiva,porcentaje_meses_A_fuera_0_1
2011-02-01,2026-07-01,186,0.6885731385870874,68.85731385870874,0.5625791175619395,0.6758998814279528,0.5549962710563036,2011-10-01,0.7612704952212759,2021-06-01,0.3114268614129127,-0.1391986075171932,0.04681964631139974,0.002948264994008289,100,100,100,0
