modelo,parametro,estimacion,error_estandar_hac,estadistico_t,p_valor,bandwidth_newey_west,lag_newey_west
Constante HAC,(Intercept),0.2130630183613637,0.06208859206865495,3.431596872510293,7.417895648423413e-4,4,4
Constante HAC,x_inflacion,0.32922011022396963,0.08150792694184913,4.039117697826468,7.885951385507295e-5,4,4
Constante HAC,sorpresa_inflacion,-0.16750362470016888,0.06998671186242224,-2.3933632577201576,0.017705915713532208,4,4
