fecha_inicial,fecha_final,observaciones,c_promedio,c_inicial,c_final,c_inicial_li_95,c_inicial_ls_95,c_final_li_95,c_final_ls_95,c_minimo,fecha_c_minimo,c_maximo,fecha_c_maximo,porcentaje_c_significativo_5pct,porcentaje_meses_estables,radio_espectral_maximo
2010-03-01,2026-06-01,196,0.1629776608564476,0.3699064390995097,0.11556340236897156,0.20709239380579414,0.5327204843932253,-0.047272626942836876,0.27839943168077996,0.10006187503723951,2023-06-01,0.3699064390995097,2010-03-01,81.12244897959184,100,0.3013447198697302
