fecha,residuo_d_inflacion,residuo_d_expectativa
2021-03-01,-0.609402091535276,-0.281288692256729
2021-04-01,-1.11880836668496,0.280461753028288
2021-05-01,0.199403857198727,0.499503229255468
2021-06-01,-2.26948090619686,-0.735435179216397
2021-07-01,0.33353116816038,-0.0514799555772087
2021-08-01,-0.346773353747079,0.0367716650325246
2021-09-01,0.167053816438517,0.420783110658524
2021-10-01,-1.29550834231889,-1.30234239445542
2021-11-01,0.123723006702844,0.826063093497701
2021-12-01,0.376860956609738,0.0249439609214448
2022-01-01,-0.443813811520205,0.198750433886998
2022-02-01,0.287237808238142,-0.555545478868294
2022-03-01,2.06274600369265,-0.749512168635184
2022-04-01,0.272054847591541,0.0256987250157853
2022-05-01,1.96359084765952,0.328628699485348
2022-06-01,2.51744977198613,0.246259983637821
2022-07-01,0.541148581069441,0.831767199259977
2022-08-01,0.496384863987845,0.130751103010162
2022-09-01,-0.0299448703311571,0.032053799797994
2022-10-01,1.07430837531054,0.272131423171945
2022-11-01,-1.35294081563545,0.258070514651254
2022-12-01,0.365784955602971,0.121306630147859
2023-01-01,0.704107180153662,-0.521476313873072
2023-02-01,0.109574033883549,-0.92532210124007
2023-03-01,-2.36569460111326,-0.513966312055311
2023-04-01,-0.143416443297081,0.448094693921525
2023-05-01,-3.04094556492322,-0.208529174750885
2023-06-01,-1.9213922183919,0.511194498735693
2023-07-01,0.217934262732064,0.478903494244785
2023-08-01,0.113072196855149,-0.0319177729063814
2023-09-01,0.413336972741645,-0.0813540499686907
2023-10-01,0.374493885898214,0.68133348518465
2023-11-01,-1.38098999647603,0.597829626898126
2023-12-01,0.191258453224868,-0.0633305267392447
2024-01-01,-0.602290687664463,-0.186470858427242
2024-02-01,-0.732515222344214,0.0934487791482795
2024-03-01,0.195063105306609,-0.392741260346635
2024-04-01,0.227026418182932,-0.641492770263576
2024-05-01,0.625173226662929,-0.290811282468971
2024-06-01,-0.497701575878525,-0.0385728213388138
2024-07-01,0.369553175025285,0.348171143878558
2024-08-01,-1.36609646144816,-0.202093776565875
2024-09-01,-1.3122815907028,0.0454249698615126
2024-10-01,-1.12346930968957,0.306417567983056
2024-11-01,1.48406837163016,-0.91285155887003
2024-12-01,-0.261737097301463,0.730451764024496
2025-01-01,0.904944573306242,-0.498799938061831
2025-02-01,-1.02105897018114,-0.306160105816188
2025-03-01,-0.151899000779408,-0.0871946512996981
2025-04-01,-0.0507709080448009,-0.348510755496995
2025-05-01,0.453608118536226,-0.32928844694558
2025-06-01,0.0530073770968729,-0.245275259992153
2025-07-01,-1.16532341124531,0.00970806077014262
2025-08-01,0.370372990980263,0.139076951946395
2025-09-01,0.545454171328322,-0.331222657009497
2025-10-01,-0.54623872716203,-0.4087242436806
2025-11-01,0.969918854921772,-0.226406349463151
2025-12-01,-0.408931441286064,1.57640559178383
2026-01-01,-1.13407617149889,0.215090969555403
2026-02-01,1.46735893875867,0.256252114708046
2026-03-01,1.35696836473976,-0.368412398753006
2026-04-01,0.790291530830965,-0.0347311304839233
2026-05-01,-1.09301788320311,-0.105645112765928
2026-06-01,-0.836713701250645,0.133264641157579
