fecha,inflacion,expectativa,d_inflacion,d_expectativa,d_inflacion_lag1,d_expectativa_lag1
2014-11-01,3.38,4.16,-0.26000000000000023,-0.009999999999999787,0.18999999999999995,0.040000000000000036
2014-12-01,2.95,4.21,-0.4299999999999997,0.04999999999999982,-0.26000000000000023,-0.009999999999999787
2015-01-01,2.32,3.89,-0.6300000000000003,-0.31999999999999984,-0.4299999999999997,0.04999999999999982
2015-02-01,2.44,4.07,0.1200000000000001,0.18000000000000016,-0.6300000000000003,-0.31999999999999984
2015-03-01,2.43,4.11,-0.009999999999999787,0.040000000000000036,0.1200000000000001,0.18000000000000016
2015-04-01,2.58,3.82,0.1499999999999999,-0.2900000000000005,-0.009999999999999787,0.040000000000000036
2015-05-01,2.55,3.57,-0.03000000000000025,-0.25,0.1499999999999999,-0.2900000000000005
2015-06-01,2.39,3.67,-0.1599999999999997,0.10000000000000009,-0.03000000000000025,-0.25
2015-07-01,2.32,3.56,-0.07000000000000028,-0.10999999999999988,-0.1599999999999997,0.10000000000000009
2015-08-01,1.96,3.31,-0.3599999999999999,-0.25,-0.07000000000000028,-0.10999999999999988
2015-09-01,1.88,3.4,-0.08000000000000007,0.08999999999999986,-0.3599999999999999,-0.25
2015-10-01,2.23,3.28,0.3500000000000001,-0.1200000000000001,-0.08000000000000007,0.08999999999999986
2015-11-01,2.51,3.37,0.2799999999999998,0.0900000000000003,0.3500000000000001,-0.1200000000000001
2015-12-01,3.07,3.65,0.56,0.2799999999999998,0.2799999999999998,0.0900000000000003
2016-01-01,4.38,3.8,1.31,0.1499999999999999,0.56,0.2799999999999998
2016-02-01,4.27,4.09,-0.11000000000000032,0.29000000000000004,1.31,0.1499999999999999
2016-03-01,4.26,3.99,-0.009999999999999787,-0.09999999999999964,-0.11000000000000032,0.29000000000000004
2016-04-01,4.09,4.19,-0.16999999999999993,0.20000000000000018,-0.009999999999999787,-0.09999999999999964
2016-05-01,4.36,4.16,0.27000000000000046,-0.03000000000000025,-0.16999999999999993,0.20000000000000018
2016-06-01,4.43,4.39,0.0699999999999994,0.22999999999999954,0.27000000000000046,-0.03000000000000025
2016-07-01,4.62,4.41,0.1900000000000004,0.020000000000000462,0.0699999999999994,0.22999999999999954
2016-08-01,4.74,4.45,0.1200000000000001,0.040000000000000036,0.1900000000000004,0.020000000000000462
2016-09-01,4.56,4.42,-0.1800000000000006,-0.03000000000000025,0.1200000000000001,0.040000000000000036
2016-10-01,4.76,4.43,0.20000000000000018,0.009999999999999787,-0.1800000000000006,-0.03000000000000025
2016-11-01,4.67,4.6,-0.08999999999999986,0.16999999999999993,0.20000000000000018,0.009999999999999787
2016-12-01,4.23,4.66,-0.4399999999999995,0.0600000000000005,-0.08999999999999986,0.16999999999999993
2017-01-01,3.83,4.4,-0.40000000000000036,-0.2599999999999998,-0.4399999999999995,0.0600000000000005
2017-02-01,3.96,4.46,0.1299999999999999,0.05999999999999961,-0.40000000000000036,-0.2599999999999998
2017-03-01,4,4.28,0.040000000000000036,-0.17999999999999972,0.1299999999999999,0.05999999999999961
2017-04-01,4.09,4.51,0.08999999999999986,0.22999999999999954,0.040000000000000036,-0.17999999999999972
2017-05-01,3.93,4.17,-0.1599999999999997,-0.33999999999999986,0.08999999999999986,0.22999999999999954
2017-06-01,4.36,4.26,0.43000000000000016,0.08999999999999986,-0.1599999999999997,-0.33999999999999986
2017-07-01,5.22,4.48,0.8599999999999994,0.22000000000000064,0.43000000000000016,0.08999999999999986
2017-08-01,4.72,4.51,-0.5,0.02999999999999936,0.8599999999999994,0.22000000000000064
2017-09-01,4.36,4.75,-0.35999999999999943,0.2400000000000002,-0.5,0.02999999999999936
2017-10-01,4.2,4.53,-0.16000000000000014,-0.21999999999999975,-0.35999999999999943,0.2400000000000002
2017-11-01,4.69,4.63,0.4900000000000002,0.09999999999999964,-0.16000000000000014,-0.21999999999999975
2017-12-01,5.68,4.56,0.9899999999999993,-0.07000000000000028,0.4900000000000002,0.09999999999999964
2018-01-01,4.71,4.71,-0.9699999999999998,0.15000000000000036,0.9899999999999993,-0.07000000000000028
2018-02-01,4.15,4.56,-0.5599999999999996,-0.15000000000000036,-0.9699999999999998,0.15000000000000036
2018-03-01,4.14,4.62,-0.010000000000000675,0.0600000000000005,-0.5599999999999996,-0.15000000000000036
2018-04-01,3.92,4.46,-0.21999999999999975,-0.16000000000000014,-0.010000000000000675,0.0600000000000005
2018-05-01,4.09,4.48,0.16999999999999993,0.020000000000000462,-0.21999999999999975,-0.16000000000000014
2018-06-01,3.79,4.43,-0.2999999999999998,-0.05000000000000071,0.16999999999999993,0.020000000000000462
2018-07-01,2.61,4.36,-1.1800000000000002,-0.0699999999999994,-0.2999999999999998,-0.05000000000000071
2018-08-01,3.36,4.33,0.75,-0.03000000000000025,-1.1800000000000002,-0.0699999999999994
2018-09-01,4.55,4.32,1.19,-0.009999999999999787,0.75,-0.03000000000000025
2018-10-01,4.34,4.32,-0.20999999999999996,0,1.19,-0.009999999999999787
2018-11-01,3.15,4.47,-1.19,0.14999999999999947,-0.20999999999999996,0
2018-12-01,2.31,4.38,-0.8399999999999999,-0.08999999999999986,-1.19,0.14999999999999947
2019-01-01,4.1,4.07,1.7899999999999996,-0.3099999999999996,-0.8399999999999999,-0.08999999999999986
2019-02-01,4.46,4.25,0.3600000000000003,0.17999999999999972,1.7899999999999996,-0.3099999999999996
2019-03-01,4.17,4.35,-0.29000000000000004,0.09999999999999964,0.3600000000000003,0.17999999999999972
2019-04-01,4.75,4.3,0.5800000000000001,-0.04999999999999982,-0.29000000000000004,0.09999999999999964
2019-05-01,4.54,4.39,-0.20999999999999996,0.08999999999999986,0.5800000000000001,-0.04999999999999982
2019-06-01,4.8,4.36,0.2599999999999998,-0.02999999999999936,-0.20999999999999996,0.08999999999999986
2019-07-01,4.37,4.6,-0.4299999999999997,0.23999999999999932,0.2599999999999998,-0.02999999999999936
2019-08-01,3.01,4.53,-1.3600000000000003,-0.0699999999999994,-0.4299999999999997,0.23999999999999932
2019-09-01,1.8,4.34,-1.2099999999999997,-0.1900000000000004,-1.3600000000000003,-0.0699999999999994
2019-10-01,2.17,4.22,0.3699999999999999,-0.1200000000000001,-1.2099999999999997,-0.1900000000000004
2019-11-01,2.92,4.25,0.75,0.03000000000000025,0.3699999999999999,-0.1200000000000001
2019-12-01,3.41,4.1,0.4900000000000002,-0.15000000000000036,0.75,0.03000000000000025
2020-01-01,1.78,4.11,-1.6300000000000001,0.010000000000000675,0.4900000000000002,-0.15000000000000036
2020-02-01,1.24,3.85,-0.54,-0.26000000000000023,-1.6300000000000001,0.010000000000000675
2020-03-01,1.77,3.99,0.53,0.14000000000000012,-0.54,-0.26000000000000023
2020-04-01,1.88,3.97,0.10999999999999988,-0.020000000000000018,0.53,0.14000000000000012
2020-05-01,1.8,3.96,-0.07999999999999985,-0.010000000000000231,0.10999999999999988,-0.020000000000000018
2020-06-01,2.39,3.77,0.5900000000000001,-0.18999999999999995,-0.07999999999999985,-0.010000000000000231
2020-07-01,2.88,3.9,0.48999999999999977,0.1299999999999999,0.5900000000000001,-0.18999999999999995
2020-08-01,4.19,3.92,1.3100000000000005,0.020000000000000018,0.48999999999999977,0.1299999999999999
2020-09-01,4.97,3.99,0.7799999999999994,0.07000000000000028,1.3100000000000005,0.020000000000000018
2020-10-01,5.34,4.15,0.3700000000000001,0.16000000000000014,0.7799999999999994,0.07000000000000028
2020-11-01,5.46,4.27,0.1200000000000001,0.11999999999999922,0.3700000000000001,0.16000000000000014
2020-12-01,4.82,4.26,-0.6399999999999997,-0.009999999999999787,0.1200000000000001,0.11999999999999922
2021-01-01,5.24,4.12,0.41999999999999993,-0.13999999999999968,-0.6399999999999997,-0.009999999999999787
2021-02-01,6,4.39,0.7599999999999998,0.2699999999999996,0.41999999999999993,-0.13999999999999968
2021-03-01,5.84,4.34,-0.16000000000000014,-0.04999999999999982,0.7599999999999998,0.2699999999999996
2021-04-01,5.2,4.39,-0.6399999999999997,0.04999999999999982,-0.16000000000000014,-0.04999999999999982
2021-05-01,5.17,4.41,-0.03000000000000025,0.020000000000000462,-0.6399999999999997,0.04999999999999982
2021-06-01,3.91,4.23,-1.2599999999999998,-0.17999999999999972,-0.03000000000000025,0.020000000000000462
2021-07-01,3.82,4.12,-0.0900000000000003,-0.11000000000000032,-1.2599999999999998,-0.17999999999999972
2021-08-01,3.62,4.14,-0.19999999999999973,0.019999999999999574,-0.0900000000000003,-0.11000000000000032
2021-09-01,3.67,4.2,0.04999999999999982,0.0600000000000005,-0.19999999999999973,0.019999999999999574
2021-10-01,2.96,3.89,-0.71,-0.31000000000000005,0.04999999999999982,0.0600000000000005
2021-11-01,2.89,4.08,-0.06999999999999984,0.18999999999999995,-0.71,-0.31000000000000005
2021-12-01,3.07,4.02,0.17999999999999972,-0.0600000000000005,-0.06999999999999984,0.18999999999999995
2022-01-01,2.87,4.09,-0.19999999999999973,0.07000000000000028,0.17999999999999972,-0.0600000000000005
2022-02-01,2.98,3.92,0.10999999999999988,-0.16999999999999993,-0.19999999999999973,0.07000000000000028
2022-03-01,4.17,3.8,1.19,-0.1200000000000001,0.10999999999999988,-0.16999999999999993
2022-04-01,4.62,3.94,0.4500000000000002,0.14000000000000012,1.19,-0.1200000000000001
2022-05-01,5.82,4.01,1.2000000000000002,0.06999999999999984,0.4500000000000002,0.14000000000000012
2022-06-01,7.55,4.16,1.7299999999999995,0.15000000000000036,1.2000000000000002,0.06999999999999984
2022-07-01,8.36,4.51,0.8099999999999996,0.34999999999999964,1.7299999999999995,0.15000000000000036
2022-08-01,8.87,4.55,0.5099999999999998,0.040000000000000036,0.8099999999999996,0.34999999999999964
2022-09-01,9.03,4.61,0.16000000000000014,0.0600000000000005,0.5099999999999998,0.040000000000000036
2022-10-01,9.7,4.67,0.6699999999999999,0.05999999999999961,0.16000000000000014,0.0600000000000005
2022-11-01,9.17,4.8,-0.5299999999999994,0.1299999999999999,0.6699999999999999,0.05999999999999961
2022-12-01,9.24,4.71,0.07000000000000028,-0.08999999999999986,-0.5299999999999994,0.1299999999999999
2023-01-01,9.69,4.62,0.4499999999999993,-0.08999999999999986,0.07000000000000028,-0.08999999999999986
2023-02-01,9.92,4.49,0.23000000000000043,-0.1299999999999999,0.4499999999999993,-0.08999999999999986
2023-03-01,8.71,4.43,-1.209999999999999,-0.0600000000000005,0.23000000000000043,-0.1299999999999999
2023-04-01,8.32,4.39,-0.39000000000000057,-0.040000000000000036,-1.209999999999999,-0.0600000000000005
2023-05-01,6.54,4.3,-1.7800000000000002,-0.08999999999999986,-0.39000000000000057,-0.040000000000000036
2023-06-01,4.93,4.24,-1.6100000000000003,-0.05999999999999961,-1.7800000000000002,-0.08999999999999986
2023-07-01,4.53,4.21,-0.39999999999999947,-0.03000000000000025,-1.6100000000000003,-0.05999999999999961
2023-08-01,4.47,4.17,-0.0600000000000005,-0.040000000000000036,-0.39999999999999947,-0.03000000000000025
2023-09-01,4.69,4.15,0.22000000000000064,-0.019999999999999574,-0.0600000000000005,-0.040000000000000036
2023-10-01,4.98,4.32,0.29000000000000004,0.16999999999999993,0.22000000000000064,-0.019999999999999574
2023-11-01,4.3,4.43,-0.6800000000000006,0.10999999999999943,0.29000000000000004,0.16999999999999993
2023-12-01,4.18,4.32,-0.1200000000000001,-0.10999999999999943,-0.6800000000000006,0.10999999999999943
2024-01-01,3.82,4.29,-0.3599999999999999,-0.03000000000000025,-0.1200000000000001,-0.10999999999999943
2024-02-01,3.3,4.28,-0.52,-0.009999999999999787,-0.3599999999999999,-0.03000000000000025
2024-03-01,3.24,4.14,-0.05999999999999961,-0.14000000000000057,-0.52,-0.009999999999999787
2024-04-01,3.36,4.02,0.11999999999999966,-0.1200000000000001,-0.05999999999999961,-0.14000000000000057
2024-05-01,3.76,3.99,0.3999999999999999,-0.02999999999999936,0.11999999999999966,-0.1200000000000001
2024-06-01,3.62,4.02,-0.13999999999999968,0.02999999999999936,0.3999999999999999,-0.02999999999999936
2024-07-01,3.78,4.07,0.1599999999999997,0.05000000000000071,-0.13999999999999968,0.02999999999999936
2024-08-01,3.07,4.02,-0.71,-0.05000000000000071,0.1599999999999997,0.05000000000000071
2024-09-01,2.11,3.97,-0.96,-0.04999999999999938,-0.71,-0.05000000000000071
2024-10-01,1.16,3.96,-0.95,-0.010000000000000231,-0.96,-0.04999999999999938
2024-11-01,1.66,3.66,0.5,-0.2999999999999998,-0.95,-0.010000000000000231
2024-12-01,1.7,3.95,0.040000000000000036,0.29000000000000004,0.5,-0.2999999999999998
2025-01-01,2.19,3.76,0.49,-0.1900000000000004,0.040000000000000036,0.29000000000000004
2025-02-01,1.79,3.79,-0.3999999999999999,0.03000000000000025,0.49,-0.1900000000000004
2025-03-01,1.57,3.71,-0.21999999999999997,-0.08000000000000007,-0.3999999999999999,0.03000000000000025
2025-04-01,1.47,3.62,-0.10000000000000009,-0.08999999999999986,-0.21999999999999997,-0.08000000000000007
2025-05-01,1.69,3.55,0.21999999999999997,-0.07000000000000028,-0.10000000000000009,-0.08999999999999986
2025-06-01,1.79,3.53,0.10000000000000009,-0.020000000000000018,0.21999999999999997,-0.07000000000000028
2025-07-01,1.17,3.54,-0.6200000000000001,0.010000000000000231,0.10000000000000009,-0.020000000000000018
2025-08-01,1.17,3.49,0,-0.04999999999999982,-0.6200000000000001,0.010000000000000231
2025-09-01,1.47,3.42,0.30000000000000004,-0.07000000000000028,0,-0.04999999999999982
2025-10-01,1.26,3.37,-0.20999999999999996,-0.04999999999999982,0.30000000000000004,-0.07000000000000028
2025-11-01,1.73,3.3,0.47,-0.07000000000000028,-0.20999999999999996,-0.04999999999999982
2025-12-01,1.65,3.72,-0.08000000000000007,0.4200000000000004,0.47,-0.07000000000000028
2026-01-01,0.96,3.64,-0.69,-0.08000000000000007,-0.08000000000000007,0.4200000000000004
2026-02-01,1.56,3.62,0.6000000000000001,-0.020000000000000018,-0.69,-0.08000000000000007
2026-03-01,2.5,3.61,0.94,-0.010000000000000231,0.6000000000000001,-0.020000000000000018
2026-04-01,3.24,3.71,0.7400000000000002,0.10000000000000009,0.94,-0.010000000000000231
2026-05-01,2.86,3.74,-0.38000000000000034,0.03000000000000025,0.7400000000000002,0.10000000000000009
2026-06-01,2.27,3.71,-0.5899999999999999,-0.03000000000000025,-0.38000000000000034,0.03000000000000025
