"inflacion_promedio","inflacion_sd","exp12_promedio","exp12_sd","exp24_promedio","exp24_sd","gap_inf_abs_prom","gap_exp12_abs_prom","gap_exp24_abs_prom","pct_inf_dentro_banda","pct_exp12_dentro_banda","pct_exp24_dentro_banda"
4.03391984674219,1.77064399771291,4.44181818181818,0.80043371953159,4.45075757575758,0.694943982563852,1.26109156391391,0.555050505050505,0.45489898989899,53.5353535353536,87.3737373737374,92.4242424242424
