intento,convergencia,logLik,mensaje
6,0,44.95331425950607,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
3,0,44.95331425950552,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
4,0,44.953314259505504,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
5,0,44.953314259505504,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
1,0,44.95331425950418,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
2,0,44.95331425703312,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
