codigo_modelo,tipo_ajuste,numero_pulsos,log_verosimilitud,AIC,BIC,H_inflacion,H_expectativa,Q_c0,Q_c,correlacion_lambda_con_M3A,RMSE_diferencia_lambda,max_abs_diferencia_lambda,diferencia_lambda_final,correlacion_pi_estrella_con_M3A,JB_expectativas_post_burnin,p_JB_expectativas_post_burnin,p_LB_expectativas_12
M3A_PULSO_2012_09,Pulso individual,1,-102.58683209782261,239.17366419564522,294.7272528997218,0.2859928489642027,0.018219806030127798,0.0021156011232458796,3.3954305294137356e-5,0.9992179952982408,0.02588273400301505,0.053235291302643484,-0.004040020339231565,0.998779764304531,0.7972010022639208,0.6712588149310712,0.713004010166784
M3A_PULSOS_CONJUNTOS,Pulsos conjuntos,1,-102.58683209782261,239.17366419564522,294.7272528997218,0.2859928489642027,0.018219806030127798,0.0021156011232458796,3.3954305294137356e-5,0.9992179952982408,0.02588273400301505,0.053235291302643484,-0.004040020339231565,0.998779764304531,0.7972010022639208,0.6712588149310712,0.713004010166784
