codigo_modelo,fecha,lambda_t,lambda_li_95,lambda_ls_95,pi_estrella_t,c0,c,d
M3B,2022-06-01,0.8769064963456582,0.8271555150469436,0.9266574776443728,4.043712146769343,2.545630956216233,0.08836841325779364,0.2821033553002074
M3B,2022-07-01,0.8764436540825051,0.828332526428088,0.9245547817369223,4.069383618819329,2.5604397266866274,0.08870068616553649,0.2821033553002074
M3B,2022-08-01,0.8776058682381821,0.8308645007570722,0.924347235719292,4.062442373114125,2.5594618202845543,0.08786633652275339,0.2821033553002074
M3B,2022-09-01,0.8784920371820463,0.8326943006327748,0.9242897737313177,4.060633945953388,2.5609057411738805,0.08723015881131611,0.2821033553002074
M3B,2022-10-01,0.8792308251747342,0.8340031760348985,0.9244584743145698,4.061440256899777,2.563568334428599,0.086699785390221,0.2821033553002074
M3B,2022-11-01,0.8803907307257466,0.8355306272950531,0.92525083415644,4.0548902479210565,2.5628104652327095,0.08586709308698051,0.2821033553002074
M3B,2022-12-01,0.8832562388617361,0.8383224374789214,0.9281900402445508,4.020201073186509,2.5491559927931147,0.0838099544107937,0.28210335530020747
M3B,2023-01-01,0.8868310950682429,0.841743038345772,0.9319191517907137,3.973636571927153,2.5298279129056316,0.08124357713485826,0.28210335530020747
M3B,2023-02-01,0.8906075001350642,0.8452665540456045,0.9359484462245239,3.924054928195939,2.5088999891413253,0.07853250860835992,0.28210335530020747
M3B,2023-03-01,0.8927518305412602,0.8467133502757664,0.9387903108067539,3.90125075862886,2.5003254360487004,0.0769931010046241,0.28210335530020747
M3B,2023-04-01,0.8928730291485234,0.8453512929875397,0.940394765309507,3.9106803658418325,2.506709165491841,0.07690609293112753,0.28210335530020747
M3B,2023-05-01,0.8923545214670375,0.8430456463864391,0.941663396547636,3.9313264063101294,2.5184797053742756,0.07727832785591733,0.28210335530020747
M3B,2023-06-01,0.8901538799925353,0.8385408200683204,0.9417669399167501,3.982669471067244,2.545079059921436,0.07885816098664968,0.2821033553002074
M3B,2023-07-01,0.8875049913243173,0.83365301969727,0.9413569629513645,4.044194578504165,2.5767054164792067,0.08075978927374673,0.28210335530020736
M3B,2023-08-01,0.8852456480514623,0.8295698697808607,0.940921426322064,4.095162038654606,2.602536413505935,0.0823817642285543,0.28210335530020736
M3B,2023-09-01,0.8830470065082291,0.8258916199571787,0.9402023930592794,4.1445549592517015,2.6273845948182544,0.083960161615339,0.2821033553002074
M3B,2023-10-01,0.8805854157519827,0.8221896015713145,0.9389812299326509,4.2022718321388854,2.656547306995471,0.08572732935987236,0.28210335530020747
M3B,2023-11-01,0.8789846343072095,0.8194434327449951,0.938525835869424,4.234806671402537,2.6722482127448424,0.08687652498797264,0.28210335530020747
M3B,2023-12-01,0.8784567531918721,0.8176438145585817,0.9392696918251625,4.237191880251995,2.6721475839895215,0.0872554890694738,0.2821033553002074
M3B,2024-01-01,0.8781285321120514,0.8160830722760443,0.9401739919480586,4.233213788902432,2.6686413687279344,0.0874911178813968,0.2821033553002074
M3B,2024-02-01,0.8781130669711178,0.8148405580203443,0.9413855759218913,4.219021056258301,2.65964735048386,0.08750222025418286,0.2821033553002074
M3B,2024-03-01,0.8786843393362571,0.8142416159947294,0.9431270626777848,4.184161160620856,2.6393878518587437,0.08709210574003959,0.28210335530020747
M3B,2024-04-01,0.8792943985830908,0.8138247266846411,0.9447640704815404,4.147797865954493,2.618266287954611,0.08665414625366964,0.28210335530020747
M3B,2024-05-01,0.8795966107988548,0.8132182159047617,0.9459750056929478,4.123960010529415,2.604113543090048,0.08643718911798538,0.28210335530020747
M3B,2024-06-01,0.8796362742950373,0.8124093210789066,0.946863227511168,4.110437904031517,2.5956919228868705,0.08640871482715888,0.28210335530020747
M3B,2024-07-01,0.8794766496998614,0.8112910639801625,0.9476622354195603,4.104002476247865,2.5911577340170355,0.08652330878844727,0.28210335530020747
M3B,2024-08-01,0.8795484031450883,0.8103025479176664,0.9487942583725102,4.0890623918045605,2.581935597036089,0.08647179723087317,0.28210335530020747
M3B,2024-09-01,0.8793373265184636,0.8087707163973584,0.9499039366395688,4.0841284645997,2.5782013199078584,0.08662332843290156,0.28210335530020747
