codigo_modelo,parametro,fecha,estimacion,error_estandar,estadistico_z,p_valor
M3A_PULSO_2012_09,pulso_2012_09,2012-09-01,0.5999095368292874,0.1525526733696464,3.932474754969795,8.407581162747119e-5
M3A_PULSOS_CONJUNTOS,pulso_2012_09,2012-09-01,0.5999095368292874,0.1525526733696464,3.932474754969795,8.407581162747119e-5
