correlacion_trayectorias,diferencia_media,diferencia_absoluta_media,diferencia_absoluta_maxima,fecha_diferencia_maxima,RMSE_trayectorias
0.7937933460207427,0.004919543985720293,0.010773993655202497,0.06356298887110741,2012-02-01,0.016020641197810027
