archivo,rezago_inflacion_modelo,horizonte_expectativa_meses,rezago_pronostico_sorpresa,correlacion_exp12_exp24_contemporaneas,correlacion_regresores_strohsal_original,correlacion_xinflacion_sorpresa,fecha_inicial_muestra_efectiva,fecha_final_muestra_efectiva,observaciones_muestra_efectiva,VIF_aproximado_xinflacion_sorpresa,numero_condicion_regresores_escalados
bd_sample_modelo.csv,1,12,13,0.9201860591542665,0.7712963600678069,0.9316966054081566,2011-02-01,2026-07-01,186,7.579120209135651,5.317999770584353
