modelo,lambda_desanclaje,se_lambda,gamma_sorpresa,se_gamma_sorpresa,parametro_anclaje,anclaje_porcentaje,se_anclaje,anclaje_li_95,anclaje_ls_95,estadistico_Wald_lambda_gamma_cero,grados_libertad_Wald,p_valor_Wald,p_valor_anclaje_igual_a_uno,observaciones,r_squared,adj_r_squared
Constante HAC,0.32922011022396963,0.08150792694184913,-0.16750362470016888,0.06998671186242224,0.6707798897760304,67.07798897760304,0.08150792694184913,0.5110272885154842,0.8305324910365767,23.002124149143313,2,1.0119340395173885e-5,5.3652639344761466e-5,186,0.43157549142515095,0.42536320171395037
