modelo,fecha_inicial,fecha_final,observaciones,anclaje_promedio,anclaje_promedio_porcentaje,anclaje_inicial,anclaje_final,anclaje_minimo,fecha_anclaje_minimo,anclaje_maximo,fecha_anclaje_maximo,porcentaje_meses_A_significativamente_menor_1,porcentaje_meses_A_significativamente_mayor_0,porcentaje_meses_A_fuera_0_1,rho_A,mu_A,delta_sorpresa_por_una_sd,delta_sorpresa_por_un_pp,p_valor_LR_delta,p_valor_Wald_delta_bilateral,p_valor_Wald_delta_menor_cero
TVP con sorpresa en transición,2011-02-01,2026-07-01,186,0.8359988058979101,83.59988058979101,0.5476800686184643,0.8310739328422175,0.5476800686184643,2011-02-01,0.9721480810909866,2023-07-01,100,100,0,0.9508451868931094,0.04262142171436849,0.004163441567675498,0.0021700990287929814,0.3168058323589329,0.1005902614106632,0.9497048692946684
