codigo_modelo,fecha,lambda_t,lambda_li_95,lambda_ls_95,pi_estrella_t,c0_t,c_t,d_t
M2,2023-06-01,0.8873228446579993,0.8353905925295189,0.9392550967864797,3.9906491775264166,2.648563091542792,0.08427931244977771,0.25202839746911576
M2,2023-07-01,0.8853380868057371,0.8315321519731478,0.9391440216383264,4.043284462963715,2.677494294176172,0.08576385487062835,0.2520283982587552
M2,2023-08-01,0.8835902023782424,0.8281869942825261,0.9389934104739587,4.088726320703654,2.7022407723337523,0.08707122270607592,0.25202839894120843
M2,2023-09-01,0.8819074033727329,0.8251458368686508,0.9386689698768149,4.132146166400599,2.725735888434287,0.0883299084956527,0.2520283995918363
M2,2023-10-01,0.8801120738901963,0.8221643022397561,0.9380598455406365,4.179596648356692,2.751423607831119,0.08967276387734127,0.2520284002976978
M2,2023-11-01,0.8788766419986747,0.8198145835717929,0.9379387004255564,4.208731247342693,2.7667137250465452,0.09059683179164271,0.2520284007428909
M2,2023-12-01,0.8783595201528815,0.8181165909590628,0.9386024493467003,4.215360605401624,2.7694412276513987,0.09098362423137728,0.2520284008602373
M2,2024-01-01,0.8780578206578276,0.8166714977207384,0.9394441435949167,4.21431822708914,2.7678053833976795,0.0912092868850821,0.2520284008608139
M2,2024-02-01,0.8780111533079246,0.8154952000215954,0.9405271065942538,4.20395978410249,2.7608556061407197,0.09124419275426347,0.25202840072271276
M2,2024-03-01,0.8783637771128664,0.814762377710396,0.9419651765153368,4.177837049194647,2.744802006913841,0.09098044020843395,0.25202840034867896
M2,2024-04-01,0.8787792260383764,0.8141907795341673,0.9433676725425856,4.148915846148682,2.727090284407073,0.09066969626158439,0.2520283999317738
M2,2024-05-01,0.8790269984323527,0.8135318596798494,0.9445221371848559,4.127663352582477,2.713885947314552,0.09048436958440648,0.2520283996275967
M2,2024-06-01,0.8791134177622628,0.8127503622222684,0.9454764733022573,4.113537239133996,2.704864104608994,0.09041973040440282,0.2520283994249903
M2,2024-07-01,0.8790660209713649,0.8117637536279994,0.9463682883147304,4.104752174866687,2.698941950200877,0.09045518187341946,0.2520283992970972
M2,2024-08-01,0.8791475446543908,0.8108364332453466,0.947458656063435,4.090648541424801,2.689918017489611,0.09039420449829089,0.2520283990938782
M2,2024-09-01,0.8790639176927314,0.809581975583781,0.9485458598016818,4.083100747041306,2.684699358533372,0.090456755103944,0.2520283989842187
M2,2024-10-01,0.8789603463498867,0.8082604630583698,0.9496602296414036,4.076504641690847,2.6800465212974713,0.09053422353868085,0.2520283988882999
M2,2024-11-01,0.8790748185915968,0.8072201332650638,0.9509295039181297,4.055209260088244,2.666393357643797,0.09044860159046708,0.2520283985765293
M2,2024-12-01,0.8790409705987821,0.8061275929213801,0.951954348276184,4.051537419774641,2.663876464207652,0.09047391893334503,0.25202839853116343
M2,2025-01-01,0.8794215714084769,0.8055158396318673,0.9533273031850864,4.012899533062511,2.639614531702716,0.09018924039963937,0.25202839800501553
