radio_espectral,VAR_estable,raiz_1_real,raiz_1_imaginaria,raiz_2_real,raiz_2_imaginaria
0.9290416084124039,TRUE,0.9290165345480543,0.006825591390507122,0.9290165345480543,-0.006825591390507122
