fecha,exp_inf_12m,exp_inf_24m,infl_gt,d_exp24,d_exp24_lag1,exp12_lag1,shock_inf,beta_t,se_beta_t,beta_li_95,beta_ls_95,indice_anclaje,beta_constante,beta_constante_li_95,beta_constante_ls_95,diferencia_tvp_menos_constante,residuo_estandarizado_constante,residuo_estandarizado_tvp
2016-02-01,3.94,4.09,4.27,0.29000000000000004,0.1499999999999999,3.62,0.6499999999999995,0.10197737906312027,0.027427913686089826,0.04821965606731098,0.15573510205892954,-0.10197737906312027,0.04013623889524371,0.021377784952703996,0.058894692837783424,NA,1.0940990742250114,1.1487125469987878
2016-03-01,3.99,3.99,4.26,-0.09999999999999964,0.29000000000000004,3.94,0.31999999999999984,0.10126354020890832,0.027565550086633032,0.04723605482507262,0.15529102559274402,-0.10126354020890832,0.04013623889524371,0.021377784952703996,0.058894692837783424,NA,-0.5943751221981229,-0.6232086143611729
2016-04-01,4.18,4.19,4.09,0.20000000000000018,-0.09999999999999964,3.99,0.09999999999999964,0.10057753582262313,0.027684165331934504,0.046317568829979165,0.1548375028152671,-0.10057753582262313,0.04013623889524371,0.021377784952703996,0.058894692837783424,NA,0.5542992557026176,0.5810256248722215
2016-05-01,4.15,4.16,4.36,-0.03000000000000025,0.20000000000000018,4.18,0.1800000000000006,0.09986979228101157,0.027780082095207357,0.04542183188683916,0.154317752675184,-0.09986979228101157,0.04013623889524371,0.021377784952703996,0.058894692837783424,NA,-0.24777430105610052,-0.2591041567448319
2016-06-01,4.33,4.39,4.43,0.22999999999999954,-0.03000000000000025,4.15,0.27999999999999936,0.09916230420489841,0.027854394566370663,0.04456869404364375,0.15375591436615307,-0.09916230420489841,0.04013623889524371,0.021377784952703996,0.058894692837783424,NA,0.6917453066992533,0.723139444620415
2016-07-01,4.28,4.41,4.62,0.020000000000000462,0.22999999999999954,4.33,0.29000000000000004,0.09837926580226104,0.02791023293718945,0.043676214445246164,0.15308231715927592,-0.09837926580226104,0.04013623889524371,0.021377784952703996,0.058894692837783424,NA,-0.01882990405894668,-0.021457761366030108
2016-08-01,4.4,4.45,4.74,0.040000000000000036,0.020000000000000462,4.28,0.45999999999999996,0.09757499519677378,0.0279471888555934,0.04279951157067156,0.152350478822876,-0.09757499519677378,0.04013623889524371,0.021377784952703996,0.058894692837783424,NA,-0.4346186497679956,-0.4587768688881657
2016-09-01,4.43,4.42,4.56,-0.03000000000000025,0.040000000000000036,4.4,0.15999999999999925,0.09678095183318322,0.027972254009657336,0.041956341407848735,0.1516055622585177,-0.09678095183318322,0.04013623889524371,0.021377784952703996,0.058894692837783424,NA,-0.5273528062471952,-0.5523014350240133
2016-10-01,4.42,4.43,4.76,0.009999999999999787,-0.03000000000000025,4.43,0.33000000000000007,0.0959988408863048,0.02797596512704731,0.04116695680454357,0.15083072496806602,-0.0959988408863048,0.04013623889524371,0.021377784952703996,0.058894692837783424,NA,-0.5546058159464746,-0.5803791636720507
2016-11-01,4.67,4.6,4.67,0.16999999999999993,0.009999999999999787,4.42,0.25,0.09524046230363466,0.027962895540608372,0.04043419414058658,0.15004673046668274,-0.09524046230363466,0.04013623889524371,0.021377784952703996,0.058894692837783424,NA,0.48643738501786704,0.5112610070353945
2016-12-01,4.68,4.66,4.23,0.0600000000000005,0.16999999999999993,4.67,-0.4399999999999995,0.09443120191517432,0.027930459844842614,0.03968850654764062,0.14917389728270802,-0.09443120191517432,0.04013623889524371,0.021377784952703996,0.058894692837783424,NA,0.7103117578423024,0.7434330812690583
2017-01-01,4.42,4.4,3.83,-0.2599999999999998,0.0600000000000005,4.68,-0.8499999999999996,0.09371537916519443,0.027881370291830642,0.039068897553581367,0.1483618607768075,-0.09371537916519443,0.04013623889524371,0.021377784952703996,0.058894692837783424,NA,-0.961516435719302,-1.0029166475104294
2017-02-01,4.4,4.46,3.96,0.05999999999999961,-0.2599999999999998,4.42,-0.45999999999999996,0.09276939612297547,0.027835742890300535,0.038212342575069565,0.14732644967088138,-0.09276939612297547,0.04013623889524371,0.021377784952703996,0.058894692837783424,NA,-0.07047343604769962,-0.06404827815989238
2017-03-01,4.22,4.28,4,-0.17999999999999972,0.05999999999999961,4.4,-0.40000000000000036,0.09182674402013843,0.02777220200896213,0.03739422831120174,0.14625925972907514,-0.09182674402013843,0.04013623889524371,0.021377784952703996,0.058894692837783424,NA,-0.8621796522886207,-0.8903981002867553
2017-04-01,4.38,4.51,4.09,0.22999999999999954,-0.17999999999999972,4.22,-0.1299999999999999,0.09079841335672914,0.02769005195995525,0.036526908785174124,0.14506991792828416,-0.09079841335672914,0.04013623889524371,0.021377784952703996,0.058894692837783424,NA,0.7684046343915558,0.8101875888812661
2017-05-01,4.2,4.17,3.93,-0.33999999999999986,0.22999999999999954,4.38,-0.44999999999999973,0.08980363079988916,0.02758396579751869,0.035740051285967876,0.14386721031381045,-0.08980363079988916,0.04013623889524371,0.021377784952703996,0.058894692837783424,NA,-1.3789022446307595,-1.4220588345990484
2017-06-01,4.17,4.26,4.36,0.08999999999999986,-0.33999999999999986,4.2,0.16000000000000014,0.08864189817215344,0.027461038013542622,0.03481925268752457,0.14246454365678232,-0.08864189817215344,0.04013623889524371,0.021377784952703996,0.058894692837783424,NA,-0.5644650669408932,-0.601276823939284
2017-07-01,4.33,4.48,5.22,0.22000000000000064,0.08999999999999986,4.17,1.0499999999999998,0.08749172203467863,0.02731600302559364,0.03395333990292796,0.1410301041664293,-0.08749172203467863,0.04013623889524371,0.021377784952703996,0.058894692837783424,NA,0.2882834800055598,0.24322547531200736
2017-08-01,4.48,4.51,4.72,0.02999999999999936,0.22000000000000064,4.33,0.3899999999999997,0.08611637307415859,0.027196317248652818,0.03281257075467363,0.13942017539364354,-0.08611637307415859,0.04013623889524371,0.021377784952703996,0.058894692837783424,NA,0.004157837538454139,-0.014886899588591428
2017-09-01,4.6,4.75,4.36,0.2400000000000002,0.02999999999999936,4.48,-0.1200000000000001,0.08471140326251811,0.02705890559706035,0.03167692283121055,0.13774588369382568,-0.08471140326251811,0.04013623889524371,0.021377784952703996,0.058894692837783424,NA,1.2232516364049077,1.293160517244021
2017-10-01,4.5,4.53,4.2,-0.21999999999999975,0.2400000000000002,4.6,-0.39999999999999947,0.08335105367753454,0.026895987478478375,0.030635886891076672,0.13606622046399242,-0.08335105367753454,0.04013623889524371,0.021377784952703996,0.058894692837783424,NA,-0.7237835845117265,-0.7294567603825165
2017-11-01,4.49,4.63,4.69,0.09999999999999964,-0.21999999999999975,4.5,0.1900000000000004,0.08191316903209558,0.026712469753431306,0.029557690377254697,0.13426864768693647,-0.08191316903209558,0.04013623889524371,0.021377784952703996,0.058894692837783424,NA,-0.30977413992084507,-0.3347899591814759
2017-12-01,4.53,4.56,5.68,-0.07000000000000028,0.09999999999999964,4.49,1.1899999999999995,0.08047554138149875,0.026505035785878994,0.028526625832230645,0.13242445693076685,-0.08047554138149875,0.04013623889524371,0.021377784952703996,0.058894692837783424,NA,-1.4067444070032713,-1.502981347087752
2018-01-01,4.88,4.71,4.71,0.15000000000000036,-0.07000000000000028,4.53,0.17999999999999972,0.07931076947312717,0.026332357726168546,0.027700296701811795,0.13092124224444254,-0.07931076947312717,0.04013623889524371,0.021377784952703996,0.058894692837783424,NA,0.3253022408656003,0.34365422336362383
