beta_constante,beta_constante_p_valor,beta_tvp_inicial,beta_tvp_final,cambio_total_beta_tvp,reduccion_porcentual_desde_inicio,beta_tvp_maximo,fecha_beta_tvp_maximo,beta_tvp_minimo,fecha_beta_tvp_minimo,porcentaje_beta_positivo,porcentaje_beta_significativo_positivo,porcentaje_intervalo_incluye_cero,Q_beta,Q_beta_sobre_H
0.04013623889524371,2.745535474885792e-5,0.11958744213283007,0.017643926071856778,-0.1019435160609733,85.24600429846217,0.12108661342811375,2011-12-01,0.00910132203101314,2023-03-01,100,74.73118279569893,25.268817204301076,4.393196240432943e-5,0.0015262046451662186
