parametro,estimacion,error_estandar,limite_inferior_95,limite_superior_95,estadistico_z,p_valor,significativo_5pct
alpha,0.0159864037784683,0.014681546797638194,-0.012788899182241919,0.04476170673917852,1.0888773505145941,0.2762079754777831,FALSE
rho,-0.3151652170551871,0.0667156074699034,-0.4459254049029091,-0.18440502920746504,-4.724010302946933,2.3123869376914944e-6,TRUE
