rezagos_VAR,c0,suma_c,suma_d,denominador_1_menos_suma_d,denominador_ancla,lambda,lambda_se,lambda_li_95,lambda_ls_95,lambda_fuera_0_1,pi_estrella,pi_estrella_se,pi_estrella_li_95,pi_estrella_ls_95,meta_promedio_muestra,brecha_pi_estrella_meta_promedio
4,0.14750315313611256,0.016198088350450317,0.9485614812665867,0.05143851873341332,0.035240430382963,0.685098079235155,0.17216676542789308,0.3476574196617289,1.022538738808581,FALSE,NA,0.36511771668182497,NA,NA,4.1515151515151505,NA
