fecha_inicial,fecha_final,observaciones,alpha_estimado,rho_estimado,rho_estable,beta_constante_comparador,beta_inicial,beta_final,cambio_beta,beta_promedio,beta_minimo,fecha_beta_minimo,beta_maximo,fecha_beta_maximo,porcentaje_meses_beta_significativo_positivo,porcentaje_meses_beta_significativo_negativo,porcentaje_meses_beta_no_distinto_cero,porcentaje_meses_sensibilidad_baja_descriptiva,umbral_sensibilidad_baja,H,Q_beta,Q_beta_sobre_H
2011-02-01,2026-07-01,186,-0.007628904176690054,-0.2690252463611188,TRUE,0.016735766349323212,0.025039076628445282,0.012876080717692912,-0.01216299591075237,0.019383938182011444,0.01276667163405749,2025-12-01,0.02510616781720086,2011-09-01,63.44086021505376,0,36.55913978494624,100,0.05,0.033755747628057664,2.003095893625453e-6,5.934088368288684e-5
