fecha,exp_inf_12m,exp_inf_24m,infl_gt,d_exp24,d_exp24_lag1,error_pronostico_12m_t,inflacion_realizada_t_1,expectativa_12m_correspondiente_t_13,sorpresa_inflacionaria,alpha,se_alpha,alpha_li_95,alpha_ls_95,rho,se_rho,rho_li_95,rho_ls_95,beta_t,se_beta_t,beta_li_95,beta_ls_95,sensibilidad_absoluta_t,beta_significativamente_positivo,beta_significativamente_negativo,beta_no_distinto_cero,sensibilidad_baja_descriptiva,ajustado_constante,ajustado_tvp,residuo_tvp,residuo_estandarizado
2014-04-01,4.51,4.66,3.27,0.1200000000000001,-0.13999999999999968,-1.5799999999999996,3.25,4.59,-1.3399999999999999,-0.007628904176690079,0.014147265757679708,-0.03535703554145906,0.020099227188078904,-0.26902524636111874,0.07173708750344521,-0.4096273542236697,-0.1284231384985678,0.02411656743329694,0.010898868175922309,0.002755178336239464,0.04547795653035441,0.02411656743329694,TRUE,FALSE,FALSE,TRUE,0.004989234338589842,-0.0022815700467514327,0.12228157004675154,0.7454220501376956
2014-05-01,4.19,4.28,3.22,-0.3799999999999999,0.1200000000000001,-1.4899999999999998,3.27,4.85,-1.5799999999999996,-0.007628904176690078,0.01414726575767971,-0.03535703554145907,0.020099227188078907,-0.26902524636111874,0.07173708750344521,-0.4096273542236697,-0.1284231384985678,0.02410781538876393,0.010870925883031205,0.002801192179418488,0.04541443859810937,0.02410781538876393,TRUE,FALSE,FALSE,TRUE,-0.06766690940939209,-0.07800228205427136,-0.30199771794572855,-1.5049598770012211
2014-06-01,4.24,4.36,3.13,0.08000000000000007,-0.3799999999999999,-1.7400000000000002,3.22,4.71,-1.4899999999999998,-0.007628904176690077,0.01414726575767971,-0.03535703554145906,0.020099227188078907,-0.26902524636111874,0.07173708750344521,-0.4096273542236697,-0.1284231384985678,0.024070748462134993,0.010843532996453997,0.0028178143239134708,0.04532368260035652,0.024070748462134993,TRUE,FALSE,FALSE,TRUE,0.06583846307001703,0.05873527423195389,0.02126472576804618,0.1632512636303737
2014-07-01,4.24,4.41,3.41,0.04999999999999982,0.08000000000000007,-1.4699999999999998,3.13,4.87,-1.7400000000000002,-0.0076289041766900816,0.014147265757679713,-0.035357035541459074,0.02009922718807891,-0.26902524636111874,0.07173708750344521,-0.4096273542236697,-0.1284231384985678,0.0240355617182574,0.010816090958814487,0.0028364129854717077,0.04523471045104309,0.0240355617182574,TRUE,FALSE,FALSE,TRUE,-0.059784699744646196,-0.07097280127534748,0.1209728012753473,0.8001927577966557
2014-08-01,4.09,4.06,3.7,-0.35000000000000053,0.04999999999999982,-1.1499999999999995,3.41,4.88,-1.4699999999999998,-0.007628904176690079,0.01414726575767971,-0.03535703554145907,0.020099227188078907,-0.2690252463611187,0.07173708750344521,-0.40962735422366964,-0.12842313849856773,0.024012865795676745,0.010789455577630058,0.002865921450727029,0.045159810140626463,0.024012865795676745,TRUE,FALSE,FALSE,TRUE,-0.04734609361985066,-0.056379079214390775,-0.29362092078560975,-1.4525835813262606
2014-09-01,4.24,4.13,3.45,0.07000000000000028,-0.35000000000000053,-1.3899999999999997,3.7,4.85,-1.1499999999999995,-0.007628904176690074,0.014147265757679712,-0.03535703554145906,0.020099227188078914,-0.2690252463611187,0.07173708750344521,-0.40962735422366964,-0.12842313849856773,0.023964556997482504,0.010763079241375807,0.0028693093216352397,0.04505980467332977,0.023964556997482504,TRUE,FALSE,FALSE,TRUE,0.06360867441830889,0.05897069150259674,0.011029308497403544,0.12110462398105226
2014-10-01,4.08,4.17,3.64,0.040000000000000036,0.07000000000000028,-1.0799999999999996,3.45,4.84,-1.3899999999999997,-0.007628904176690069,0.01414726575767971,-0.03535703554145905,0.020099227188078918,-0.2690252463611188,0.07173708750344522,-0.4096273542236698,-0.12842313849856782,0.023917000861537807,0.01073621088029553,0.0028744142057315035,0.04495958751734411,0.023917000861537807,TRUE,FALSE,FALSE,TRUE,-0.05128719845222372,-0.059705302619506004,0.09970530261950604,0.7043109291991502
2014-11-01,4.16,4.16,3.38,-0.009999999999999787,0.040000000000000036,-1.3100000000000005,3.64,4.72,-1.0799999999999996,-0.007628904176690068,0.014147265757679712,-0.03535703554145905,0.02009922718807892,-0.26902524636111874,0.07173708750344521,-0.4096273542236697,-0.1284231384985678,0.023877668800656896,0.010709466497774253,0.0028875001713810564,0.044867837429932736,0.023877668800656896,TRUE,FALSE,FALSE,TRUE,-0.03817916167345525,-0.04417779633584427,0.03417779633584448,0.32614221418556244
2014-12-01,4.2,4.21,2.95,0.04999999999999982,-0.009999999999999787,-2.1399999999999997,3.38,4.69,-1.3100000000000005,-0.00762890417669007,0.014147265757679717,-0.03535703554145907,0.020099227188078928,-0.26902524636111885,0.07173708750344522,-0.4096273542236698,-0.12842313849856787,0.023840527131663836,0.010682383230498275,0.0029034407308325856,0.044777613532495084,0.023840527131663836,TRUE,FALSE,FALSE,TRUE,-0.028828472583002654,-0.03616974225555858,0.0861697422555584,0.5848302341519156
2015-01-01,3.75,3.89,2.32,-0.31999999999999984,0.04999999999999982,-2.4100000000000006,2.95,5.09,-2.1399999999999997,-0.0076289041766900685,0.014147265757679718,-0.035357035541459074,0.020099227188078935,-0.2690252463611188,0.07173708750344522,-0.4096273542236698,-0.12842313849856782,0.02381008400180512,0.01065522292632911,0.00292623081895459,0.044693937184655655,0.02381008400180512,TRUE,FALSE,FALSE,TRUE,-0.058559057073897205,-0.07203374625860891,-0.24796625374139092,-1.2056972046192524
2015-02-01,3.79,4.07,2.44,0.18000000000000016,-0.31999999999999984,-2.1199999999999997,2.32,4.73,-2.4100000000000006,-0.007628904176690072,0.014147265757679717,-0.035357035541459074,0.020099227188078928,-0.26902524636111885,0.07173708750344522,-0.4096273542236698,-0.12842313849856787,0.02374815176357843,0.010629688881238856,0.0029143443894844197,0.04458195913767245,0.02374815176357843,TRUE,FALSE,FALSE,TRUE,0.03460165960768325,0.021226128908643893,0.15877387109135627,0.9090834640248864
2015-03-01,3.82,4.11,2.43,0.040000000000000036,0.18000000000000016,-2.03,2.44,4.56,-2.1199999999999997,-0.007628904176690069,0.01414726575767971,-0.03535703554145905,0.020099227188078918,-0.26902524636111885,0.07173708750344523,-0.40962735422366986,-0.12842313849856785,0.023708926019529054,0.010605984267604049,0.002921578834426699,0.04449627320463141,0.023708926019529054,TRUE,FALSE,FALSE,TRUE,-0.09254412165898304,-0.1063163716830931,0.14631637168309314,0.9522620672227545
2015-04-01,3.62,3.82,2.58,-0.2900000000000005,0.040000000000000036,-1.9299999999999997,2.43,4.46,-2.03,-0.0076289041766900685,0.014147265757679705,-0.035357035541459046,0.020099227188078907,-0.2690252463611188,0.07173708750344522,-0.4096273542236698,-0.12842313849856782,0.023688107266200735,0.010583995151544123,0.0029438579566277052,0.04443235657577377,0.023688107266200735,TRUE,FALSE,FALSE,TRUE,-0.054078139705312306,-0.06647677178152231,-0.22352322821847817,-1.1011421056836743
2015-05-01,3.46,3.57,2.55,-0.25,-0.2900000000000005,-1.6400000000000006,2.58,4.51,-1.9299999999999997,-0.0076289041766900625,0.014147265757679712,-0.03535703554145905,0.020099227188078925,-0.2690252463611188,0.07173708750344523,-0.4096273542236698,-0.1284231384985678,0.023640362459123553,0.010563325272661942,0.0029366253677244047,0.0443440995505227,0.023640362459123553,TRUE,FALSE,FALSE,TRUE,0.03471487824488037,0.024762517721926072,-0.27476251772192606,-1.4241350411447689
2015-06-01,3.25,3.67,2.39,0.10000000000000009,-0.25,-1.85,2.55,4.19,-1.6400000000000006,-0.00762890417669006,0.014147265757679706,-0.03535703554145904,0.020099227188078918,-0.26902524636111874,0.07173708750344522,-0.4096273542236697,-0.12842313849856776,0.023561149676379584,0.010543369226991171,0.0028965257157689828,0.044225773636990186,0.023561149676379584,TRUE,FALSE,FALSE,TRUE,0.02900831820554636,0.020987121944327093,0.079012878055673,0.529819570055836
