fecha,exp_inf_12m,exp_inf_24m,infl_gt,d_exp24,d_exp24_lag1,sorpresa_inflacionaria,beta_t,ajustado_tvp,residuo_tvp,residuo_estandarizado
2012-06-01,4.89,5.11,3.47,-0.16999999999999993,-0.2599999999999998,-2.06,0.024755953335005996,0.011320396007088368,-0.1813203960070883,0.22165784589645912
2012-07-01,4.71,4.9,2.86,-0.20999999999999996,-0.16999999999999993,-2.9099999999999997,0.02467098433191052,-0.03368717670115953,-0.17631282329884043,0.40703775904411926
2012-08-01,4.44,4.55,2.71,-0.35000000000000053,-0.20999999999999996,-3.1,0.02455556928288405,-0.0272558672177957,-0.3227441327822048,-0.33931213416915473
2012-09-01,4.91,5.17,3.28,0.6200000000000001,-0.35000000000000053,-3.62,0.024380783275525005,-0.0017285034076989086,0.621728503407699,4.367928179234206
2012-10-01,4.7,4.76,3.35,-0.41000000000000014,0.6200000000000001,-3.4100000000000006,0.024339553254233013,-0.25742243351751837,-0.15257756648248177,-0.2654121677336946
2012-11-01,4.48,4.82,3.11,0.0600000000000005,-0.41000000000000014,-3.3400000000000003,0.024267448794138897,0.021618167858944673,0.038381832141055824,0.5598122485888571
2012-12-01,4.65,4.93,3.45,0.10999999999999943,0.0600000000000005,-3.7399999999999998,0.024202951557579087,-0.11428945778370314,0.22428945778370257,1.5232634099528704
