fecha,lambda_base,pi_base,lambda_sel,pi_sel,dif_lambda,dif_pi
2018-11-01,0.8443684261830413,4.456028486458611,0.8443682790223647,4.456028568987393,-1.4716067664455323e-7,8.252878203052205e-8
2018-12-01,0.8455731120826802,4.44276428837299,0.8455729614872413,4.442764335684134,-1.5059543889694993e-7,4.731114433553785e-8
2019-01-01,0.8473500334163276,4.40049116582288,0.8473498692676016,4.400491372814477,-1.6414872605619024e-7,2.0699159719583804e-7
2019-02-01,0.848718036732796,4.385843559854706,0.8487178645881907,4.385843861841637,-1.721446053482012e-7,3.019869305731504e-7
2019-03-01,0.8498312097547207,4.381442371875777,0.8498310349980452,4.38144266182722,-1.7475667546396068e-7,2.8995144329968525e-7
2019-04-01,0.8508512243947012,4.380515449633143,0.8508510481367993,4.38051572286338,-1.7625790182940193e-7,2.732302366581507e-7
2019-05-01,0.8514243719570485,4.397185817597369,0.8514242000223832,4.397186032301676,-1.7193466528286905e-7,2.1470430677794639e-7
2019-06-01,0.8517448302927916,4.422733857308827,0.8517446665376738,4.422733970534557,-1.6375511779909147e-7,1.1322573012506609e-7
2019-07-01,0.8513910747958398,4.472983853347323,0.8513909297410792,4.472983737859324,-1.4505476053638944e-7,-1.1548799871974325e-7
2019-08-01,0.8522506675079956,4.480788645198696,0.8522505239142901,4.480788462448815,-1.435937054816705e-7,-1.8274988100586143e-7
2019-09-01,0.8534307200837774,4.476449426771064,0.8534305726142319,4.476449251364251,-1.4746954546396296e-7,-1.7540681351846388e-7
2019-10-01,0.854711874315353,4.466817169876685,0.8547117212253145,4.466817034981676,-1.5309003853491987e-7,-1.348950089408163e-7
2019-11-01,0.8563037510552982,4.4310963279065545,0.8563035877817113,4.431096317482206,-1.6327358687284743e-7,-1.0424348495519098e-8
2019-12-01,0.8584476854770919,4.356664516512944,0.8584475039083614,4.356664758948276,-1.8156873049512967e-7,2.4243533225387637e-7
2020-01-01,0.8601094694675064,4.308335643019245,0.8601092769337753,4.3083360291583395,-1.9253373118033323e-7,3.8613909403295565e-7
2020-02-01,0.8613766658989013,4.278471111984207,0.8613764685248687,4.278471556990626,-1.973740325622586e-7,4.4500641838141064e-7
2020-03-01,0.8621647880817762,4.288994283189816,0.8621645931344214,4.288994640546865,-1.94947354814623e-7,3.5735704884132247e-7
2020-04-01,0.8632914480239019,4.259377570938259,0.863291250704123,4.259377938380726,-1.9731977884962504e-7,3.6744246667552716e-7
2020-05-01,0.8645499631499018,4.218720983928788,0.8645497615458795,4.21872139399406,-2.0160402236513164e-7,4.100652724048359e-7
2020-06-01,0.8659803621265647,4.164522188104415,0.865980153530467,4.164522697938155,-2.0859609772827525e-7,5.098337396702846e-7
2020-07-01,0.8670040175218942,4.144105905871106,0.8670038081429644,4.14410639034395,-2.0937892974970396e-7,4.844728440644985e-7
2020-08-01,0.8681431525980439,4.116425126010861,0.8681429411811115,4.116425581519428,-2.114169324052284e-7,4.5550856686560337e-7
2020-09-01,0.8691517659108055,4.095768001274627,0.8691515542844825,4.095768408301458,-2.1162632291016337e-7,4.0702683090643177e-7
2020-10-01,0.869487268288681,4.100768069783771,0.8694870665781136,4.10076831925467,-2.0171056736018045e-7,2.4947089904969744e-7
2020-11-01,0.8696977315710949,4.109870311182236,0.8696975412349778,4.10987039836073,-1.9033611708962894e-7,8.717849375727837e-8
2020-12-01,0.8702336001254128,4.108917701880825,0.8702334147258836,4.108917721073275,-1.853995292844246e-7,1.9192449407512413e-8
2021-01-01,0.870521552984898,4.115475255913306,0.8705213742718435,4.115475231912459,-1.7871305446615082e-7,-2.400084664344604e-8
2021-02-01,0.8697705965213534,4.1570696976021,0.8697704397441771,4.157069484122642,-1.5677717624118515e-7,-2.1347945811101e-7
2021-03-01,0.8705418430709981,4.150839068815467,0.8705416861352284,4.15083886341439,-1.569357697128737e-7,-2.054010765917269e-7
2021-04-01,0.8706590355498725,4.162949275246162,0.8706588878680964,4.162948999923718,-1.476817760304172e-7,-2.7532244395445105e-7
2021-05-01,0.8710236001592103,4.167960292854406,0.8710234582368253,4.1679599755391745,-1.419223850662732e-7,-3.17315231868065e-7
2021-06-01,0.8723829616669704,4.1415572849690445,0.8723828095101921,4.141557105305463,-1.5215677828805951e-07,-1.7966358178966857e-7
2021-07-01,0.8728997791208379,4.141898445421544,0.8728996285728033,4.141898304807443,-1.5054803459424448e-7,-1.4061410169574629e-7
2021-08-01,0.8732464882585211,4.149101004396569,0.8732463419711074,4.149100869699366,-1.4628741373812204e-7,-1.346972036131433e-7
2021-09-01,0.8738392943761708,4.146167361051458,0.8738391493274471,4.146167247282415,-1.4504872369869304e-7,-1.1376904307525137e-7
2021-10-01,0.8752663915966864,4.10728743055629,0.8752662348988732,4.107287502165639,-1.5669781316951514e-7,7.160934956118581e-8
2021-11-01,0.875120239936308,4.13538136331218,0.8751200956268269,4.135381324176672,-1.4430948114263487e-7,-3.913550816747602e-8
