fecha_inicial,fecha_final,observaciones,lambda_promedio,lambda_inicial,lambda_final,lambda_minimo,fecha_lambda_minimo,lambda_maximo,fecha_lambda_maximo,porcentaje_lambda_fuera_0_1,porcentaje_lambda_significativamente_menor_1,pi_estrella_promedio,pi_estrella_inicial,pi_estrella_final,MAE_pi_estrella_meta,RMSE_pi_estrella_meta,porcentaje_ancla_dentro_banda_meta,c0_promedio,c_promedio,d_estimado
2010-02-01,2026-06-01,197,0.8287566868570257,0.7534867342445428,0.8813553533516917,0.7525401038870659,2010-03-01,0.8894481729563313,2023-04-01,0,100,4.566295711869789,6.391604260115005,3.851429264159509,0.4550553283270226,0.6081768735822837,85.27918781725889,2.8106800536667924,0.12808577411034738,0.2520246673608437
