fecha,inflacion,expectativa,meta_inflacion,a0_t,a_t,b_t,c0_t,c_t,d_t,lambda_t,lambda_se,pi_estrella_t,pi_estrella_se,denominador_1_menos_d,denominador_ancla,codigo_modelo,lambda_li_95,lambda_ls_95,pi_estrella_li_95,pi_estrella_ls_95,lambda_fuera_0_1,lambda_significativamente_menor_1,lambda_no_distinta_de_1,brecha_ancla_meta,ancla_dentro_banda_meta
2010-02-01,2.48,4.25,5,0.2961636298995374,0.9455722819098823,-0.0161308768504973,3.602240989623093,0.1843858419534021,0.2520246673608467,0.7534867342445428,0.0463857445394838,6.391604260115005,0.2761634577465151,0.7479753326391533,0.5635894906857511,M3,0.6625723455510791,0.8444011229380065,5.850333829085787,6.932874691144224,FALSE,TRUE,FALSE,1.3916042601150052,FALSE
2010-03-01,3.93,6.26,5,0.29616362989953743,0.9455722819098825,-0.016130876850497335,3.6598896232959164,0.1850938981099222,0.2520246673608466,0.7525401038870659,0.04582105088817655,6.502061355704304,0.26037068002285346,0.7479753326391534,0.5628814345292312,M3,0.6627324944124628,0.842347713361669,5.991744200229308,7.012378511179299,FALSE,TRUE,FALSE,1.5020613557043037,FALSE
2010-04-01,3.75,5.81,5,0.296163629899532,0.9455722819098819,-0.016130876850495593,3.6085674470848486,0.18348079731886868,0.2520246673608453,0.7546967268673481,0.04525010721075604,6.392564004250988,0.23144494091651158,0.7479753326391547,0.564494535320286,M3,0.6660081464376901,0.8433853072970061,5.938940255650625,6.8461877528513515,FALSE,TRUE,FALSE,1.3925640042509881,FALSE
2010-05-01,3.51,5.7,5,0.2961636298995325,0.9455722819098796,-0.01613087685048953,3.567156918012413,0.18220226193161862,0.2520246673608444,0.7564060551452462,0.044739446730310474,6.304925247770179,0.21294474141359337,0.7479753326391556,0.565773070707537,M3,0.6687183508655894,0.844093759424903,5.887561223902342,6.722289271638017,FALSE,TRUE,FALSE,1.3049252477701794,FALSE
2010-06-01,4.07,5.45,5,0.29616362989955564,0.9455722819098835,-0.016130876850496634,3.5272413352947445,0.18097187690270697,0.25202466736084617,0.7580510091634087,0.04424752736629991,6.220846274584733,0.19864833616763172,0.7479753326391538,0.5670034557364468,M3,0.6713274491205105,0.844774569206307,5.831502690107369,6.610189859062096,FALSE,TRUE,FALSE,1.2208462745847326,FALSE
2010-07-01,4.12,5.11,5,0.29616362989951506,0.9455722819098602,-0.016130876850475317,3.5024998902360043,0.18019895256663213,0.2520246673608453,0.7590843645460627,0.043711073672939846,6.168801685249088,0.18635815881564033,0.7479753326391547,0.5677763800725226,M3,0.6734122344215236,0.8447564946706017,5.803546405745237,6.5340569647529385,FALSE,TRUE,FALSE,1.168801685249088,FALSE
2010-08-01,4.1,5.57,5,0.2961636298994765,0.9455722819098425,-0.016130876850457554,3.528624065904064,0.18120414961576778,0.25202466736084395,0.7577404739051927,0.04318090441833062,6.225835348722119,0.18121748462359105,0.747975332639156,0.5667711830233882,M3,0.6731074564253983,0.8423734913849872,5.870655605490939,6.581015091953298,FALSE,TRUE,FALSE,1.2258353487221187,FALSE
2010-09-01,3.76,5.68,5,0.2961636298994733,0.9455722819098432,-0.016130876850457554,3.5540385090405713,0.18218423158434482,0.2520246673608444,0.7564301606825373,0.04268309484772443,6.28153836710181,0.1770262535850151,0.7479753326391556,0.5657911010548108,M3,0.6727728320322903,0.8400874893327843,5.934573285757126,6.6285034484464935,FALSE,TRUE,FALSE,1.2815383671018097,FALSE
2010-10-01,4.51,5.89,5,0.2961636298994799,0.9455722819098435,-0.01613087685045933,3.581975767822066,0.18325315426269057,0.2520246673608444,0.7550010725405873,0.04217098032658221,6.342899048378061,0.17300031542627767,0.7479753326391556,0.5647221783764651,M3,0.6723474699077391,0.8376546751734356,6.003824660828488,6.681973435927634,FALSE,TRUE,FALSE,1.3428990483780607,FALSE
2010-11-01,5.25,6.22,5,0.2961636298994898,0.9455722819098457,-0.01613087685045933,3.5908179748320985,0.18370540905504865,0.2520246673608443,0.7543964338946011,0.04157853033672189,6.363652969529343,0.16466599849176966,0.7479753326391557,0.5642699235841071,M3,0.6729040119045202,0.835888855884682,6.0409135430071474,6.686392396051539,FALSE,TRUE,FALSE,1.3636529695293431,FALSE
2010-12-01,5.39,6.2,5,0.29616362989949513,0.9455722819098463,-0.016130876850461107,3.5674523398648996,0.18291004819155973,0.2520246673608446,0.7554597856239722,0.04098849533259885,6.313345445300925,0.15411589737598297,0.7479753326391554,0.5650652844475956,M3,0.6751238109915904,0.835795760256354,6.011283836998928,6.615407053602922,FALSE,TRUE,FALSE,1.313345445300925,FALSE
2011-01-01,4.9,5.85,5,0.29616362989950107,0.9455722819098474,-0.01613087685046466,3.5334259836774335,0.18163397137232293,0.2520246673608446,0.7571658269378405,0.040477605130050026,6.239039253240512,0.14600725746673965,0.7479753326391554,0.5663413612668324,M3,0.6778311787025088,0.8365004751731723,5.952870287124235,6.525208219356789,FALSE,TRUE,FALSE,1.2390392532405121,FALSE
2011-02-01,5.24,5.81,5,0.29616362989951517,0.9455722819098513,-0.016130876850468212,3.5223132122872203,0.18141867242513143,0.25202466736084445,0.7574536692473348,0.040016520600989376,6.217053755853158,0.1418432217011829,0.7479753326391556,0.5665566602140242,M3,0.6790227300827906,0.8358846084118791,5.939046149867709,6.495061361838607,FALSE,TRUE,FALSE,1.2170537558531578,FALSE
2011-03-01,4.99,6.13,5,0.2961636298995106,0.9455722819098511,-0.016130876850466436,3.51890080128515,0.18152745164850956,0.2520246673608445,0.7573082376821061,0.03950740574895902,6.2122234355101416,0.13788112875237502,0.7479753326391555,0.5664478809906459,M3,0.6798751452915357,0.8347413300726765,5.941981389007757,6.482465482012526,FALSE,TRUE,FALSE,1.2122234355101416,FALSE
2011-04-01,5.76114812916453,6.19,5,0.29616362989950307,0.9455722819098508,-0.01613087685046466,3.4955643475505904,0.1807395221400451,0.2520246673608445,0.7583616541172234,0.03900130291319823,6.162453573717156,0.13344634080071907,0.7479753326391555,0.5672358104991104,M3,0.6819205050572179,0.834802803177229,5.900903551879089,6.424003595555223,FALSE,TRUE,FALSE,1.1624535737171557,FALSE
2011-05-01,6.3930220625962,5.74,5,0.29616362989949824,0.9455722819098497,-0.01613087685046466,3.44700771497809,0.17887067810168464,0.25202466736084417,0.7608601911101033,0.03840507682211564,6.056896016391887,0.12811838667938083,0.7479753326391558,0.5691046545374712,M3,0.6855876237152626,0.836132758504944,5.805788592742925,6.308003440040849,FALSE,TRUE,FALSE,1.056896016391887,FALSE
2011-06-01,6.42229936695938,6.16,5,0.2961636298995054,0.945572281909851,-0.016130876850468212,3.4287539782767937,0.17850129730088934,0.2520246673608443,0.7613540319958607,0.03777816811522537,6.020913624692513,0.12587442435637172,0.7479753326391557,0.5694740353382663,M3,0.6873101830881196,0.8353978809036018,5.774204286379313,6.267622963005713,FALSE,TRUE,FALSE,1.020913624692513,FALSE
2011-07-01,7.03967446592064,5.88,5,0.29616362989951445,0.9455722819098511,-0.016130876850466436,3.3958894595015083,0.17732964324688785,0.25202466736084417,0.7629204660784761,0.037260435110063404,5.9509596280629,0.1251114773660379,0.7479753326391558,0.570645689392268,M3,0.6898913552144601,0.8359495769424921,5.705745638372867,6.196173617752932,FALSE,TRUE,FALSE,0.9509596280628996,TRUE
2011-08-01,7.6258261311642,5.95,5,0.29616362989950673,0.9455722819098507,-0.01613087685046466,3.384129710434308,0.17732215224221531,0.2520246673608441,0.7629304811208788,0.03676066680805793,5.930273985471073,0.1256062464603652,0.7479753326391558,0.5706531803969406,M3,0.6908808981294083,0.8349800641123493,5.684090266175496,6.1764577047666505,FALSE,TRUE,FALSE,0.9302739854710733,TRUE
2011-09-01,7.24931562404949,6.43,5,0.29616362989950273,0.9455722819098499,-0.016130876850462883,3.3891055536038097,0.17832655824052138,0.2520246673608442,0.7615876480694703,0.03640647776060909,5.949465189636567,0.12615268103942073,0.7479753326391558,0.5696487743986345,M3,0.6902322628547181,0.8329430332842226,5.702210478246133,6.196719901027,FALSE,TRUE,FALSE,0.9494651896365669,TRUE
2011-10-01,6.65,6.51,5,0.29616362989949546,0.9455722819098493,-0.016130876850462883,3.375600662107691,0.17812050887795153,0.2520246673608443,0.7618631242163144,0.03636097507897262,5.923615140831422,0.1256628015563769,0.7479753326391557,0.5698548237612042,M3,0.6905969226187696,0.8331293258138592,5.6773205755845195,6.169909706078324,FALSE,TRUE,FALSE,0.9236151408314219,TRUE
2011-11-01,6.05484387510006,6.06,5,0.29616362989949807,0.9455722819098492,-0.01613087685046466,3.3394222422372284,0.1765027063677177,0.2520246673608442,0.7640260331247213,0.036510986544943884,5.843538410623835,0.1252825098047585,0.7479753326391558,0.5714726262714381,M3,0.6924658144566048,0.8355862517928377,5.597989203513722,6.089087617733948,FALSE,TRUE,FALSE,0.84353841062383506,TRUE
2011-12-01,6.2,5.62,5,0.2961636298995057,0.9455722819098491,-0.01613087685046466,3.3128015014679284,0.17543080843704242,0.2520246673608443,0.7654590990079145,0.03671859931730793,5.786102846908864,0.12501092315711992,0.7479753326391557,0.5725445242021133,M3,0.693491966783234,0.8374262312325951,5.541085939846805,6.0311197539709225,FALSE,TRUE,FALSE,0.7861028469088636,TRUE
2012-01-01,5.44,5.95,4.5,0.29616362989950573,0.9455722819098492,-0.016130876850461107,3.314929129240844,0.17585397111939705,0.25202466736084417,0.7648933548397726,0.036912171170488235,5.794101308217557,0.1253331022966222,0.7479753326391558,0.5721213615197588,M3,0.692546828754438,0.8372398809251073,5.548452941645503,6.0397496747896104,FALSE,TRUE,FALSE,1.2941013082175568,FALSE
2012-02-01,5.17,6.11,4.5,0.2961636298995077,0.9455722819098491,-0.016130876850461995,3.303980168322669,0.1755807818446717,0.25202466736084417,0.7652585931876221,0.03722563318756276,5.772207586072827,0.12788613019313866,0.7479753326391558,0.5723945507944841,M3,0.6922976928383002,0.838219493536944,5.521555376772074,6.022859795373579,FALSE,TRUE,FALSE,1.2722075860728266,FALSE
2012-03-01,4.55,5.47,4.5,0.29616362989950606,0.9455722819098487,-0.01613087685046022,3.257251855921485,0.17363583225509824,0.25202466736084406,0.7678588789252694,0.037556047126326465,5.6713004307441475,0.1310788586361017,0.7479753326391559,0.5743395003840577,M3,0.6942503791559805,0.8414673786945582,5.414390588682771,5.928210272805524,FALSE,TRUE,FALSE,1.1713004307441475,FALSE
2012-04-01,4.27,5.54,4.5,0.2961636298995075,0.9455722819098488,-0.016130876850461107,3.2334202016880416,0.1727076118523071,0.2520246673608441,0.7690998562172824,0.037872568310537674,5.620722465125252,0.13527622578711648,0.7479753326391558,0.5752677207868487,M3,0.6948709863265956,0.8433287261079692,5.355585934617995,5.885858995632509,FALSE,TRUE,FALSE,1.1207224651252519,FALSE
2012-05-01,3.9,5.28,4.5,0.29616362989950323,0.9455722819098484,-0.01613087685046022,3.1951077663251097,0.17121348318897364,0.2520246673608441,0.7710974203054745,0.03816530258997928,5.539734934567803,0.1397417719349908,0.7479753326391558,0.5767618494501822,M3,0.6962948017700419,0.845900038840907,5.265846094439411,5.813623774696195,FALSE,TRUE,FALSE,1.0397349345678029,FALSE
2012-06-01,3.47,5.11,4.5,0.29616362989949496,0.9455722819098482,-0.01613087685045933,3.16111414762243,0.1698777472724646,0.2520246673608441,0.7728832224011077,0.038425668657527605,5.468132418538496,0.14434325811703197,0.7479753326391558,0.5780975853666912,M3,0.6975702957504841,0.8481961490517314,5.185224831217945,5.751040005859047,FALSE,TRUE,FALSE,0.9681324185384961,TRUE
2012-07-01,2.86,4.9,4.5,0.29616362989949735,0.9455722819098484,-0.01613087685045933,3.1316350508410404,0.16869323476371506,0.252024667360844,0.7744668474981683,0.03864815260068223,5.406062197203295,0.14893004988216663,0.747975332639156,0.5792820978754409,M3,0.6987178603318231,0.8502158346645134,5.114164663218495,5.697959731188095,FALSE,TRUE,FALSE,0.906062197203295,TRUE
2012-08-01,2.71,4.55,4.5,0.29616362989949424,0.9455722819098483,-0.016130876850458442,3.112834004071252,0.16782696907488293,0.25202466736084395,0.7756249949009384,0.0388132046529955,5.365582667417779,0.15301887503704362,0.747975332639156,0.5801483635642731,M3,0.6995525116564848,0.851697478145392,5.0656711833903385,5.665494151445219,FALSE,TRUE,FALSE,0.8655826674177787,TRUE
2012-09-01,3.28,5.17,4.5,0.2961636298994969,0.9455722819098485,-0.016130876850457998,3.122319243594806,0.16765554306841965,0.25202466736084395,0.7758541816120275,0.03888404115666833,5.380342527874832,0.15591304489387642,0.747975332639156,0.5803197895707364,M3,0.6996428613715844,0.8520655018524705,5.074758575162857,5.685926480586806,FALSE,TRUE,FALSE,0.8803425278748316,TRUE
2012-10-01,3.35,4.76,4.5,0.29616362989950223,0.9455722819098489,-0.016130876850458886,3.086318498215376,0.1664253765264302,0.2520246673608438,0.7774988435257418,0.03888290354017917,5.307056540499733,0.15364529810453847,0.7479753326391563,0.5815499561127261,M3,0.7012897529726457,0.8537079340788379,5.005917289820918,5.608195791178549,FALSE,TRUE,FALSE,0.8070565404997332,TRUE
2012-11-01,3.11,4.82,4.5,0.2961636298995052,0.9455722819098489,-0.01613087685046022,3.068156960528981,0.16569777476797665,0.2520246673608438,0.7784716052288401,0.03883562445575472,5.26923443820544,0.15128149264784524,0.7479753326391563,0.5822775578711796,M3,0.7023551799784379,0.8545880304792423,4.972728161088202,5.5657407153226774,FALSE,TRUE,FALSE,0.7692344382054399,TRUE
2012-12-01,3.45,4.93,4.5,0.2961636298995087,0.9455722819098488,-0.01613087685045933,3.0502889307535086,0.16497861815753645,0.2520246673608438,0.7794330762547665,0.038760423670676794,5.232085970614291,0.14849269357744418,0.7479753326391563,0.5829967144816198,M3,0.7034640418347262,0.8554021106748069,4.941045639235158,5.523126301993424,FALSE,TRUE,FALSE,0.7320859706142908,TRUE
2013-01-01,3.86,4.83,4,0.2961636298995088,0.9455722819098488,-0.016130876850458886,3.0169539153321128,0.16384631063221552,0.2520246673608437,0.7809469062915482,0.03862785125992162,5.164875912117006,0.1432854804123566,0.7479753326391563,0.5841290220069407,M3,0.7052377090219317,0.8566561035611646,4.884041531001268,5.445710293232745,FALSE,TRUE,FALSE,1.1648759121170063,FALSE
2013-02-01,4.18,4.61,4,0.2961636298995166,0.9455722819098493,-0.01613087685046022,2.98307966365042,0.16269802442942885,0.25202466736084367,0.7824820989010892,0.038456043024815735,5.096865403470362,0.1375692077663693,0.7479753326391563,0.5852773082097275,M3,0.7071096395845277,0.8578545582176508,4.827234710866571,5.366496096074154,FALSE,TRUE,FALSE,1.0968654034703622,FALSE
2013-03-01,4.34,4.66,4,0.29616362989951756,0.9455722819098493,-0.01613087685046022,2.9714455149371144,0.16228707644563203,0.2520246673608436,0.7830315127197868,0.03827545052047704,5.073425125934714,0.13356582944790468,0.7479753326391564,0.5856882561935244,M3,0.7080130082076069,0.8580500172319666,4.811640910651601,5.335209341217826,FALSE,TRUE,FALSE,1.0734251259347136,FALSE
2013-04-01,4.13,4.93,4,0.2961636298995189,0.9455722819098493,-0.016130876850459774,2.975254982728783,0.16243058554733553,0.25202466736084356,0.7828396493047232,0.03812049478519215,5.0811744064065945,0.13141736957583644,0.7479753326391565,0.5855447470918209,M3,0.7081248524528996,0.8575544461565467,4.823601095094965,5.338747717718224,FALSE,TRUE,FALSE,1.0811744064065945,FALSE
2013-05-01,4.27,4.83,4,0.2961636298995171,0.9455722819098491,-0.016130876850459774,2.9713893154961504,0.16228799429099494,0.2520246673608436,0.7830302856133264,0.03800496650590693,5.073337121947154,0.12978825131934255,0.7479753326391564,0.5856873383481614,M3,0.7085419200280978,0.8575186511985551,4.818956823744809,5.327717420149499,FALSE,TRUE,FALSE,1.0733371219471541,FALSE
2013-06-01,4.79,5.21,4,0.2961636298995188,0.9455722819098492,-0.016130876850459774,2.973035506321123,0.16234092282548582,0.2520246673608436,0.7829595232068923,0.03787548575765494,5.076606593637564,0.12836312839818345,0.7479753326391564,0.5856344098136705,M3,0.7087249352249289,0.8571941111888558,4.825019485034233,5.3281937022408945,FALSE,TRUE,FALSE,1.076606593637564,FALSE
2013-07-01,4.74,4.81,4,0.2961636298995157,0.9455722819098491,-0.01613087685045933,2.9414305327944787,0.1611743637847725,0.2520246673608436,0.7845191455497806,0.03775290717992764,5.012654526690808,0.12572131790369584,0.7479753326391564,0.5868009688543838,M3,0.7105248071654389,0.8585134839341224,4.766245271510654,5.259063781870962,FALSE,TRUE,FALSE,1.0126545266908078,FALSE
2013-08-01,4.42,4.89,4,0.29616362989951495,0.945572281909849,-0.01613087685045933,2.931875322132363,0.1609149609665355,0.2520246673608436,0.7848659521982322,0.03769001968741723,4.994163230229662,0.12508429199826718,0.7479753326391564,0.5870603716726209,M3,0.7109948710342888,0.8587370333621756,4.7490025228813675,5.239323937577957,FALSE,TRUE,FALSE,0.9941632302296624,TRUE
2013-09-01,4.21,4.91,4,0.29616362989951583,0.9455722819098488,-0.016130876850458886,2.9240362812966487,0.160725426621173,0.2520246673608436,0.7851193487169298,0.03768891108788423,4.979202638147558,0.12543224948114798,0.7479753326391564,0.5872499060179834,M3,0.7112504403681444,0.8589882570657151,4.733359946664665,5.225045329630451,FALSE,TRUE,FALSE,0.9792026381475578,TRUE
2013-10-01,4.15,4.71,4,0.29616362989951506,0.9455722819098489,-0.016130876850458886,2.911801967833936,0.16036903285375467,0.2520246673608436,0.7855958266860105,0.03770023491870643,4.9553620662292905,0.12582985590992518,0.7479753326391564,0.5876062997854017,M3,0.7117047240366465,0.8594869293353744,4.708740080465973,5.201984051992608,FALSE,TRUE,FALSE,0.9553620662292905,TRUE
2013-11-01,4.63,4.7,4,0.29616362989951867,0.9455722819098491,-0.01613087685045933,2.9112183280426063,0.16043392387779273,0.2520246673608436,0.7855090711190733,0.03769541592533744,4.95491600188648,0.12645187577306022,0.7479753326391564,0.5875414087613636,M3,0.7116274135231544,0.8593907287149922,4.707074879593749,5.202757124179211,FALSE,TRUE,FALSE,0.9549160018864802,TRUE
2013-12-01,4.39,5.19,4,0.2961636298995174,0.9455722819098491,-0.01613087685045933,2.9171583664657517,0.160731347195244,0.2520246673608436,0.7851114332499182,0.03767686382804858,4.967540645410951,0.1272090130622241,0.7479753326391564,0.5872439854439124,M3,0.7112661370965231,0.8589567294033132,4.718215561300107,5.216865729521795,FALSE,TRUE,FALSE,0.967540645410951,TRUE
2014-01-01,4.14,4.94,4,0.29616362989951733,0.945572281909849,-0.01613087685045933,2.888049690612272,0.15963498569569673,0.25202466736084356,0.7865772055176732,0.0377370215247372,4.9088078110166,0.12789456001681374,0.7479753326391565,0.5883403469434598,M3,0.7126140024453755,0.8605404085899708,4.658139079565049,5.159476542468151,FALSE,TRUE,FALSE,0.9088078110166,TRUE
