fecha_inicial,fecha_final,observaciones,alpha_estimado,rho_estimado,rho_estable,beta_constante_comparador,beta_inicial,beta_final,cambio_beta,beta_promedio,beta_minimo,fecha_beta_minimo,beta_maximo,fecha_beta_maximo,porcentaje_meses_beta_significativo_positivo,porcentaje_meses_beta_significativo_negativo,porcentaje_meses_beta_no_distinto_cero,porcentaje_meses_sensibilidad_baja_descriptiva,umbral_sensibilidad_baja,H,Q_beta,Q_beta_sobre_H
2012-02-01,2026-07-01,174,-0.00815828961045383,-0.28366329460298606,TRUE,0.015574523790969018,0.015610416077930369,0.01555370667170419,-5.6709406226179704e-5,0.01558620373680521,0.015552928445547195,2025-12-01,0.015610416077930369,2012-02-01,100,0,0,100,0.05,0.02908188366964952,7.280454187971796e-9,2.503432814281502e-7
