beta_constante,beta_constante_p_valor,gamma_constante,gamma_constante_p_valor,gamma_tvp,gamma_tvp_p_valor,beta_tvp_inicial,beta_tvp_final,cambio_total_beta_tvp,reduccion_porcentual_desde_inicio,beta_tvp_maximo,fecha_beta_tvp_maximo,beta_tvp_minimo,fecha_beta_tvp_minimo,porcentaje_beta_positivo,porcentaje_beta_significativo_positivo,porcentaje_intervalo_incluye_cero,Q_beta,Q_beta_sobre_H
0.040894997478098556,1.1435760098145618e-5,0.5838772361944407,8.563161226713361e-4,0.654879576489415,8.521605121819641e-5,0.13220825281169252,0.01681263362435841,-0.11539561918733411,87.28321926445464,0.1349349550685967,2011-12-01,0.006627834948418914,2023-03-01,100,74.73118279569893,25.268817204301076,5.014303911716721e-5,0.0018878860964157843
