parametro,estimacion,error_estandar,limite_inferior_95,limite_superior_95,estadistico_z,p_valor,significativo_5pct
alpha,0.015342088722531174,0.014241809223447238,-0.01257134443011576,0.04325552187517811,1.0772570030830404,0.2813654654238245,FALSE
rho,-0.2870998820263256,0.06459059374846002,-0.41369511951336513,-0.160504644539286,-4.444917833460397,8.792546537402727e-6,TRUE
gamma_sep2012,0.654879576489415,0.16666841037860544,0.3282154947868066,0.9815436581920234,3.9292363501984853,8.521605121819641e-5,TRUE
