fecha,exp_inf_24m,infl_gt,d_exp24,d_exp24_lag1,error_pronostico_24m_t,inflacion_realizada_t_1,expectativa_24m_correspondiente_t_25,error_pronostico_24m_alineado,alpha,se_alpha,alpha_li_95,alpha_ls_95,rho,se_rho,rho_li_95,rho_ls_95,beta_t,se_beta_t,beta_li_95,beta_ls_95,sensibilidad_absoluta_t,beta_significativamente_positivo,beta_significativamente_negativo,beta_no_distinto_cero,sensibilidad_baja_descriptiva,ajustado_constante,ajustado_tvp,residuo_tvp,residuo_estandarizado
2012-12-01,4.93,3.45,0.10999999999999943,0.0600000000000005,-2.75,3.11,6.22,-3.11,-0.008158289610453815,0.013632032112894866,-0.0348765815878212,0.01856000236691357,-0.28366329460298606,0.07453428751690498,-0.42974781374947313,-0.137578775456499,0.015608922775093577,0.006683340933132306,0.0025098152497519417,0.028708030300435214,0.015608922775093577,TRUE,FALSE,FALSE,TRUE,-0.07362793533009743,-0.07372183711717414,0.18372183711717358,1.3650007261563037
2013-01-01,4.83,3.86,-0.09999999999999964,0.10999999999999943,-1.9899999999999998,3.45,6.2,-2.75,-0.008158289610453808,0.013632032112894876,-0.03487658158782121,0.0185600023669136,-0.2836632946029861,0.07453428751690505,-0.42974781374947335,-0.1375787754564989,0.015608876166929742,0.006682851808267556,0.00251072730870696,0.028707025025152523,0.015608876166929742,TRUE,FALSE,FALSE,TRUE,-0.08220238501139801,-0.0822856614758389,-0.01771433852416074,0.10655284839209796
2013-02-01,4.61,4.18,-0.21999999999999975,-0.09999999999999964,-1.63,3.86,5.85,-1.9899999999999998,-0.008158289610453803,0.013632032112895006,-0.03487658158782147,0.01856000236691386,-0.2836632946029861,0.07453428751690505,-0.42974781374947335,-0.1375787754564989,0.015608817363435397,0.006682373406431578,0.0025116061555812714,0.028706028571289524,0.015608817363435397,TRUE,FALSE,FALSE,TRUE,-0.010804378296852983,-0.01085350670339173,-0.20914649329660803,-0.8492796145594783
2013-03-01,4.66,4.34,0.04999999999999982,-0.21999999999999975,-1.79,4.18,5.81,-1.63,-0.008158289610453794,0.013632032112894921,-0.034876581587821295,0.018560002366913703,-0.2836632946029861,0.07453428751690505,-0.42974781374947335,-0.1375787754564989,0.015608654366686403,0.006681898784303379,0.002512373401109812,0.028704935332262996,0.015608654366686403,TRUE,FALSE,FALSE,TRUE,0.02883751805841522,0.02880552858450424,0.021194471415495582,0.566134608027939
2013-04-01,4.93,4.13,0.2699999999999996,0.04999999999999982,-2.0600000000000005,4.34,6.13,-1.79,-0.008158289610453789,0.013632032112895176,-0.03487658158782179,0.018560002366914206,-0.2836632946029861,0.07453428751690505,-0.42974781374947335,-0.1375787754564989,0.015608500018543851,0.006681425595086214,0.002513146486790777,0.028703853550296927,0.015608500018543851,TRUE,FALSE,FALSE,TRUE,-0.050233308276808206,-0.050280669373796535,0.3202806693737961,2.2699135591944932
2013-05-01,4.83,4.27,-0.09999999999999964,0.2699999999999996,-1.4700000000000006,4.13,6.19,-2.0600000000000005,-0.0081582896104538,0.013632032112895286,-0.03487658158782201,0.018560002366914408,-0.28366329460298617,0.07453428751690501,-0.4297478137494733,-0.13757877545649905,0.015608489192804907,0.006680956122741444,0.00251405580993932,0.028702922575670496,0.015608489192804907,TRUE,FALSE,FALSE,TRUE,-0.11683605398298855,-0.11690086689043806,0.016900866890438418,0.33546455513775464
2013-06-01,5.21,4.79,0.3799999999999999,-0.09999999999999964,-1.37,4.27,5.74,-1.4700000000000006,-0.008158289610453796,0.013632032112895298,-0.03487658158782203,0.018560002366914435,-0.28366329460298617,0.074534287516905,-0.42974781374947324,-0.13757877545649908,0.015608487082964029,0.006680493421778768,0.002514960577320898,0.02870201358860716,0.015608487082964029,TRUE,FALSE,FALSE,TRUE,-0.0027056259255491093,-0.002736436162112412,0.3827364361621123,2.5092378537378006
2013-07-01,4.81,4.74,-0.40000000000000036,0.3799999999999999,-1.1399999999999997,4.79,6.16,-1.37,-0.008158289610453789,0.013632032112895553,-0.034876581587822524,0.018560002366914942,-0.28366329460298617,0.074534287516905,-0.42974781374947324,-0.13757877545649908,0.015608625821901301,0.00668003221927915,0.0025160032565470017,0.0287012483872556,0.015608625821901301,TRUE,FALSE,FALSE,TRUE,-0.1372884447085294,-0.13733415893559328,-0.26266584106440705,-1.1192955639908984
2013-08-01,4.89,4.42,0.08000000000000007,-0.40000000000000036,-1.5300000000000002,4.74,5.88,-1.1399999999999997,-0.008158289610453796,0.01363203211289531,-0.03487658158782205,0.018560002366914463,-0.28366329460298617,0.074534287516905,-0.42974781374947324,-0.13757877545649908,0.015608674474257428,0.006679574439600456,0.0025169491405862224,0.028700399807928635,0.015608674474257428,TRUE,FALSE,FALSE,TRUE,0.087521636401769215,0.08751313933008731,-0.007513139330087237,0.09544691642458367
2013-09-01,4.91,4.21,0.020000000000000462,0.08000000000000007,-2.2199999999999998,4.42,5.95,-1.5300000000000002,-0.008158289610453786,0.013632032112895442,-0.0348765815878223,0.018560002366914734,-0.28366329460298617,0.074534287516905,-0.42974781374947324,-0.13757877545649908,0.015608720982428662,0.006679116006157524,0.0025178941617949122,0.028699547803062414,0.015608720982428662,TRUE,FALSE,FALSE,TRUE,-0.05469269903878616,-0.05473269628180855,0.07473269628180901,0.7199423816960433
2013-10-01,4.71,4.15,-0.20000000000000018,0.020000000000000462,-2.3599999999999994,4.21,6.43,-2.2199999999999998,-0.008158289610453796,0.013632032112895348,-0.03487658158782213,0.01856000236691454,-0.28366329460298617,0.074534287516905,-0.42974781374947324,-0.13757877545649908,0.015608796115107368,0.006678660232692234,0.002518862594050696,0.028698729636164037,0.015608796115107368,TRUE,FALSE,FALSE,TRUE,-0.04842158655929522,-0.048483082878052,-0.15151691712194817,-0.8087558056986475
2013-11-01,4.7,4.63,-0.009999999999999787,-0.20000000000000018,-1.4299999999999997,4.15,6.51,-2.3599999999999994,-0.008158289610453789,0.013632032112895253,-0.034876581587821934,0.01856000236691436,-0.28366329460298617,0.074534287516905,-0.42974781374947324,-0.13757877545649908,0.015608787040428337,0.0066782104441335975,0.0025197350887472495,0.028697838992109426,0.015608787040428337,TRUE,FALSE,FALSE,TRUE,0.011795604392588081,0.011737631894732627,-0.021737631894732413,-0.1722789445608436
2013-12-01,5.19,4.39,0.4900000000000002,-0.009999999999999787,-1.2300000000000004,4.63,6.06,-1.4299999999999997,-0.008158289610453779,0.013632032112895265,-0.03487658158782195,0.018560002366914394,-0.2836632946029862,0.07453428751690498,-0.4297478137494733,-0.13757877545649916,0.015608765122935873,0.006677765788552073,0.002520584680180099,0.028696945565691648,0.015608765122935873,TRUE,FALSE,FALSE,TRUE,-0.02760894581679979,-0.027642190790222274,0.5176421907902224,3.2389457662995653
2014-01-01,4.94,4.14,-0.25,0.4900000000000002,-1.8100000000000005,4.39,5.62,-1.2300000000000004,-0.008158289610453779,0.013632032112895336,-0.034876581587822086,0.018560002366914533,-0.28366329460298617,0.07453428751690501,-0.4297478137494733,-0.13757877545649905,0.015608928516633255,0.006677322933188244,0.0025216160544409456,0.028696240978825564,0.015608928516633255,TRUE,FALSE,FALSE,TRUE,-0.1663068235191032,-0.166352286041376,-0.083647713958624,-0.053870258304344276
