term,estimate,std.error,statistic,p.value,conf.low,conf.high,modelo
(Intercept),-0.008173632444923943,0.013628477863535127,-0.599746540058859,0.5494690404678519,-0.03507534764249846,0.018728082752650567,OLS informativo para inicialización
d_exp24_lag1,-0.28362556492099394,0.07453310978727005,-3.8053633577145605,1.9695653350268049e-4,-0.43074900103498065,-0.13650212880700724,OLS informativo para inicialización
error_pronostico_24m_alineado,0.01557452379096895,0.006643737979712002,2.344241124278066,0.020214689211651853,0.0024602238106510715,0.028688823771286828,OLS informativo para inicialización
