fecha,exp_inf_24m,infl_gt,d_exp24,d_exp24_lag1,error_pronostico_24m_alineado,beta_t,ajustado_tvp,residuo_tvp,residuo_estandarizado
2012-06-01,5.11,3.47,-0.16999999999999993,-0.2599999999999998,-1.8000000000000003,0.0156102912241694,0.03749564278281764,-0.20749564278281757,-0.005202234617154937
2012-07-01,4.9,2.86,-0.20999999999999996,-0.16999999999999993,-1.98,0.015610124561704034,0.009156423839879874,-0.21915642383987985,0.04094087802367236
2012-08-01,4.55,2.71,-0.35000000000000053,-0.20999999999999996,-2.2500000000000004,0.015609849267848835,0.016288841403513415,-0.3662888414035139,-0.6651654373719582
2012-09-01,5.17,3.28,0.6200000000000001,-0.35000000000000053,-2.8600000000000003,0.01560936765360496,0.04648107201128132,0.5735189279887187,4.258892830978871
2012-10-01,4.76,3.35,-0.41000000000000014,0.6200000000000001,-2.4,0.01560929666846695,-0.22149184426862592,-0.18850815573137422,-0.17006490926407716
2012-11-01,4.82,3.11,0.0600000000000005,-0.41000000000000014,-2.5399999999999996,0.01560911242312818,0.06849651562202502,-0.008496515622024525,0.19638309027214063
2012-12-01,4.93,3.45,0.10999999999999943,0.0600000000000005,-3.11,0.015608922775093577,-0.07372183711717414,0.18372183711717358,1.3650007261563037
