fecha,exp_inf_12m,exp_inf_24m,infl_gt,d_exp24,exp12_lag1,shock_inf,alpha_t,se_alpha_t,alpha_li_95,alpha_ls_95,beta_t,se_beta_t,beta_li_95,beta_ls_95,indice_anclaje,ajustado_tvp,residuo_tvp,residuo_estandarizado
2021-07-01,4.3,4.12,3.82,-0.11000000000000032,4.28,-0.4600000000000004,0.01402956191496858,0.015148556976941443,-0.0156610641775896,0.043720188007526764,0.03464056766022719,0.017540069720416582,2.6266272188916334e-4,0.06901847259856522,-0.03464056766022719,-0.001905099208735942,-0.10809490079126438,-0.6038266586777644
2021-08-01,4.22,4.14,3.62,0.019999999999999574,4.3,-0.6799999999999997,0.014029558948338587,0.015148558231702568,-0.015661069603506203,0.04372018750018338,0.03378188327197565,0.017368161100291064,-2.5908696228438277e-4,0.06782285350623568,-0.03378188327197565,-0.008942121676604844,0.02894212167660442,0.19616938733810693
2021-09-01,4.21,4.2,3.67,0.0600000000000005,4.22,-0.5499999999999998,0.014029555892387711,0.015148559531908246,-0.015661075207813385,0.04372018699258881,0.032939502085475685,0.017168606717926714,-7.103487463930927e-4,0.06658935291734447,-0.032939502085475685,-0.00408717025462391,0.0640871702546244,0.3694285634782452
2021-10-01,4.22,3.89,2.96,-0.31000000000000005,4.21,-1.25,0.014029552638651651,0.015148560877975418,-0.01566108109979262,0.043720186377095925,0.03212631986082269,0.01693803053936679,-0.0010716099653757596,0.06532424968702114,-0.03212631986082269,-0.026128347187376715,-0.28387165281262333,-1.4217287034750057
2021-11-01,4.17,4.08,2.89,0.18999999999999995,4.22,-1.3299999999999996,0.014029550260997437,0.015148562269178711,-0.015661086204155187,0.043720186726150065,0.031019192915430885,0.016692579941738787,-0.0016976625794328445,0.06373604841029462,-0.031019192915430885,-0.027225976316525628,0.21722597631652557,1.3834661751989397
2021-12-01,4.22,4.02,3.07,-0.0600000000000005,4.17,-1.1,0.014029547212942594,0.015148563705909196,-0.015661092068150036,0.043720186494035224,0.03015139590568059,0.01643348005860414,-0.0020576331498406916,0.06236042496120187,-0.03015139590568059,-0.019136988283306056,-0.040863011716694445,-0.11342367662513374
2022-01-01,4.2,4.09,2.87,0.07000000000000028,4.22,-1.3499999999999996,0.014029544290998772,0.015148565188842528,-0.015661097896589777,0.04372018647858732,0.029246363439431666,0.01615132483478693,-0.0024096515393580466,0.06090237841822138,-0.029246363439431666,-0.025453046352233964,0.09545304635223426,0.678576988853989
2022-02-01,3.84,3.92,2.98,-0.16999999999999993,4.2,-1.2200000000000002,0.014029541074468709,0.015148566718480595,-0.01566110411115536,0.043720186260092775,0.028448078343967145,0.015852348588489752,-0.002621953959847125,0.05951811064778141,-0.028448078343967145,-0.020677114505171214,-0.14932288549482872,-0.6979563075727816
2022-03-01,3.79,3.8,4.17,-0.1200000000000001,3.84,0.33000000000000007,0.014029538318777441,0.01514856829545762,-0.0156611099576648,0.04372018659521969,0.027498882619423626,0.015529837975580232,-0.0029390404984560477,0.057936805737303296,-0.027498882619423626,0.023104169583187242,-0.14310416958318734,-0.920305922385594
2022-04-01,4.14,3.94,4.62,0.14000000000000012,3.79,0.8300000000000001,0.014029536004732826,0.01514856991884005,-0.015661115453480513,0.04372018746294617,0.02658880698557408,0.01516275140333165,-0.00312963967149011,0.05630725364263827,-0.02658880698557408,0.03609824580275931,0.10390175419724082,0.36236012347044627
