term,estimate,std.error,statistic,p.value,conf.low,conf.high,modelo
(Intercept),-8.558947497748433e-4,0.014042739940804932,-0.06094927011272298,0.9514657614985327,-0.02856138570521923,0.026849596205669544,Parámetros constantes
shock_inf,0.03456428593844049,0.009864136934778453,3.504035494131834,5.754133750934e-4,0.01510293026413579,0.054025641612745194,Parámetros constantes
