fecha,inflacion,expectativa,meta_inflacion,a0,a_pi1,a_pi2,a_pi3,a_pi4,b_e1,b_e2,b_e3,b_e4,c0,c,d,pulso_2012_09,lambda_t,lambda_se,pi_estrella_t,pi_estrella_se,denominador_1_menos_d,denominador_ancla,codigo_modelo,lambda_li_95,lambda_ls_95,pi_estrella_li_95,pi_estrella_ls_95,lambda_fuera_0_1,lambda_significativamente_menor_1,lambda_no_distinta_de_1,brecha_ancla_meta,ancla_dentro_banda_meta
2011-06-01,6.42229936695938,6.16,5,0.18306591092620345,1.3143607926097447,-0.5345842542725467,0.21612240944057481,-0.07279013170329995,0.16451289909806632,-0.09845112933302629,0.25693225041218526,-0.2946105793013789,2.8191221771624235,0.19266141368638348,0.33900386735019716,0.5999095368292874,0.7085286824386673,0.04349303078256462,6.01946014893382,0.13140691779312208,0.6609961326498028,0.4683347189634194,M3A_PULSOS_CONJUNTOS,0.6232839085263487,0.7937734563509858,5.761907322739885,6.2770129751277555,FALSE,TRUE,FALSE,1.0194601489338204,FALSE
2011-07-01,7.03967446592064,5.88,5,0.18306591092587232,1.3143607926097212,-0.5345842542725364,0.21612240944055852,-0.0727901317032993,0.1645128990981247,-0.09845112933302073,0.25693225041219886,-0.2946105793013647,2.782889917601461,0.19011935344990175,0.3390038673501965,0.5999095368292874,0.7123744844198245,0.0424984970938415,5.910017313510458,0.13044188317582942,0.6609961326498035,0.4708767791999018,M3A_PULSOS_CONJUNTOS,0.6290789607188151,0.795670008120834,5.654355920410252,6.165678706610665,FALSE,TRUE,FALSE,0.9100173135104583,TRUE
2011-08-01,7.6258261311642,5.95,5,0.18306591092577948,1.3143607926097174,-0.5345842542725262,0.21612240944054859,-0.07279013170330062,0.1645128990981385,-0.09845112933302885,0.25693225041221107,-0.2946105793013576,2.771292381975408,0.19011650722471546,0.33900386735019655,0.5999095368292874,0.7123787903832723,0.041639748907677236,5.88535207798302,0.1317642839640587,0.6609961326498035,0.47087962542508804,M3A_PULSOS_CONJUNTOS,0.6307663821989339,0.7939911985676108,5.627098826964756,6.143605329001284,FALSE,TRUE,FALSE,0.8853520779830202,TRUE
2011-09-01,7.24931562404949,6.43,5,0.18306591092583832,1.314360792609713,-0.5345842542725223,0.21612240944054759,-0.07279013170329804,0.16451289909814765,-0.09845112933305124,0.25693225041221235,-0.29461057930136825,2.7774597501187017,0.19212079559319445,0.3390038673501963,0.5999095368292874,0.7093465663361449,0.041045890144881414,5.923663563868294,0.13291280299665684,0.6609961326498037,0.4688753370566093,M3A_PULSOS_CONJUNTOS,0.6288980999387899,0.7897950327334999,5.663159256910579,6.184167870826008,FALSE,TRUE,FALSE,0.9236635638682937,TRUE
2011-10-01,6.65,6.51,5,0.18306591092573768,1.3143607926097158,-0.5345842542725248,0.21612240944054384,-0.07279013170330248,0.16451289909814984,-0.09845112933303621,0.2569322504122157,-0.2946105793013585,2.763842500784493,0.19170363334004645,0.33900386735019633,0.5999095368292874,0.7099776778246126,0.040866331333548146,5.889381366311193,0.13263614512956146,0.6609961326498037,0.46929249930975725,M3A_PULSOS_CONJUNTOS,0.6298811402305775,0.7900742154186478,5.629419298809025,6.149343433813361,FALSE,TRUE,FALSE,0.8893813663111931,TRUE
2011-11-01,6.05484387510006,6.06,5,0.18306591092572744,1.3143607926097136,-0.5345842542725248,0.21612240944054373,-0.07279013170330022,0.16451289909815126,-0.09845112933303295,0.25693225041221496,-0.29461057930135937,2.7297143280643135,0.18890007086147148,0.3390038673501947,0.5999095368292874,0.7142190982204272,0.04103680116958747,5.782116287358889,0.13273258686888464,0.6609961326498053,0.4720960617883338,M3A_PULSOS_CONJUNTOS,0.6337884458873045,0.7946497505535498,5.521965197521041,6.042267377196737,FALSE,TRUE,FALSE,0.7821162873588889,TRUE
2011-12-01,6.2,5.62,5,0.1830659109257502,1.314360792609713,-0.5345842542725208,0.21612240944054215,-0.07279013170330047,0.16451289909814676,-0.09845112933303606,0.256932250412215,-0.29461057930135937,2.711008027091876,0.18774247033806526,0.33900386735019405,0.5999095368292874,0.7159703951890884,0.04145896109784235,5.72844595401374,0.13135526189732666,0.660996132649806,0.4732536623117407,M3A_PULSOS_CONJUNTOS,0.6347123246008703,0.7972284657773065,5.470994371515153,5.985897536512327,FALSE,TRUE,FALSE,0.7284459540137398,TRUE
2012-01-01,5.44,5.95,4.5,0.18306591092572788,1.3143607926097134,-0.5345842542725224,0.2161224094405416,-0.07279013170330068,0.1645128990981505,-0.09845112933303245,0.2569322504122147,-0.2946105793013576,2.725060545419654,0.18976827742383462,0.33900386735019405,0.5999095368292874,0.7129056161598251,0.04195132068459631,5.7828935942525845,0.13046618017599143,0.660996132649806,0.4712278552259713,M3A_PULSOS_CONJUNTOS,0.6306825385141261,0.795128693805524,5.527184579907128,6.038602608598041,FALSE,TRUE,FALSE,1.2828935942525845,FALSE
2012-02-01,5.17,6.11,4.5,0.18306591092568522,1.314360792609714,-0.5345842542725241,0.21612240944054167,-0.0727901317033013,0.16451289909815228,-0.09845112933303042,0.25693225041221623,-0.2946105793013576,2.7224883027014966,0.19013980777666104,0.33900386735019394,0.5999095368292874,0.7123435397202292,0.04254149418727596,5.781993697196213,0.13422050912210295,0.6609961326498061,0.470856324873145,M3A_PULSOS_CONJUNTOS,0.6289637432646483,0.7957233361758101,5.518926333330262,6.045061061062164,FALSE,TRUE,FALSE,1.2819936971962127,FALSE
2012-03-01,4.55,5.47,4.5,0.18306591092567348,1.3143607926097138,-0.5345842542725238,0.21612240944054045,-0.07279013170329984,0.1645128990981572,-0.09845112933303012,0.25693225041221546,-0.29461057930135626,2.6808921937066335,0.1871041959674409,0.33900386735019383,0.5999095368292874,0.7169360201588832,0.04307420832658318,5.657180437538337,0.1383368855761464,0.6609961326498062,0.4738919366823653,M3A_PULSOS_CONJUNTOS,0.632512123176205,0.8013599171415615,5.386045124075652,5.928315751001023,FALSE,TRUE,FALSE,1.1571804375383374,FALSE
2012-04-01,4.27,5.54,4.5,0.18306591092566812,1.3143607926097136,-0.5345842542725232,0.21612240944053976,-0.07279013170329965,0.16451289909815903,-0.09845112933302862,0.256932250412218,-0.2946105793013558,2.6682708993856354,0.18647279344420414,0.33900386735019383,0.5999095368292874,0.7178912489295957,0.04374083750587967,5.623055135396668,0.14465147847422452,0.6609961326498062,0.474523339205602,M3A_PULSOS_CONJUNTOS,0.6321607827644528,0.8036217150947386,5.339543447276717,5.906566823516619,FALSE,TRUE,FALSE,1.123055135396668,FALSE
2012-05-01,3.9,5.28,4.5,0.18306591092565547,1.3143607926097136,-0.5345842542725239,0.2161224094405399,-0.07279013170329991,0.16451289909816122,-0.0984511293330293,0.2569322504122173,-0.2946105793013558,2.6360345997283243,0.18440900221659937,0.3390038673501935,0.5999095368292874,0.7210134929574563,0.04429280712671122,5.531065426236389,0.15086078687762625,0.6609961326498065,0.4765871304332071,M3A_PULSOS_CONJUNTOS,0.6342011862149233,0.8078257996999894,5.235383717276869,5.82674713519591,FALSE,TRUE,FALSE,1.0310654262363892,FALSE
2012-06-01,3.47,5.11,4.5,0.18306591092566263,1.3143607926097143,-0.5345842542725243,0.21612240944054062,-0.07279013170330019,0.16451289909815933,-0.09845112933302999,0.25693225041221707,-0.29461057930135603,2.6062997131828354,0.18251663606760854,0.3390038673501937,0.5999095368292874,0.7238763934428263,0.0448026944952022,5.447045760162683,0.15744384700031258,0.6609961326498063,0.47847949658219774,M3A_PULSOS_CONJUNTOS,0.636064725821879,0.8116880610637736,5.138461490454636,5.75563002987073,FALSE,TRUE,FALSE,0.9470457601626832,TRUE
2012-07-01,2.86,4.9,4.5,0.1830659109256767,1.314360792609714,-0.5345842542725251,0.21612240944054154,-0.07279013170330034,0.1645128990981597,-0.09845112933302964,0.25693225041221635,-0.29461057930135603,2.5763389836337836,0.1806101337307474,0.3390038673501936,0.5999095368292874,0.7267606801166655,0.04523063424897591,5.363060100483643,0.16408725454580494,0.6609961326498064,0.480385998919059,M3A_PULSOS_CONJUNTOS,0.6381102659907689,0.8154110942425621,5.0414549912518085,5.684665209715477,FALSE,TRUE,FALSE,0.8630601004836427,TRUE
2012-08-01,2.71,4.55,4.5,0.183065910925675,1.314360792609714,-0.5345842542725248,0.21612240944054126,-0.07279013170330034,0.1645128990981598,-0.09845112933302984,0.2569322504122165,-0.2946105793013563,2.5504847829059614,0.17893233099666958,0.3390038673501938,0.5999095368292874,0.7292989744442765,0.04553438269789614,5.290761874589234,0.17045577275182788,0.6609961326498062,0.48206380165313656,M3A_PULSOS_CONJUNTOS,0.6400532242981363,0.8185447245904167,4.956674699038707,5.62484905013976,FALSE,TRUE,FALSE,0.7907618745892337,TRUE
2012-09-01,3.28,5.17,4.5,0.18306591092567126,1.3143607926097136,-0.5345842542725245,0.21612240944054123,-0.0727901317033004,0.1645128990981598,-0.09845112933302969,0.25693225041221684,-0.29461057930135637,2.544759220009069,0.1781784633904155,0.3390038673501938,0.5999095368292874,0.7304394767392475,0.045642027251104396,5.270642277679182,0.17650479893141763,0.6609961326498062,0.4828176692593907,M3A_PULSOS_CONJUNTOS,0.6409827471456871,0.8198962063328078,4.92469922867512,5.616585326683245,FALSE,TRUE,FALSE,0.7706422776791824,TRUE
2012-10-01,3.35,4.76,4.5,0.18306591092568084,1.3143607926097143,-0.5345842542725252,0.2161224094405419,-0.07279013170330062,0.16451289909815844,-0.09845112933302985,0.25693225041221607,-0.29461057930135515,2.539033655843007,0.17742459572896005,0.33900386735019383,0.5999095368292875,0.731579979117731,0.045692850304170425,5.250585408749174,0.17133189826601744,0.6609961326498062,0.4835715369208461,M3A_PULSOS_CONJUNTOS,0.642023638170577,0.821136320064885,4.914781058744899,5.586389758753449,FALSE,TRUE,FALSE,0.7505854087491741,TRUE
2012-11-01,3.11,4.82,4.5,0.1830659109256777,1.3143607926097145,-0.5345842542725255,0.21612240944054223,-0.07279013170330084,0.16451289909815822,-0.09845112933302862,0.2569322504122159,-0.2946105793013549,2.546503025496295,0.17736533980915767,0.3390038673501937,0.5999095368292876,0.73166962551182535,0.04568899567875312,5.265386454280924,0.16881303395879874,0.6609961326498063,0.4836307928406486,M3A_PULSOS_CONJUNTOS,0.6421208394916631,0.8212184115319876,4.934518987600741,5.596253920961107,FALSE,TRUE,FALSE,0.7653864542809243,TRUE
2012-12-01,3.45,4.93,4.5,0.18306591092567315,1.3143607926097143,-0.5345842542725253,0.2161224094405423,-0.07279013170330094,0.1645128990981591,-0.09845112933302876,0.25693225041221585,-0.2946105793013547,2.546347711035736,0.17689613687937802,0.33900386735019383,0.5999095368292876,0.7323794676827602,0.045590865700181525,5.259962266645577,0.16591865376947884,0.6609961326498062,0.48409999577042817,M3A_PULSOS_CONJUNTOS,0.643023012886402,0.8217359224791184,4.934767680894028,5.585156852397127,FALSE,TRUE,FALSE,0.7599622666455774,TRUE
2013-01-01,3.86,4.83,4,0.183065910925674,1.3143607926097147,-0.5345842542725252,0.21612240944054226,-0.07279013170330104,0.1645128990981585,-0.09845112933302855,0.2569322504122162,-0.2946105793013547,2.523026589053331,0.1752706382967105,0.3390038673501938,0.5999095368292877,0.7348386327253016,0.04532318667680222,5.194346638966474,0.1577455007467555,0.6609961326498062,0.48572549435309564,M3A_PULSOS_CONJUNTOS,0.6460068191741837,0.8236704462764195,4.885171138779597,5.50352213915335,FALSE,TRUE,FALSE,1.1943466389664739,FALSE
2013-02-01,4.18,4.61,4,0.18306591092567998,1.3143607926097147,-0.5345842542725254,0.21612240944054248,-0.07279013170330124,0.16451289909815792,-0.09845112933302881,0.2569322504122158,-0.2946105793013547,2.4961058132331106,0.17344582429637417,0.3390038673501938,0.5999095368292877,0.7375993357161361,0.04497338741647086,5.119688718202284,0.1485527414470909,0.6609961326498062,0.487550308353432,M3A_PULSOS_CONJUNTOS,0.6494531161170863,0.8257455553151859,4.828530695161295,5.410846741243273,FALSE,TRUE,FALSE,1.1196887182022843,FALSE
2013-03-01,4.34,4.66,4,0.1830659109256807,1.3143607926097145,-0.5345842542725255,0.21612240944054198,-0.07279013170330102,0.16451289909815944,-0.09845112933302973,0.25693225041221573,-0.2946105793013547,2.491594783708456,0.17300931662913774,0.33900386735019383,0.5999095368292877,0.7382597142655333,0.04464673928072488,5.105864957636327,0.14314588734112355,0.6609961326498062,0.4879868160206684,M3A_PULSOS_CONJUNTOS,0.6507537132481628,0.8257657152829038,4.825304173912697,5.3864257413599574,FALSE,TRUE,FALSE,1.105864957636327,FALSE
2013-04-01,4.13,4.93,4,0.1830659109256829,1.3143607926097145,-0.5345842542725252,0.21612240944054173,-0.07279013170330066,0.16451289909815936,-0.09845112933302974,0.25693225041221623,-0.2946105793013549,2.5007367903855147,0.17348874803044162,0.3390038673501937,0.5999095368292877,0.73753439776575,0.04436788616853704,5.129638789652462,0.14084010938544808,0.6609961326498063,0.48750738461936466,M3A_PULSOS_CONJUNTOS,0.6505749388052446,0.8244938567262554,4.853597247678302,5.4056803316266215,FALSE,TRUE,FALSE,1.1296387896524616,FALSE
2013-05-01,4.27,4.83,4,0.18306591092567992,1.3143607926097145,-0.5345842542725248,0.21612240944054195,-0.07279013170330062,0.164512899098159,-0.09845112933302957,0.2569322504122158,-0.2946105793013549,2.4986662214944384,0.17318717019021507,0.3390038673501938,0.5999095368292877,0.7379906452766356,0.044116554797717235,5.122222865475584,0.1381461777489595,0.6609961326498062,0.4878089624595911,M3A_PULSOS_CONJUNTOS,0.6515237867511221,0.8244575038021491,4.851461332485755,5.392984398465414,FALSE,TRUE,FALSE,1.1222228654755844,FALSE
2013-06-01,4.79,5.21,4,0.1830659109256798,1.3143607926097138,-0.5345842542725245,0.21612240944054156,-0.07279013170330062,0.1645128990981588,-0.09845112933302963,0.2569322504122165,-0.2946105793013556,2.503007350850405,0.1733105877084339,0.3390038673501938,0.5999095368292877,0.7378039308434905,0.04385518585482931,5.1324206280325715,0.1361375090562561,0.6609961326498062,0.4876855449413723,M3A_PULSOS_CONJUNTOS,0.6518493460327146,0.8237585156542664,4.865596013337314,5.399245242727829,FALSE,TRUE,FALSE,1.1324206280325715,FALSE
2013-07-01,4.74,4.81,4,0.1830659109256792,1.3143607926097145,-0.5345842542725251,0.21612240944054215,-0.07279013170330084,0.1645128990981593,-0.09845112933303005,0.2569322504122171,-0.2946105793013549,2.469080568748176,0.17081145571689568,0.33900386735019383,0.5999095368292876,0.7415847880499006,0.04351317031764236,5.037041517081344,0.1301254884508357,0.6609961326498062,0.49018467693291046,M3A_PULSOS_CONJUNTOS,0.6563005413741643,0.8268690347256369,4.782000246247024,5.292082787915665,FALSE,TRUE,FALSE,1.0370415170813443,FALSE
2013-08-01,4.42,4.89,4,0.18306591092567862,1.314360792609714,-0.5345842542725244,0.21612240944054184,-0.0727901317033007,0.164512899098159,-0.0984511293330293,0.2569322504122175,-0.2946105793013547,2.463425298601208,0.170485753482349,0.3390038673501939,0.5999095368292877,0.7420775325887241,0.0434128243546427,5.022167528406591,0.129387187746382,0.6609961326498062,0.49051037916745716,M3A_PULSOS_CONJUNTOS,0.6569899603864611,0.8271651047909871,4.76857330036276,5.275761756450422,FALSE,TRUE,FALSE,1.022167528406591,FALSE
2013-09-01,4.21,4.91,4,0.18306591092567834,1.314360792609714,-0.534584254272525,0.2161224094405423,-0.07279013170330129,0.16451289909815853,-0.09845112933302906,0.2569322504122173,-0.29461057930135426,2.459179248855599,0.17026725705812698,0.33900386735019383,0.5999095368292876,0.742408088871022,0.04342647492344805,5.011278877548278,0.13015631839728117,0.6609961326498062,0.4907288755916792,M3A_PULSOS_CONJUNTOS,0.6572937620455321,0.827522415696512,4.75617718112928,5.266380573967277,FALSE,TRUE,FALSE,1.0112788775482784,FALSE
2013-10-01,4.15,4.71,4,0.1830659109256779,1.3143607926097143,-0.5345842542725252,0.2161224094405422,-0.07279013170330116,0.16451289909815817,-0.09845112933302914,0.2569322504122177,-0.29461057930135426,2.450229296460071,0.16971507181495282,0.3390038673501939,0.5999095368292877,0.7432434723413619,0.043453385695073496,4.9874287689745245,0.13075855705821435,0.6609961326498062,0.49128106083485334,M3A_PULSOS_CONJUNTOS,0.6580764013726899,0.8284105433100339,4.731146706469999,5.24371083147905,FALSE,TRUE,FALSE,0.9874287689745245,TRUE
2013-11-01,4.63,4.7,4,0.18306591092567878,1.314360792609714,-0.5345842542725243,0.21612240944054187,-0.0727901317033007,0.16451289909815878,-0.09845112933302931,0.2569322504122176,-0.2946105793013545,2.4551248046886647,0.17009840116169556,0.3390038673501939,0.5999095368292876,0.7426635455796029,0.04347682403317974,5.0012958854916345,0.1322831235410396,0.6609961326498062,0.4908977314881106,M3A_PULSOS_CONJUNTOS,0.6574505363123851,0.8278765548468207,4.742025727588734,5.260566043394535,FALSE,TRUE,FALSE,1.0012958854916345,FALSE
2013-12-01,4.39,5.19,4,0.183065910925677,1.314360792609714,-0.5345842542725244,0.21612240944054137,-0.07279013170330098,0.16451289909815905,-0.0984511293330293,0.2569322504122176,-0.29461057930135426,2.4667249802550275,0.17092829726651027,0.33900386735019383,0.5999095368292876,0.7414080221902484,0.04346108355715719,5.033435786141182,0.13407816533208786,0.6609961326498062,0.4900678353832959,M3A_PULSOS_CONJUNTOS,0.6562258636891344,0.8265901806913624,4.770647410977083,5.296224161305282,FALSE,TRUE,FALSE,1.0334357861411823,FALSE
2014-01-01,4.14,4.94,4,0.1830659109256766,1.3143607926097138,-0.5345842542725243,0.21612240944054115,-0.072790131703301,0.16451289909815864,-0.09845112933302863,0.25693225041221784,-0.29461057930135426,2.4390132425554025,0.1688369601412075,0.3390038673501939,0.5999095368292876,0.7445719395295511,0.043507249883928255,4.955740700967612,0.1337295497064,0.6609961326498062,0.49215917250859864,M3A_PULSOS_CONJUNTOS,0.6592992966906673,0.829844582368435,4.69363559987431,5.217845802060915,FALSE,TRUE,FALSE,0.9557407009676124,TRUE
2014-02-01,3.5,4.68,4,0.18306591092567545,1.314360792609714,-0.5345842542725244,0.2161224094405412,-0.07279013170330097,0.16451289909815853,-0.09845112933302888,0.25693225041221807,-0.2946105793013545,2.411259421028451,0.1667426579058978,0.33900386735019405,0.5999095368292877,0.747740342689361,0.043695388540568404,4.878588708512,0.13529813647467548,0.660996132649806,0.49425347474390813,M3A_PULSOS_CONJUNTOS,0.6620989548593628,0.8333817305193592,4.613409233846251,5.143768183177749,FALSE,TRUE,FALSE,0.8785887085119999,TRUE
2014-03-01,3.25,4.54,4,0.1830659109256759,1.3143607926097138,-0.5345842542725247,0.21612240944054123,-0.07279013170330097,0.1645128990981583,-0.09845112933302867,0.2569322504122179,-0.2946105793013546,2.3946820757210308,0.16539097508660822,0.339003867350194,0.5999095368292877,0.7497852605830118,0.043978945817272956,4.83183445365108,0.139027551728696,0.660996132649806,0.49560515756319773,M3A_PULSOS_CONJUNTOS,0.6635881107031183,0.8359824104629052,4.5593454594040566,5.104323447898103,FALSE,TRUE,FALSE,0.83183445365108,TRUE
2014-04-01,3.27,4.66,4,0.183065910925676,1.3143607926097138,-0.5345842542725244,0.21612240944054134,-0.07279013170330098,0.16451289909815836,-0.09845112933302887,0.25693225041221773,-0.2946105793013545,2.3804373259791762,0.16417032160636438,0.339003867350194,0.5999095368292877,0.75163194836218294,0.04418798324403779,4.79129158161035,0.14196904572383415,0.660996132649806,0.4968258110434416,M3A_PULSOS_CONJUNTOS,0.6650250926544095,0.8382388040699564,4.513037365072115,5.069545798148585,FALSE,TRUE,FALSE,0.7912915816103503,TRUE
2014-05-01,3.22,4.28,4,0.18306591092567603,1.314360792609714,-0.5345842542725247,0.21612240944054117,-0.07279013170330088,0.16451289909815872,-0.09845112933302894,0.2569322504122178,-0.2946105793013545,2.3421646220767367,0.16169635030210255,0.3390038673501941,0.5999095368292877,0.7553747407660418,0.04426496913799206,4.690898544084875,0.1410260368310345,0.660996132649806,0.4992997823477034,M3A_PULSOS_CONJUNTOS,0.6686169954788004,0.8421324860532833,4.414492591013628,4.967304497156121,FALSE,TRUE,FALSE,0.6908985440848747,TRUE
