indice_modelo,fecha,residuo_estandarizado,abs_residuo,z_robusto,abs_z_robusto,p_bilateral_normal,umbral_bonferroni,criterio_clasico,criterio_robusto,criterio_bonferroni,candidato_formal,JB_sin_observacion,reduccion_JB_al_excluir,ranking
37,2013-05-01,-0.28863755069670133,0.28863755069670133,-0.0747963374735246,0.0747963374735246,0.772858756641789,3.624950019619604,FALSE,FALSE,FALSE,FALSE,5.523869283997027,0.323679051059929,129
128,2020-12-01,-0.28802258455487556,0.28802258455487556,-0.07398707209687859,0.07398707209687859,0.7733294508912356,3.624950019619604,FALSE,FALSE,FALSE,FALSE,5.5238818248566695,0.3236665102002867,130
94,2018-02-01,-0.2842312677349479,0.2842312677349479,-0.06899788452119508,0.06899788452119508,0.7762331549777162,3.624950019619604,FALSE,FALSE,FALSE,FALSE,5.523970945997986,0.32357738905897016,131
103,2018-11-01,0.2833821549632017,0.2833821549632017,0.6779536288505686,0.6779536288505686,0.7768839062515982,3.624950019619604,FALSE,FALSE,FALSE,FALSE,5.753985332200102,0.09356300285685393,132
98,2018-06-01,-0.2795338884654332,0.2795338884654332,-0.06281636305969321,0.06281636305969321,0.7798351348473217,3.624950019619604,FALSE,FALSE,FALSE,FALSE,5.524109538121917,0.3234387969350392,133
178,2025-02-01,-0.2688663792880534,0.2688663792880534,-0.04877844252202409,0.04877844252202409,0.7880325100192966,3.624950019619604,FALSE,FALSE,FALSE,FALSE,5.5245400149960044,0.3230083200609517,134
151,2022-11-01,0.26282798066983154,0.26282798066983154,0.6509053403841694,0.6509053403841694,0.7926831680486555,3.624950019619604,FALSE,FALSE,FALSE,FALSE,5.73886992595595,0.10867840910100579,135
166,2024-02-01,0.2520566451364719,0.2520566451364719,0.6367307894381523,0.6367307894381523,0.8009972803623381,3.624950019619604,FALSE,FALSE,FALSE,FALSE,5.731122041268938,0.1164262937880185,136
110,2019-06-01,-0.2451829160792336,0.2451829160792336,-0.01761216283536488,0.01761216283536488,0.8063148037417633,3.624950019619604,FALSE,FALSE,FALSE,FALSE,5.526069476344784,0.3214788587121724,137
152,2022-12-01,-0.23848248311156517,0.23848248311156517,-0.008794720637371729,0.008794720637371729,0.8115068999283503,3.624950019619604,FALSE,FALSE,FALSE,FALSE,5.526645529326142,0.32090280573081387,138
56,2014-12-01,0.23735867011772452,0.23735867011772452,0.6173889729046979,0.6173889729046979,0.8123785500775407,3.624950019619604,FALSE,FALSE,FALSE,FALSE,5.720745734471558,0.12680260058539794,139
149,2022-09-01,-0.23721817757475003,0.23721817757475003,-0.007130956363441622,0.007130956363441622,0.8124875350669586,3.624950019619604,FALSE,FALSE,FALSE,FALSE,5.526761305031629,0.32078703002532727,140
45,2014-01-01,-0.23542160795417202,0.23542160795417202,-0.004766758577932048,0.004766758577932048,0.813881516586066,3.624950019619604,FALSE,FALSE,FALSE,FALSE,5.526929686132588,0.3206186489243681,141
184,2025-08-01,-0.23179931640892532,0.23179931640892532,0,0,0.8166938880241279,3.624950019619604,FALSE,FALSE,FALSE,FALSE,5.527282970490418,0.32026536456653787,142
126,2020-10-01,-0.2255333297089956,0.2255333297089956,0.00824573214994042,0.00824573214994042,0.8215643998206216,3.624950019619604,FALSE,FALSE,FALSE,FALSE,5.527937598774436,0.31961073628252024,143
194,2026-06-01,-0.22337706792269738,0.22337706792269738,0.011083267240011158,0.011083267240011158,0.8232420505898205,3.624950019619604,FALSE,FALSE,FALSE,FALSE,5.528175613048146,0.3193727220088105,144
78,2016-10-01,0.22272924398372734,0.22272924398372734,0.598137363352186,0.598137363352186,0.8237462396090236,3.624950019619604,FALSE,FALSE,FALSE,FALSE,5.710646161264196,0.13690217379275982,145
109,2019-05-01,-0.18882225857508383,0.18882225857508383,0.056555706939871074,0.056555706939871074,0.8502321258285045,3.624950019619604,FALSE,FALSE,FALSE,FALSE,5.5328776774544774,0.3146706576024787,146
99,2018-07-01,-0.1884726370368445,0.1884726370368445,0.057015791791025325,0.057015791791025325,0.85050616360376,3.624950019619604,FALSE,FALSE,FALSE,FALSE,5.532933772468465,0.3146145625884911,147
67,2015-11-01,-0.18396082466303365,0.18396082466303365,0.06295311629023762,0.06295311629023762,0.8540441877575318,3.624950019619604,FALSE,FALSE,FALSE,FALSE,5.5336729412336405,0.31387539382331564,148
90,2017-10-01,-0.1835546363923605,0.1835546363923605,0.06348764019569944,0.06348764019569944,0.8543628532571004,3.624950019619604,FALSE,FALSE,FALSE,FALSE,5.533740877202589,0.3138074578543675,149
132,2021-04-01,0.1779959500896394,0.1779959500896394,0.539270535620274,0.539270535620274,0.8587261563144617,3.624950019619604,FALSE,FALSE,FALSE,FALSE,5.6812175092397785,0.16633082581717762,150
189,2026-01-01,0.16116243010012848,0.16116243010012848,0.5171184463131373,0.5171184463131373,0.8719654706940404,3.624950019619604,FALSE,FALSE,FALSE,FALSE,5.67072589060655,0.17682244445040585,151
165,2024-01-01,0.14431558432224262,0.14431558432224262,0.4949488209200033,0.4949488209200033,0.8852512726184792,3.624950019619604,FALSE,FALSE,FALSE,FALSE,5.660553201985375,0.1869951330715809,152
123,2020-07-01,-0.1425986793896493,0.1425986793896493,0.11738367725441531,0.11738367725441531,0.8866071405169709,3.624950019619604,FALSE,FALSE,FALSE,FALSE,5.54176543463076,0.3057829004261965,153
77,2016-09-01,-0.1414269156110603,0.1414269156110603,0.11892566109893181,0.11892566109893181,0.8875326923812934,3.624950019619604,FALSE,FALSE,FALSE,FALSE,5.542029119381267,0.3055192156756892,154
173,2024-09-01,-0.13552440657922155,0.13552440657922155,0.12669307440826622,0.12669307440826622,0.8921972686087696,3.624950019619604,FALSE,FALSE,FALSE,FALSE,5.543386088700305,0.30416224635665134,155
41,2013-09-01,0.13480824843875433,0.13480824843875433,0.4824376317156533,0.4824376317156533,0.8927634840632959,3.624950019619604,FALSE,FALSE,FALSE,FALSE,5.654958768400829,0.19258956665612725,156
164,2023-12-01,0.12762113413910392,0.12762113413910392,0.4729797406788612,0.4729797406788612,0.8984488052712123,3.624950019619604,FALSE,FALSE,FALSE,FALSE,5.650800434869134,0.1967479001878223,157
121,2020-05-01,-0.1263440012507485,0.1263440012507485,0.1387740389860116,0.1387740389860116,0.8994596273395119,3.624950019619604,FALSE,FALSE,FALSE,FALSE,5.545591697513112,0.30195663754384405,158
101,2018-09-01,-0.12043172188735912,0.12043172188735912,0.1465543095739903,0.1465543095739903,0.9041411638348918,3.624950019619604,FALSE,FALSE,FALSE,FALSE,5.547073258402472,0.30047507665448414,159
171,2024-07-01,0.11511395908784142,0.11511395908784142,0.45652090979333054,0.45652090979333054,0.9083547957056705,3.624950019619604,FALSE,FALSE,FALSE,FALSE,5.6437105696371335,0.20383776541982268,160
146,2022-06-01,-0.1149262071731097,0.1149262071731097,0.1537992977706243,0.1537992977706243,0.9085036124023603,3.624950019619604,FALSE,FALSE,FALSE,FALSE,5.548495852347869,0.29905248270908746,161
192,2026-04-01,0.10843651424517248,0.10843651424517248,0.447733718843936,0.447733718843936,0.9136494377106186,3.624950019619604,FALSE,FALSE,FALSE,FALSE,5.640002141950902,0.2075461931060545,162
140,2021-12-01,0.0912963784546791,0.0912963784546791,0.4251781381333033,0.4251781381333033,0.9272570955473489,3.624950019619604,FALSE,FALSE,FALSE,FALSE,5.630730115387996,0.2168182196689603,163
156,2023-04-01,-0.07896110429235402,0.07896110429235402,0.20112761481015579,0.20112761481015579,0.9370635607053421,3.624950019619604,FALSE,FALSE,FALSE,FALSE,5.558802851430968,0.28874548362598773,164
65,2015-09-01,-0.07373477717229587,0.07373477717229587,0.20800520578245268,0.20800520578245268,0.9412214259146983,3.624950019619604,FALSE,FALSE,FALSE,FALSE,5.56044612045471,0.28710221460224616,165
127,2020-11-01,0.06040674009545485,0.06040674009545485,0.38452888426215404,0.38452888426215404,0.951831690642673,3.624950019619604,FALSE,FALSE,FALSE,FALSE,5.614930419382191,0.23261791567476475,166
24,2012-04-01,0.06031824424363495,0.06031824424363495,0.38441242804776476,0.38441242804776476,0.951902171596203,3.624950019619604,FALSE,FALSE,FALSE,FALSE,5.614886856115656,0.23266147894130018,167
51,2014-07-01,0.04106943419040438,0.04106943419040438,0.3590819351014902,0.3590819351014902,0.9672405420183677,3.624950019619604,FALSE,FALSE,FALSE,FALSE,5.605645021258577,0.24190331379837904,168
86,2017-06-01,0.040866692098974894,0.040866692098974894,0.3588151364213295,0.3588151364213295,0.9674021711080453,3.624950019619604,FALSE,FALSE,FALSE,FALSE,5.605550165763701,0.24199816929325557,169
120,2020-04-01,-0.02066338589924924,0.02066338589924924,0.2778445620113984,0.2778445620113984,0.9835141765992529,3.624950019619604,FALSE,FALSE,FALSE,FALSE,5.579196852649379,0.268351482407577,170
150,2022-10-01,0.019543183790709587,0.019543183790709587,0.33075444200444587,0.33075444200444587,0.984407787928714,3.624950019619604,FALSE,FALSE,FALSE,FALSE,5.5958655404979964,0.2516827945589597,171
191,2026-03-01,-0.01087967631542014,0.01087967631542014,0.29071944549335094,0.29071944549335094,0.9913194454907802,3.624950019619604,FALSE,FALSE,FALSE,FALSE,5.5830595209956515,0.26448881406130464,172
135,2021-07-01,0.0045494062181666095,0.0045494062181666095,0.3110233637721285,0.3110233637721285,0.9963701115390675,3.624950019619604,FALSE,FALSE,FALSE,FALSE,5.589404499437646,0.2581438356193102,173
