modelo,intento,convergencia,logLik,mensaje
TVP-AR(1) base,5,0,59.02427478488893,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
TVP-AR(1) base,2,0,59.02427478488789,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
TVP-AR(1) base,3,0,59.0242747848878,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
TVP-AR(1) base,4,0,59.02427478485371,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
TVP-AR(1) base,1,0,59.024274784057944,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
TVP-AR(1) base,6,0,59.0242747817251,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
