fecha,exp_inf_12m,exp_inf_24m,infl_gt,d_exp24,d_exp24_lag1,exp12_lag1,shock_inf,dummy_sep2012,alpha,se_alpha,rho,se_rho,gamma_sep2012,se_gamma_sep2012,beta_t,se_beta_t,beta_li_95,beta_ls_95,indice_anclaje,ajustado_tvp,residuo_tvp,residuo_estandarizado
2012-01-01,5.97,5.95,5.44,0.33000000000000007,-0.4399999999999995,3.77,1.6700000000000004,0,0.008519544502468777,0.014772194151755194,-0.3283947678711423,0.07020418598670747,NA,NA,0.05077718585293875,0.017550140510782682,0.01637954252818731,0.08517482917769019,-0.05077718585293875,0.23781114274017898,0.0921888572598211,NA
2012-02-01,6,6.11,5.17,0.16000000000000014,0.33000000000000007,4.25,0.9199999999999999,0,0.008519544502468782,0.0147721941517552,-0.32839476787114225,0.07020418598670747,NA,NA,0.05071139586145883,0.017251372169736982,0.01689932772487774,0.08452346399803992,-0.05071139586145883,-0.053196244702466075,0.21319624470246623,NA
2012-03-01,5.59,5.47,4.55,-0.6400000000000006,0.16000000000000014,6.26,-1.71,0,0.008519544502468787,0.014772194151754951,-0.32839476787114225,0.07020418598670748,NA,NA,0.050561788832740914,0.016953788892047603,0.01733297320283239,0.08379060446264944,-0.050561788832740914,-0.13048427726090098,-0.5095157227390996,NA
2012-04-01,5.84,5.54,4.27,0.07000000000000028,-0.6400000000000006,5.81,-1.54,0,0.008519544502468829,0.014772194151754807,-0.3283947678711422,0.07020418598670757,NA,NA,0.05003985986489262,0.016668341668154785,0.017370510513300963,0.08270920921648428,-0.05003985986489262,0.14163081174806538,-0.0716308117480651,1.9811568368766996
2012-05-01,5.26,5.28,3.9,-0.2599999999999998,0.07000000000000028,5.7,-1.8000000000000003,0,0.008519544502468808,0.014772194151754752,-0.32839476787114213,0.07020418598670737,NA,NA,0.04947079133742817,0.016386140882534143,0.01735454536206188,0.08158703731279446,-0.04947079133742817,-0.10351551365588195,-0.15648448634411782,0.8648922310470198
2012-06-01,4.89,5.11,3.47,-0.16999999999999993,-0.2599999999999998,5.45,-1.98,0,0.00851954450246882,0.014772194151754741,-0.32839476787114213,0.07020418598670745,NA,NA,0.048781355453897016,0.01611562739637166,0.017195306168741563,0.08036740473905246,-0.048781355453897016,-0.002684899649750383,-0.16731510035024955,0.508317051612807
2012-07-01,4.71,4.9,2.86,-0.20999999999999996,-0.16999999999999993,5.11,-2.2500000000000004,0,0.008519544502468833,0.01477219415175475,-0.32839476787114213,0.07020418598670744,NA,NA,0.04795035151846081,0.015857757201365463,0.01686971852820383,0.07903098450871779,-0.04795035151846081,-0.04354163587597387,-0.1664583641240261,0.5900436572152273
2012-08-01,4.44,4.55,2.71,-0.35000000000000053,-0.20999999999999996,5.57,-2.8600000000000003,0,0.00851954450246886,0.014772194151754809,-0.3283947678711421,0.07020418598670745,NA,NA,0.046959298545154377,0.015618976114769105,0.016346667884815595,0.07757192920549316,-0.046959298545154377,-0.05682114808373284,-0.2931788519162677,0.11499157138016214
2012-09-01,4.91,5.17,3.28,0.6200000000000001,-0.35000000000000053,5.68,-2.4,1,0.008519544502468931,0.014772194151754785,-0.3283947678711422,0.0702041859867075,NA,NA,0.04560993171779342,0.015416622454517895,0.015393906943686867,0.07582595649189998,-0.04560993171779342,0.01399387713466467,0.6060061228653354,4.680325789068347
2012-10-01,4.7,4.76,3.35,-0.41000000000000014,0.6200000000000001,5.89,-2.5399999999999996,0,0.008519544502468925,0.01477219415175482,-0.328394767871142,0.07020418598670745,NA,NA,0.04488208213237464,0.015233607060988157,0.015024760938202798,0.0747394033265465,-0.04488208213237464,-0.3090857001938707,-0.10091429980612943,1.0408825751618405
2012-11-01,4.48,4.82,3.11,0.0600000000000005,-0.41000000000000014,6.22,-3.11,0,0.008519544502468933,0.014772194151754828,-0.328394767871142,0.07020418598670745,NA,NA,0.04404469793975422,0.015081876703716222,0.014484762781196765,0.07360463309831167,-0.04404469793975422,0.0061823887370016095,0.05381761126299889,0.8479854565412787
2012-12-01,4.65,4.93,3.45,0.10999999999999943,0.0600000000000005,6.2,-2.75,0,0.008519544502468949,0.01477219415175489,-0.328394767871142,0.07020418598670744,NA,NA,0.04327883740774582,0.014969404711248881,0.01393934330369381,0.07261833151179782,-0.04327883740774582,-0.13020094444110072,0.24020094444110016,2.108625157489372
2013-01-01,4.53,4.83,3.86,-0.09999999999999964,0.10999999999999943,5.85,-1.9899999999999998,0,0.008519544502468952,0.014772194151754878,-0.328394767871142,0.07020418598670744,NA,NA,0.042795251820994584,0.01488792139527091,0.013615462081600298,0.07197504156038886,-0.042795251820994584,-0.11276643108713569,0.012766431087136043,0.4277848626306072
2013-02-01,4.41,4.61,4.18,-0.21999999999999975,-0.09999999999999964,5.81,-1.63,0,0.008519544502468949,0.014772194151754932,-0.32839476787114197,0.07020418598670748,NA,NA,0.04232252267605646,0.014815974034309325,0.013283747172929582,0.07136129817918334,-0.04232252267605646,-0.027626690672389,-0.19237330932761076,-1.032891718106901
2013-03-01,4.59,4.66,4.34,0.04999999999999982,-0.21999999999999975,6.13,-1.79,0,0.008519544502468935,0.014772194151754965,-0.3283947678711419,0.07020418598670747,NA,NA,0.04171579582993715,0.01474442009935227,0.012817263462278218,0.07061432819759608,-0.04171579582993715,0.006095118898532564,0.04390488110146726,0.3870458069737044
2013-04-01,4.85,4.93,4.13,0.2699999999999996,0.04999999999999982,6.19,-2.0600000000000005,0,0.008519544502468949,0.014772194151755041,-0.32839476787114197,0.0702041859867075,NA,NA,0.04114265285564196,0.014675125286441526,0.012379935825603535,0.06990536988568039,-0.04114265285564196,-0.09265405877371055,0.36265405877371015,2.481416408584833
2013-05-01,4.71,4.83,4.27,-0.09999999999999964,0.2699999999999996,5.74,-1.4700000000000006,0,0.008519544502468944,0.01477219415175507,-0.32839476787114197,0.07020418598670751,NA,NA,0.040888755312127434,0.01461539595483442,0.012243105620859583,0.06953440500339528,-0.040888755312127434,-0.1402535131315666,0.04025351313156694,0.40284182714175043
2013-06-01,4.87,5.21,4.79,0.3799999999999999,-0.09999999999999964,6.16,-1.37,0,0.008519544502468935,0.014772194151755172,-0.32839476787114197,0.07020418598670754,NA,NA,0.040660144113178684,0.014554460990510294,0.012133924757385353,0.06918636346897201,-0.040660144113178684,-0.01434537614547178,0.39434537614547166,2.289907780213617
2013-07-01,4.88,4.81,4.74,-0.40000000000000036,0.3799999999999999,5.88,-1.1399999999999997,0,0.008519544502468944,0.014772194151755012,-0.328394767871142,0.07020418598670751,NA,NA,0.04066240012042813,0.014488603991457216,0.012265258110908717,0.06905954212994754,-0.04066240012042813,-0.16262560342585305,-0.2373743965741473,-1.3364975646235977
2013-08-01,4.85,4.89,4.42,0.08000000000000007,-0.40000000000000036,5.95,-1.5300000000000002,0,0.008519544502468942,0.014772194151755036,-0.328394767871142,0.07020418598670751,NA,NA,0.04054901730740425,0.014416677446413189,0.012292848735703528,0.06880518587910497,-0.04054901730740425,0.07783745517059737,0.0021625448294027017,-0.3322865627451771
2013-09-01,4.84,4.91,4.21,0.020000000000000462,0.08000000000000007,6.43,-2.2199999999999998,0,0.00851954450246894,0.01477219415175496,-0.328394767871142,0.0702041859867075,NA,NA,0.040437048403440194,0.014339950402089515,0.012331262075254083,0.06854283473162631,-0.040437048403440194,-0.10752228438285966,0.12752228438286012,0.8957214318500777
2013-10-01,4.72,4.71,4.15,-0.20000000000000018,0.020000000000000462,6.51,-2.3599999999999994,0,0.008519544502468949,0.014772194151754906,-0.32839476787114197,0.07020418598670752,NA,NA,0.04044605682680656,0.014275093401741979,0.012467387883446923,0.0684247257701662,-0.04044605682680656,-0.0935010449662175,-0.10649895503378268,-0.5815632696776311
2013-11-01,4.69,4.7,4.63,-0.009999999999999787,-0.20000000000000018,6.06,-1.4299999999999997,0,0.00851954450246894,0.014772194151754806,-0.32839476787114197,0.07020418598670752,NA,NA,0.04034766079984406,0.014224815655839829,0.012467534427676494,0.06822778717201163,-0.04034766079984406,0.016501343132920405,-0.026501343132920192,-0.3456437671289709
2013-12-01,5.09,5.19,4.39,0.4900000000000002,-0.009999999999999787,5.62,-1.2300000000000004,0,0.00851954450246894,0.014772194151754793,-0.328394767871142,0.07020418598670751,NA,NA,0.040233070224172614,0.014168537202626294,0.012463247593409197,0.06800289285493603,-0.040233070224172614,-0.03768318419455204,0.5276831841945523,3.091644814026007
2014-01-01,4.73,4.94,4.14,-0.25,0.4900000000000002,5.95,-1.8100000000000005,0,0.00851954450246894,0.014772194151754814,-0.328394767871142,0.07020418598670751,NA,NA,0.040395839306685735,0.014104363139952895,0.012751795527503797,0.06803988308586767,-0.040395839306685735,-0.22551036089949192,-0.02448963910050808,0.034766578875146364
2014-02-01,4.56,4.68,3.5,-0.2600000000000007,-0.25,6.11,-2.6100000000000003,0,0.008519544502468944,0.014772194151754762,-0.328394767871142,0.07020418598670751,NA,NA,0.040539666386799976,0.014044700109710451,0.013012559998101754,0.06806677277549819,-0.040539666386799976,-0.0151902927992935,-0.24480970720070716,-1.5545684227845196
2014-03-01,4.46,4.54,3.25,-0.13999999999999968,-0.2600000000000007,5.47,-2.2199999999999998,0,0.008519544502468956,0.014772194151754835,-0.328394767871142,0.07020418598670752,NA,NA,0.040410448566865265,0.014002443026319507,0.012966164539704998,0.06785473259402552,-0.040410448566865265,0.004190988330525225,-0.1441909883305249,-0.9094132583805526
2014-04-01,4.51,4.66,3.27,0.1200000000000001,-0.13999999999999968,5.54,-2.27,0,0.008519544502468944,0.014772194151754773,-0.328394767871142,0.07020418598670752,NA,NA,0.04014444022064898,0.013967291758066297,0.012769051413275914,0.06751982902802205,-0.04014444022064898,-0.03663306729644446,0.15663306729644455,1.006756485111704
2014-05-01,4.19,4.28,3.22,-0.3799999999999999,0.1200000000000001,5.28,-2.06,0,0.008519544502468933,0.014772194151754719,-0.328394767871142,0.07020418598670751,NA,NA,0.040030372614429294,0.013941312157626297,0.012705902888251366,0.06735484234060722,-0.040030372614429294,-0.1133503952277925,-0.2666496047722074,-1.514660552610187
