term,estimate,std.error,statistic,p.value
(Intercept),-0.003804770044356604,0.016395933339845743,-0.23205571561517463,0.8167406100956393
d_inflacion_lag1,0.13989854548512468,0.028776327524633376,4.861584417447551,2.4074024107306613e-6
d_expectativa_lag1,-0.1893336216718363,0.06844059213891102,-2.766393681801492,0.006218932272905677
