fecha,ipc,ipc_sa,infl_interanual_base,infl_interanual_ipc,infl_mensual_sa,infl_mensual_sa_anualizada,infl_3m_sa_anualizada,infl_subyacente,exp_inf_24m,meta_inflacion
2022-03-01,88.4849614,88.47993810908663,4.17,4.086470683338916,1.4333176663077651,17.19981199569318,6.8926163374030125,3.47,3.8,4
2022-04-01,88.9611441,88.97013508759557,4.62,4.516455198742175,0.5524914322130314,6.629897186556377,9.597710414601934,3.71,3.94,4
2022-05-01,90.1232568,90.24617180369049,5.82,5.6544392973194135,1.424042602021558,17.088511224258696,13.639406802169418,4.12,4.01,4
2022-06-01,91.77289,91.73478807708244,7.55,7.28211272789574,1.6360497038069075,19.632596445682893,14.450334952165989,4.34,4.16,4
2022-07-01,92.7649374,92.51929962315089,8.36,8.025661542114104,0.8515591665967825,10.21870999916139,15.646605889700991,4.6,4.51,4
2022-08-01,93.3998477,93.24557672016395,8.87,8.502698606359349,0.7819355432824082,9.3832265193889,13.078177654744394,4.85,4.55,4
2022-09-01,93.7343094,93.74840780094168,9.03,8.648920512824265,0.5378058487122139,6.453670184546567,8.685202234365619,4.92,4.61,4
2022-10-01,94.6526619,94.70233941267183,9.7,9.261870948987385,1.0124022044536218,12.148826453443462,9.328574385792976,5.09,4.67,4
2022-11-01,94.6469931,94.66861673994374,9.17,8.770857541220511,-0.03561546476786859,-0.42738557721442305,6.058370353591869,5.03,4.8,4
2022-12-01,94.8680779,95.00100471667508,9.24,8.834317006977521,0.350491886308113,4.205902635697356,5.309114503975465,5.04,4.71,4
2023-01-01,95.225215,95.2779935259236,9.69,9.24923895443639,0.2911398603721693,3.493678324466032,2.424065127649655,5.24,4.62,4
2023-02-01,95.8317811,95.87537345952448,9.92,9.460649333491578,0.625028884184875,7.5003466102185,5.066642523460629,5.36,4.49,4
2023-03-01,96.194587,96.18912603367136,8.71,8.354047800635467,0.3267161334516544,3.920593601419853,4.971539512034795,5.08,4.43,4
2023-04-01,96.3589835,96.36872216100912,8.32,7.988093745214631,0.1865373767921952,2.238448521506342,4.553129577714898,4.99,4.39,4
2023-05-01,96.0131841,96.144132107174,6.54,6.330726302024647,-0.2333248411684252,-2.7998980940211027,1.1197146763016974,4.69,4.3,4
2023-06-01,96.2966262,96.25664612932016,4.93,4.811634581447599,0.11695798322985952,1.403495798758314,0.28068207541451784,4.32,4.24,4
2023-07-01,96.9712185,96.71444266207776,4.53,4.434547932435429,0.47447251758461206,5.693670211015345,1.4324226385841854,4.21,4.21,4
2023-08-01,97.5777846,97.41661281213128,4.47,4.376013609464913,0.7234012203118922,8.680814643742707,5.259326884505455,4.19,4.17,4
2023-09-01,98.1276623,98.14242149687708,4.69,4.58050230110576,0.7422945403530612,8.907534484236734,7.760673112998262,4.17,4.15,4
2023-10-01,99.3691388,99.42129170888636,4.98,4.862758973295644,1.2946588766435063,15.535906519722076,11.04141854923384,4.12,4.32,4
2023-11-01,98.7172219,98.73977544969756,4.3,4.210531002418794,-0.6878434356447194,-8.254121227736633,5.3964399254073925,4.05,4.43,4
2023-12-01,98.8305988,98.96907780346864,4.18,4.091998841547451,0.23195972543677,2.78351670524124,3.355100665742228,3.87,4.32,4
2024-01-01,98.856696,98.91148727238048,3.82,3.742651614835779,-0.05820736633950219,-0.6984883960740262,-2.0563643061898063,3.76,4.29,4
2024-02-01,98.994617,99.03964808348525,3.3,3.2471100698183264,0.12948733916742228,1.553848070009067,1.2129587930587604,3.71,4.28,4
2024-03-01,99.3001064,99.2944691333472,3.24,3.177355465377829,0.2569615290111571,3.083538348133885,1.3129660073563088,3.65,4.14,4
2024-04-01,99.5941332,99.6041988261254,3.36,3.302263053315979,0.3114449647303452,3.737339576764142,2.7915753316356984,3.63,4.02,4
2024-05-01,99.622505,99.75837559549906,3.76,3.6902576468760273,0.15466975239162295,1.8560370286994752,2.892304984532501,3.67,3.99,4
2024-06-01,99.7815547,99.74012776982735,3.62,3.5550059667865064,-0.01829369685966142,-0.21952436231593708,1.791284081049227,3.61,4.02,4
2024-07-01,100.63826,100.37177398550764,3.78,3.7118285475007617,0.6312950982988674,7.575541179586409,3.070684615323316,3.66,4.07,4
2024-08-01,100.575543,100.4094197359023,3.07,3.025926607014906,0.03749927982603651,0.44999135791243816,2.60200272506097,3.48,4.02,4
2024-09-01,100.196315,100.21138533903375,2.11,2.086210407312983,-0.197421659348862,-2.3690599121863443,1.8854908751041677,3.55,3.97,4
2024-10-01,100.525997,100.57875707446142,1.16,1.1574780058879242,0.3659264752184477,4.391117702621372,0.8240163827824887,3.62,3.96,4
2024-11-01,100.355602,100.37852986419207,1.66,1.646047974441256,-0.1992734670913876,-2.391281605096651,-0.12307460488720778,3.65,3.66,4
2024-12-01,100.513541,100.65437810067318,1.7,1.6885193482677252,0.2744310992632393,3.2931731911588713,1.7643364295611974,3.73,3.95,4
2025-01-01,101.017579,101.07356794066015,2.19,2.1623264880425985,0.41559977343537113,4.987197281224454,1.9630296224288912,3.98,3.76,4
2025-02-01,100.77,100.81583867709496,1.79,1.77752173733996,-0.25531741153521637,-3.0638089384225964,1.7388538446535762,3.92,3.79,4
2025-03-01,100.86,100.8542741781936,1.57,1.5586774097522849,0.03811720142348207,0.45740641708178487,0.7935982532945474,3.87,3.71,4
2025-04-01,101.06,101.07021377608842,1.47,1.4611140622553087,0.21388161723336907,2.566579406800429,-0.01327437151346089,3.82,3.62,4
2025-05-01,101.31,101.44817209304271,1.69,1.6797030183490769,0.3732587084853911,4.479104501824693,2.501030108568969,3.87,3.55,4
2025-06-01,101.56,101.51783470160402,1.79,1.7666413246159252,0.06864460940718686,0.8237353128862424,2.623139740503788,3.86,3.53,4
2025-07-01,101.81,101.5404112657009,1.17,1.1575827664608518,0.02223654014379406,0.2668384817255287,1.856559432145488,3.76,3.54,4
2025-08-01,101.75,101.58193685445042,1.17,1.1609707545424008,0.04088726790758557,0.4906472148910268,0.527073669834266,3.69,3.49,4
2025-09-01,101.67,101.68529199321914,1.47,1.46008627596812,0.10169386207685704,1.2203263449222843,0.6592706805129467,3.76,3.42,4
2025-10-01,101.79,101.8434234739241,1.26,1.2495496799229675,0.1553898791732955,1.864678550079546,1.1918840366309524,3.58,3.37,4
2025-11-01,102.1,102.1233264001944,1.73,1.7232826872556115,0.2744595402412564,3.293514482895077,2.126173125965636,3.56,3.3,4
2025-12-01,102.17,102.31315809026935,1.65,1.6345637861915563,0.18571219819918383,2.228546378390206,2.462246470454943,3.53,3.72,4
2026-01-01,101.99,102.04652790449404,0.96,0.9580218061074676,-0.2609422066487177,-3.1313064797846124,0.7969181271668901,3.42,3.64,4
2026-02-01,102.33,102.37654829638906,1.56,1.536219280635276,0.3228800629925921,3.874560755911105,0.9906002181722328,3.54,3.62,4
2026-03-01,103.38,103.37413111780342,2.5,2.4678103119313732,0.9697082327195794,11.636498792634953,4.126584356253815,3.68,3.61,4
2026-04-01,104.33,104.34054426340106,3.24,3.184455261611596,0.930526566913592,11.166318802963104,8.892459450503054,3.79,3.71,4
2026-05-01,104.2,104.34211363236652,2.86,2.8127006253680698,0.00150407224186466,0.01804886690237595,7.606955487500144,3.76,3.74,4
2026-06-01,103.87,103.8268756445019,2.27,2.2490360403242704,-0.4950199756366125,-5.94023970763935,1.7480426540753768,3.74,3.71,4
