especificacion,c_inicial,c_final,lambda_inicial,lambda_final,pi_estrella_inicial,pi_estrella_final,MAE_ancla_meta,porcentaje_ancla_dentro_banda,radio_espectral_maximo,p_Ljung_Box_inflacion_12,p_Ljung_Box_expectativa_12
Modelo base TVP-VAR,0.18438591434244292,0.08874326293762791,0.753486648172879,0.8813553666675368,6.391604626833373,3.85142924034034,0.45505535605977643,85.27918781725889,0.9436436731269435,0,0.2000447765605774
