fecha_inicial,fecha_final,observaciones,lambda_promedio,lambda_inicial,lambda_final,lambda_minimo,fecha_lambda_minimo,lambda_maximo,fecha_lambda_maximo,porcentaje_lambda_fuera_0_1,pi_estrella_promedio,pi_estrella_inicial,pi_estrella_final,MAE_pi_estrella_meta,RMSE_pi_estrella_meta,porcentaje_ancla_dentro_banda_meta,porcentaje_meses_estables,radio_espectral_maximo,c0_promedio,c_promedio,d_estimado
2010-02-01,2026-06-01,197,0.828756670635635,0.7534866481733968,0.8813553666674869,0.7525400158559822,2010-03-01,0.8894482021295327,2023-04-01,0,4.566295743694542,6.39160462683083,3.8514292403404076,0.45505535605964575,0.6081769230176323,85.27918781725889,100,0.9436436731269406,2.810680123997009,0.12808579180751506,0.2520246348692567
