fecha,residuo_inflacion,residuo_expectativa
2021-02-01,1.57451753180621,0.885638983821611
2021-03-01,0.0977880929395202,-0.39555319912704
2021-04-01,-0.746514122147766,0.128002210495856
2021-05-01,0.17788150212223,0.51479015337352
2021-06-01,-1.93257519212694,-0.533843404109821
2021-07-01,-0.17707670587043,0.0434033762829647
2021-08-01,-0.376203626201132,0.30969864355853
2021-09-01,0.00736298930381784,0.610908544392176
2021-10-01,-1.29182814023157,-1.20854003342503
2021-11-01,-0.320736834647207,0.861483049557023
2021-12-01,0.0767639263871219,0.133817786640229
2022-01-01,-0.526791258045832,0.408338543856189
2022-02-01,-0.0435891690550129,-0.520010481401548
2022-03-01,1.85276941893783,-0.843328618274125
2022-04-01,0.855177692111863,-0.449235605892081
2022-05-01,2.20769695988107,-0.37079407143358
2022-06-01,3.25750360281493,-0.235676872860041
2022-07-01,1.74752799056698,0.426277095104213
2022-08-01,1.17676324530868,-0.360413844904905
2022-09-01,0.507501727969936,-0.236650873189733
2022-10-01,1.29147333273663,-0.0108204749257916
2022-11-01,-0.772277440754577,0.198538869927186
2022-12-01,0.297653476606965,-0.171886960292885
2023-01-01,0.884631356090223,-0.47953257537775
2023-02-01,0.436531442673371,-1.05577640063692
2023-03-01,-1.98765470109257,-0.927535237603142
2023-04-01,-0.528218790542027,-0.173592320261348
2023-05-01,-2.86539095608548,-0.325771952475384
2023-06-01,-2.6396433100446,0.408300605729041
2023-07-01,-0.694888407138149,0.899774101295435
2023-08-01,-0.149850954685537,0.596165524032778
2023-09-01,0.322735725808866,0.376624810361992
2023-10-01,0.461876425404349,1.03221430725245
2023-11-01,-1.1629491078845,0.941978619694521
2023-12-01,-0.255217677302275,0.26617456873718
2024-01-01,-0.689269855389375,0.223076427124775
2024-02-01,-1.00179612816661,0.294756752285966
2024-03-01,-0.26061139188738,-0.258419707125707
2024-04-01,0.0331746721398507,-0.582834599375224
2024-05-01,0.517132487174139,-0.466578910745385
2024-06-01,-0.374700457648714,-0.313648941371332
2024-07-01,0.131647347468242,0.0470836832022684
2024-08-01,-1.34358331177894,-0.345058398267674
2024-09-01,-1.84101233638913,-0.13841146563437
2024-10-01,-1.9035185810194,0.309896627288222
2024-11-01,0.514774834870747,-0.853784155970323
2024-12-01,-0.250266030944069,1.00298520852992
2025-01-01,0.545165217586147,-0.606311731652109
2025-02-01,-0.949454782691256,-0.268241821632471
2025-03-01,-0.66317525244205,-0.457916710509587
2025-04-01,-0.470403966737647,-0.588305198773956
2025-05-01,0.0723381434545578,-0.620867235805202
2025-06-01,-0.116599650126556,-0.558498323476158
2025-07-01,-1.33614965352721,-0.37187212282302
2025-08-01,-0.304922686360426,-0.261019221695447
2025-09-01,0.212448715673405,-0.476732506858106
2025-10-01,-0.638439073719672,-0.640060539526798
2025-11-01,0.516265777908383,-0.658471894344165
2025-12-01,-0.394680282584273,1.50944348474092
2026-01-01,-1.42619326849175,0.196664729532306
2026-02-01,0.743569567636102,0.460647346221625
2026-03-01,1.36337383107012,0.0334442082386357
2026-04-01,1.0862695908161,0.107334384895299
2026-05-01,-0.776403236368628,-0.231942886524721
2026-06-01,-1.1633364029228,-0.177666995215745
