"inflacion_promedio","inflacion_sd","exp12_promedio","exp12_sd","exp24_promedio","exp24_sd","gap_inf_abs_prom","gap_exp12_abs_prom","gap_exp24_abs_prom","pct_inf_dentro_banda","pct_exp12_dentro_banda","pct_exp24_dentro_banda"
4.03391984674219,1.77064399771291,4.43427135678392,0.80547642388089,4.4448743718593,0.698137391543523,1.26109156391391,0.557587939698492,0.456231155778894,53.2663316582915,86.9346733668342,92.462311557789
