fecha_fin,beta_roll,se_roll,beta_low95,beta_up95
2017-12-01,0.12170619703056638,0.03531261546296094,0.05249347072316295,0.19091892333796984
2018-01-01,0.122791640590243,0.03523374279493252,0.053733504712175265,0.19184977646831075
2018-02-01,0.12448037471404942,0.03481312933007839,0.05624664122709577,0.19271410820100307
2018-03-01,0.1240064595472354,0.034925713026674354,0.05555206201495366,0.19246085707951713
2018-04-01,0.12559136741086124,0.034325305397664804,0.058313768831438226,0.19286896599028425
2018-05-01,0.1251861103578988,0.03429608626915067,0.0579657812703635,0.19240643944543412
2018-06-01,0.11934737243242106,0.03342631101548059,0.05383180284207911,0.18486294202276302
2018-07-01,0.1193430695148468,0.03082944227397238,0.05891736265786093,0.17976877637183267
2018-08-01,0.11887404298435716,0.03065012077514171,0.05879980626507941,0.17894827970363492
2018-09-01,0.11583233678814818,0.030316634643831965,0.05641173288623753,0.17525294069005884
2018-10-01,0.11297954655674983,0.029935665153261605,0.054305642856357084,0.17165345025714257
2018-11-01,0.1077863290002444,0.030237345200487396,0.04852113240728911,0.1670515255931997
2018-12-01,0.10057562357548715,0.026841141058859635,0.04796698710012226,0.15318426005085203
2019-01-01,0.094658984048874,0.02758390109661321,0.04059453789951211,0.1487234301982359
2019-02-01,0.09333714679413042,0.02735934255066289,0.03971283539483116,0.14696145819342968
2019-03-01,0.09271106533768848,0.02767030530690126,0.03847726693616201,0.14694486373921495
2019-04-01,0.09468762033095393,0.02742814034162595,0.04092846526136707,0.1484467754005408
2019-05-01,0.08694736871717668,0.02681316389074699,0.034393567491312574,0.1395011699430408
2019-06-01,0.08805979411966555,0.026700642440617307,0.03572653493605563,0.14039305330327548
2019-07-01,0.09149532147603183,0.02713971826600445,0.038301473674663106,0.14468916927740055
2019-08-01,0.08787515264402343,0.02541462739726012,0.0380624829453936,0.13768782234265325
2019-09-01,0.08730462797369361,0.023342020495769552,0.04155426780198529,0.13305498814540193
2019-10-01,0.0861991989170296,0.022444121244942782,0.042208721276941745,0.13018967655711744
2019-11-01,0.08422944547912672,0.02236509014349891,0.04039386879786886,0.1280650221603846
2019-12-01,0.08725438265907022,0.02254366169365879,0.04306880573949899,0.13143995957864146
2020-01-01,0.07433971940279199,0.02218436618851616,0.03085836167330032,0.11782107713228367
2020-02-01,0.08298380628924924,0.02048631078269065,0.04283063715517557,0.12313697542332291
2020-03-01,0.0754216381951247,0.020597077984306857,0.035051365345883254,0.11579191104436613
2020-04-01,0.06904373227830442,0.019873333430614898,0.030091998754299222,0.10799546580230962
2020-05-01,0.06475634028314543,0.019295126158866478,0.026937893011767133,0.10257478755452373
2020-06-01,0.06860571714103063,0.019196299552684544,0.030980970017768922,0.10623046426429233
2020-07-01,0.06748149073401513,0.019332666875529675,0.029589463657976968,0.1053735178100533
2020-08-01,0.0632324787634686,0.018873872802182518,0.02623968807119087,0.10022526945574634
2020-09-01,0.06332967544895791,0.01833471786493585,0.027393628433683648,0.09926572246423218
2020-10-01,0.06341237311696918,0.01773628847646542,0.02864924770309696,0.0981754985308414
2020-11-01,0.06363880829832846,0.017319969192036228,0.029691668681937455,0.09758594791471947
2020-12-01,0.06158351698246057,0.016833439869276073,0.028589974838679463,0.09457705912624167
2021-01-01,0.056722627933547126,0.01733308754729837,0.02274977634084232,0.09069547952625193
2021-02-01,0.05796729815579091,0.01669151162645117,0.025251935367946614,0.0906826609436352
2021-03-01,0.0558144850939291,0.01643813442179436,0.023595741627212154,0.08803322856064605
2021-04-01,0.05478253059275287,0.016122846184513956,0.023181752071105517,0.08638330911440023
2021-05-01,0.0547317553489217,0.016032189168060495,0.02330866457952313,0.08615484611832026
2021-06-01,0.05393969534889921,0.01594755613217343,0.02268248532983929,0.08519690536795912
2021-07-01,0.05424676666869039,0.01605841230342235,0.022772278553982582,0.0857212547833982
2021-08-01,0.05395766119246415,0.016128070458564205,0.022346643093678314,0.08556867929124999
2021-09-01,0.05406898487515671,0.016175372096714467,0.022365255565596355,0.08577271418471707
2021-10-01,0.057693614070462584,0.016625797047071924,0.025107051858201612,0.09028017628272356
2021-11-01,0.05279700938872451,0.016881726344696608,0.019708825753119157,0.08588519302432987
2021-12-01,0.052985278930210315,0.016781153032151427,0.02009421898719352,0.08587633887322711
2022-01-01,0.049722311214623914,0.01642320115734558,0.01753283694622658,0.08191178548302125
2022-02-01,0.05120011451584951,0.016420856271937616,0.019015236222851783,0.08338499280884723
2022-03-01,0.04965596457245617,0.016301725480737224,0.017704582630211213,0.08160734651470113
2022-04-01,0.05032785767651654,0.015814679153104666,0.019331086536431397,0.08132462881660169
2022-05-01,0.04924369989857356,0.014554748246367419,0.020716393335693417,0.0777710064614537
2022-06-01,0.04788849954787751,0.013449599214448014,0.0215272850875594,0.07424971400819562
2022-07-01,0.052029800012028546,0.012461519950380095,0.02760522090928356,0.07645437911477353
2022-08-01,0.04575652757505858,0.011698063337923705,0.022828323432728122,0.06868473171738904
2022-09-01,0.04259160420899812,0.010799015181156219,0.021425534453931933,0.06375767396406432
2022-10-01,0.03890338367839349,0.009985394929055582,0.019332009617444548,0.05847475773934242
2022-11-01,0.03854769805141582,0.009552658660636766,0.01982448707656776,0.05727090902626388
2022-12-01,0.035804396647288655,0.009492397543459314,0.017199297462108402,0.05440949583246891
2023-01-01,0.03163760122843409,0.009286703768381026,0.013435661842407281,0.0498395406144609
2023-02-01,0.02544583303297438,0.009092614461725454,0.007624308687992493,0.04326735737795627
2023-03-01,0.023587207079722644,0.008933675837867193,0.006077202437502947,0.04109721172194234
2023-04-01,0.021653861362200304,0.008744560574465566,0.0045145226362477975,0.03879320008815281
2023-05-01,0.02119217554442068,0.008778269115287767,0.003986768078456656,0.038397583010384706
2023-06-01,0.021174332616431733,0.008795519573172556,0.003935114253013523,0.03841355097984994
2023-07-01,0.02099133794342466,0.008870441828339744,0.0036052719598787634,0.03837740392697056
2023-08-01,0.021053508950259994,0.008899815267632416,0.0036098710257004597,0.03849714687481953
2023-09-01,0.021072099236661663,0.008899163809356467,0.0036297381703229888,0.038514460303000334
2023-10-01,0.021210044688684114,0.009025041040229121,0.003520964249835036,0.03889912512753319
2023-11-01,0.022164101334788366,0.00898396137546261,0.004555537038881653,0.03977266563069508
2023-12-01,0.022083982262431377,0.009145527620314777,0.004158748126614414,0.04000921639824834
2024-01-01,0.021329541968384665,0.008710056921994485,0.004257830401275475,0.038401253535493854
2024-02-01,0.02114051650597644,0.008511427069420695,0.0044581194499118786,0.037822913562041
2024-03-01,0.022114103574557717,0.008466474396063607,0.005519813758273047,0.03870839339084239
2024-04-01,0.02258102373715994,0.008475231240142074,0.005969570506481475,0.039192476967838404
2024-05-01,0.022666692964913127,0.008426515732404462,0.00615072212940038,0.03918266380042587
2024-06-01,0.022507158294722242,0.008427136958657695,0.0059899698557531605,0.039024346733691324
2024-07-01,0.02275777978369379,0.008130179838193669,0.006822627300834199,0.038692932266553376
2024-08-01,0.022662087475357057,0.008162468212198674,0.006663649779447656,0.03866052517126646
2024-09-01,0.020890973451042835,0.008193171831566483,0.004832356661172529,0.03694959024091314
2024-10-01,0.019198010101912397,0.008109930293269466,0.003302546727104245,0.03509347347672055
2024-11-01,0.022607220633357177,0.008287726992548526,0.006363275727962064,0.038851165538752286
2024-12-01,0.01861191299111206,0.008683380165413113,0.0015924878669023555,0.035631338115321765
2025-01-01,0.02063313042051165,0.00879940146391633,0.0033863035512356407,0.03787995728978766
2025-02-01,0.01704999414026754,0.008760401931959611,-1.2039364637329852e-4,0.03422038192690838
2025-03-01,0.019623254300277126,0.008606564917461002,0.002754387062053564,0.03649212153850069
2025-04-01,0.020384897856394024,0.008607964970433004,0.003513286514345338,0.037256509198442714
2025-05-01,0.020961870908965768,0.008594648601476443,0.004116359650071941,0.037807382167859595
2025-06-01,0.0195454151162187,0.00847817688755097,0.0029281884166188,0.0361626418158186
2025-07-01,0.01956126302753946,0.008296141206984964,0.003300826261848931,0.03582169979322999
2025-08-01,0.019496287403223327,0.00819320929552282,0.0034375971839986016,0.03555497762244805
2025-09-01,0.01941682963599054,0.008133951815291123,0.003474284078019939,0.035359375193961144
2025-10-01,0.018538631366328377,0.007990586626696591,0.0028770815780030587,0.034200181154653696
2025-11-01,0.0181499714358951,0.00791746538454474,0.002631739282187408,0.03366820358960279
