fecha,exp_inf_24m,infl_gt,meta_inflacion,tcdep,exp_gap_24,infl_gap,exp_gap_24_lag1,infl_gap_lag1,tcdep_lag1
2016-02-01,4.09,4.27,4,0.21517098592243045,0.08999999999999986,0.2699999999999996,-0.20000000000000018,0.3799999999999999,0.1677613290103075
2016-03-01,3.99,4.26,4,1.1818199898057102,-0.009999999999999787,0.2599999999999998,0.08999999999999986,0.2699999999999996,0.21517098592243045
2016-04-01,4.19,4.09,4,0.5654663203191301,0.1900000000000004,0.08999999999999986,-0.009999999999999787,0.2599999999999998,1.1818199898057102
2016-05-01,4.16,4.36,4,-0.4405729638299327,0.16000000000000014,0.3600000000000003,0.1900000000000004,0.08999999999999986,0.5654663203191301
2016-06-01,4.39,4.43,4,-0.115557125003507,0.3899999999999997,0.4299999999999997,0.16000000000000014,0.3600000000000003,-0.4405729638299327
2016-07-01,4.41,4.62,4,-0.5692010737145203,0.41000000000000014,0.6200000000000001,0.3899999999999997,0.4299999999999997,-0.115557125003507
2016-08-01,4.45,4.74,4,-1.477000202470835,0.4500000000000002,0.7400000000000002,0.41000000000000014,0.6200000000000001,-0.5692010737145203
2016-09-01,4.42,4.56,4,-2.2027219551115973,0.41999999999999993,0.5599999999999996,0.4500000000000002,0.7400000000000002,-1.477000202470835
2016-10-01,4.43,4.76,4,-2.4435944773979923,0.4299999999999997,0.7599999999999998,0.41999999999999993,0.5599999999999996,-2.2027219551115973
2016-11-01,4.6,4.67,4,-1.8914956501934643,0.5999999999999996,0.6699999999999999,0.4299999999999997,0.7599999999999998,-2.4435944773979923
2016-12-01,4.66,4.23,4,-1.443897072660949,0.6600000000000001,0.23000000000000043,0.5999999999999996,0.6699999999999999,-1.8914956501934643
2017-01-01,4.4,3.83,4,-1.6673184195426405,0.40000000000000036,-0.16999999999999993,0.6600000000000001,0.23000000000000043,-1.443897072660949
2017-02-01,4.46,3.96,4,-3.330072905488546,0.45999999999999996,-0.040000000000000036,0.40000000000000036,-0.16999999999999993,-1.6673184195426405
2017-03-01,4.28,4,4,-4.745460038316063,0.28000000000000025,0,0.45999999999999996,-0.040000000000000036,-3.330072905488546
2017-04-01,4.51,4.09,4,-5.214843916534728,0.5099999999999998,0.08999999999999986,0.28000000000000025,0,-4.745460038316063
2017-05-01,4.17,3.93,4,-4.228883976498676,0.16999999999999993,-0.06999999999999984,0.5099999999999998,0.08999999999999986,-5.214843916534728
2017-06-01,4.26,4.36,4,-3.991615686361949,0.2599999999999998,0.3600000000000003,0.16999999999999993,-0.06999999999999984,-4.228883976498676
2017-07-01,4.48,5.22,4,-3.995712673754648,0.4800000000000004,1.2199999999999998,0.2599999999999998,0.3600000000000003,-3.991615686361949
2017-08-01,4.51,4.72,4,-3.502655560153589,0.5099999999999998,0.7199999999999998,0.4800000000000004,1.2199999999999998,-3.995712673754648
2017-09-01,4.75,4.36,4,-3.0224655542499423,0.75,0.3600000000000003,0.5099999999999998,0.7199999999999998,-3.502655560153589
2017-10-01,4.53,4.2,4,-2.0853625468216563,0.5300000000000002,0.20000000000000018,0.75,0.3600000000000003,-3.0224655542499423
2017-11-01,4.63,4.69,4,-2.313989234662306,0.6299999999999999,0.6900000000000004,0.5300000000000002,0.20000000000000018,-2.0853625468216563
2017-12-01,4.56,5.68,4,-2.2034838653937516,0.5599999999999996,1.6799999999999997,0.6299999999999999,0.6900000000000004,-2.313989234662306
2018-01-01,4.71,4.71,4,-2.403709298763568,0.71,0.71,0.5599999999999996,1.6799999999999997,-2.2034838653937516
2018-02-01,4.56,4.15,4,-0.6970452363166402,0.5599999999999996,0.15000000000000036,0.71,0.71,-2.403709298763568
2018-03-01,4.62,4.14,4,0.4530223372852582,0.6200000000000001,0.13999999999999968,0.5599999999999996,0.15000000000000036,-0.6970452363166402
2018-04-01,4.46,3.92,4,0.88370574051575,0.45999999999999996,-0.08000000000000007,0.6200000000000001,0.13999999999999968,0.4530223372852582
2018-05-01,4.48,4.09,4,1.3734853675361205,0.4800000000000004,0.08999999999999986,0.45999999999999996,-0.08000000000000007,0.88370574051575
2018-06-01,4.43,3.79,4,1.907840090563773,0.4299999999999997,-0.20999999999999996,0.4800000000000004,0.08999999999999986,1.3734853675361205
2018-07-01,4.36,2.61,4,2.41213318077258,0.3600000000000003,-1.3900000000000001,0.4299999999999997,-0.20999999999999996,1.907840090563773
2018-08-01,4.33,3.36,4,3.05264953140727,0.33000000000000007,-0.6400000000000001,0.3600000000000003,-1.3900000000000001,2.41213318077258
2018-09-01,4.32,4.55,4,4.714202777728893,0.3200000000000003,0.5499999999999998,0.33000000000000007,-0.6400000000000001,3.05264953140727
2018-10-01,4.32,4.34,4,5.053599554384203,0.3200000000000003,0.33999999999999986,0.3200000000000003,0.5499999999999998,4.714202777728893
2018-11-01,4.47,3.15,4,4.897089786163433,0.46999999999999975,-0.8500000000000001,0.3200000000000003,0.33999999999999986,5.053599554384203
2018-12-01,4.38,2.31,4,5.166247979874505,0.3799999999999999,-1.69,0.46999999999999975,-0.8500000000000001,4.897089786163433
2019-01-01,4.07,4.1,4,5.1185789278867855,0.07000000000000028,0.09999999999999964,0.3799999999999999,-1.69,5.166247979874505
2019-02-01,4.25,4.46,4,5.0115860540788315,0.25,0.45999999999999996,0.07000000000000028,0.09999999999999964,5.1185789278867855
2019-03-01,4.35,4.17,4,3.946094687206747,0.34999999999999964,0.16999999999999993,0.25,0.45999999999999996,5.0115860540788315
2019-04-01,4.3,4.75,4,3.212976854570604,0.2999999999999998,0.75,0.34999999999999964,0.16999999999999993,3.946094687206747
2019-05-01,4.39,4.54,4,3.009583601718546,0.3899999999999997,0.54,0.2999999999999998,0.75,3.212976854570604
2019-06-01,4.36,4.8,4,2.893142891331868,0.3600000000000003,0.7999999999999998,0.3899999999999997,0.54,3.009583601718546
2019-07-01,4.6,4.37,4,2.5225401275192905,0.5999999999999996,0.3700000000000001,0.3600000000000003,0.7999999999999998,2.893142891331868
2019-08-01,4.53,3.01,4,2.242690832800331,0.5300000000000002,-0.9900000000000002,0.5999999999999996,0.3700000000000001,2.5225401275192905
2019-09-01,4.34,1.8,4,0.6716177254021627,0.33999999999999986,-2.2,0.5300000000000002,-0.9900000000000002,2.242690832800331
2019-10-01,4.22,2.17,4,0.4995343067037528,0.21999999999999975,-1.83,0.33999999999999986,-2.2,0.6716177254021627
2019-11-01,4.25,2.92,4,0.04751253535948407,0.25,-1.08,0.21999999999999975,-1.83,0.4995343067037528
2019-12-01,4.1,3.41,4,-0.5369436576010411,0.09999999999999964,-0.5899999999999999,0.25,-1.08,0.04751253535948407
2020-01-01,4.11,1.78,4,-0.4348942976195147,0.11000000000000032,-2.2199999999999998,0.09999999999999964,-0.5899999999999999,-0.5369436576010411
2020-02-01,3.85,1.24,4,-1.160145181985195,-0.1499999999999999,-2.76,0.11000000000000032,-2.2199999999999998,-0.4348942976195147
2020-03-01,3.99,1.77,4,-0.05241199995604795,-0.009999999999999787,-2.23,-0.1499999999999999,-2.76,-1.160145181985195
2020-04-01,3.97,1.88,4,0.8212064944382647,-0.029999999999999805,-2.12,-0.009999999999999787,-2.23,-0.05241199995604795
2020-05-01,3.96,1.8,4,0.403699809281699,-0.040000000000000036,-2.2,-0.029999999999999805,-2.12,0.8212064944382647
2020-06-01,3.77,2.39,4,-0.09824431827620828,-0.22999999999999998,-1.6099999999999999,-0.040000000000000036,-2.2,0.403699809281699
2020-07-01,3.9,2.88,4,0.26095430705685985,-0.10000000000000009,-1.12,-0.22999999999999998,-1.6099999999999999,-0.09824431827620828
2020-08-01,3.92,4.19,4,0.4469895614583663,-0.08000000000000007,0.1900000000000004,-0.10000000000000009,-1.12,0.26095430705685985
2020-09-01,3.99,4.97,4,0.6631537831609968,-0.009999999999999787,0.9699999999999998,-0.08000000000000007,0.1900000000000004,0.4469895614583663
2020-10-01,4.15,5.34,4,0.2367467884580865,0.15000000000000036,1.3399999999999999,-0.009999999999999787,0.9699999999999998,0.6631537831609968
2020-11-01,4.27,5.46,4,1.0910503794531845,0.2699999999999996,1.46,0.15000000000000036,1.3399999999999999,0.2367467884580865
2020-12-01,4.26,4.82,4,1.45404568357117,0.2599999999999998,0.8200000000000003,0.2699999999999996,1.46,1.0910503794531845
2021-01-01,4.12,5.24,4,1.2199769433562049,0.1200000000000001,1.2400000000000002,0.2599999999999998,0.8200000000000003,1.45404568357117
2021-02-01,4.39,6,4,1.2574581003577112,0.3899999999999997,2,0.1200000000000001,1.2400000000000002,1.2199769433562049
2021-03-01,4.34,5.84,4,0.439802975233583,0.33999999999999986,1.8399999999999999,0.3899999999999997,2,1.2574581003577112
2021-04-01,4.39,5.2,4,0.1198095992582804,0.3899999999999997,1.2000000000000002,0.33999999999999986,1.8399999999999999,0.439802975233583
2021-05-01,4.41,5.17,4,0.21113792087530392,0.41000000000000014,1.17,0.3899999999999997,1.2000000000000002,0.1198095992582804
2021-06-01,4.23,3.91,4,0.5323907388750548,0.23000000000000043,-0.08999999999999986,0.41000000000000014,1.17,0.21113792087530392
2021-07-01,4.12,3.82,4,0.6362573712623387,0.1200000000000001,-0.18000000000000016,0.23000000000000043,-0.08999999999999986,0.5323907388750548
2021-08-01,4.14,3.62,4,0.42994468118222606,0.13999999999999968,-0.3799999999999999,0.1200000000000001,-0.18000000000000016,0.6362573712623387
2021-09-01,4.2,3.67,4,-0.3272074120373336,0.20000000000000018,-0.33000000000000007,0.13999999999999968,-0.3799999999999999,0.42994468118222606
2021-10-01,3.89,2.96,4,-0.6430910121986155,-0.10999999999999988,-1.04,0.20000000000000018,-0.33000000000000007,-0.3272074120373336
2021-11-01,4.08,2.89,4,-0.7410740876149902,0.08000000000000007,-1.1099999999999999,-0.10999999999999988,-1.04,-0.6430910121986155
2021-12-01,4.02,3.07,4,-0.9764527686761504,0.019999999999999574,-0.9300000000000002,0.08000000000000007,-1.1099999999999999,-0.7410740876149902
2022-01-01,4.09,2.87,4,-1.1258912933418852,0.08999999999999986,-1.13,0.019999999999999574,-0.9300000000000002,-0.9764527686761504
2022-02-01,3.92,2.98,4,-0.6069793644601695,-0.08000000000000007,-1.02,0.08999999999999986,-1.13,-1.1258912933418852
2022-03-01,3.8,4.17,4,-0.3401086502131445,-0.20000000000000018,0.16999999999999993,-0.08000000000000007,-1.02,-0.6069793644601695
2022-04-01,3.94,4.62,4,-0.6971145747676211,-0.06000000000000005,0.6200000000000001,-0.20000000000000018,0.16999999999999993,-0.3401086502131445
2022-05-01,4.01,5.82,4,-0.5858259507799612,0.009999999999999787,1.8200000000000003,-0.06000000000000005,0.6200000000000001,-0.6971145747676211
2022-06-01,4.16,7.55,4,-0.04456196637376841,0.16000000000000014,3.55,0.009999999999999787,1.8200000000000003,-0.5858259507799612
2022-07-01,4.51,8.36,4,-0.07249259095445382,0.5099999999999998,4.359999999999999,0.16000000000000014,3.55,-0.04456196637376841
2022-08-01,4.55,8.87,4,-0.09154218091511623,0.5499999999999998,4.869999999999999,0.5099999999999998,4.359999999999999,-0.07249259095445382
2022-09-01,4.61,9.03,4,0.882726496476316,0.6100000000000003,5.029999999999999,0.5499999999999998,4.869999999999999,-0.09154218091511623
2022-10-01,4.67,9.7,4,1.7146068170812434,0.6699999999999999,5.699999999999999,0.6100000000000003,5.029999999999999,0.882726496476316
2022-11-01,4.8,9.17,4,1.0622813939689113,0.7999999999999998,5.17,0.6699999999999999,5.699999999999999,1.7146068170812434
2022-12-01,4.71,9.24,4,1.830289345936409,0.71,5.24,0.7999999999999998,5.17,1.0622813939689113
2023-01-01,4.62,9.69,4,1.8791258153760817,0.6200000000000001,5.6899999999999995,0.71,5.24,1.830289345936409
2023-02-01,4.49,9.92,4,1.7148870076763243,0.4900000000000002,5.92,0.6200000000000001,5.6899999999999995,1.8791258153760817
2023-03-01,4.43,8.71,4,1.430580571455975,0.4299999999999997,4.710000000000001,0.4900000000000002,5.92,1.7148870076763243
2023-04-01,4.39,8.32,4,1.7636179939993113,0.3899999999999997,4.32,0.4299999999999997,4.710000000000001,1.430580571455975
2023-05-01,4.3,6.54,4,1.8012560251701617,0.2999999999999998,2.54,0.3899999999999997,4.32,1.7636179939993113
2023-06-01,4.24,4.93,4,1.3259952239857764,0.2400000000000002,0.9299999999999997,0.2999999999999998,2.54,1.8012560251701617
2023-07-01,4.21,4.53,4,1.4164695946700334,0.20999999999999996,0.5300000000000002,0.2400000000000002,0.9299999999999997,1.3259952239857764
2023-08-01,4.17,4.47,4,1.6466027273130734,0.16999999999999993,0.46999999999999975,0.20999999999999996,0.5300000000000002,1.4164695946700334
2023-09-01,4.15,4.69,4,0.8557732982402033,0.15000000000000036,0.6900000000000004,0.16999999999999993,0.46999999999999975,1.6466027273130734
2023-10-01,4.32,4.98,4,-0.28607776043858557,0.3200000000000003,0.9800000000000004,0.15000000000000036,0.6900000000000004,0.8557732982402033
2023-11-01,4.43,4.3,4,0.17189096070180376,0.4299999999999997,0.2999999999999998,0.3200000000000003,0.9800000000000004,-0.28607776043858557
2023-12-01,4.32,4.18,4,-0.5601743528538261,0.3200000000000003,0.17999999999999972,0.4299999999999997,0.2999999999999998,0.17189096070180376
2024-01-01,4.29,3.82,4,-0.3891821783636118,0.29000000000000004,-0.18000000000000016,0.3200000000000003,0.17999999999999972,-0.5601743528538261
2024-02-01,4.28,3.3,4,-0.26570405218113713,0.28000000000000025,-0.7000000000000002,0.29000000000000004,-0.18000000000000016,-0.3891821783636118
2024-03-01,4.14,3.24,4,-0.02313514450178466,0.13999999999999968,-0.7599999999999998,0.28000000000000025,-0.7000000000000002,-0.26570405218113713
2024-04-01,4.02,3.36,4,-0.25400692059704966,0.019999999999999574,-0.6400000000000001,0.13999999999999968,-0.7599999999999998,-0.02313514450178466
2024-05-01,3.99,3.76,4,-0.5316455567890177,-0.009999999999999787,-0.2400000000000002,0.019999999999999574,-0.6400000000000001,-0.25400692059704966
2024-06-01,4.02,3.62,4,-0.9387683050100292,0.019999999999999574,-0.3799999999999999,-0.009999999999999787,-0.2400000000000002,-0.5316455567890177
2024-07-01,4.07,3.78,4,-1.213673369863244,0.07000000000000028,-0.2200000000000002,0.019999999999999574,-0.3799999999999999,-0.9387683050100292
2024-08-01,4.02,3.07,4,-1.5637690856639797,0.019999999999999574,-0.9300000000000002,0.07000000000000028,-0.2200000000000002,-1.213673369863244
2024-09-01,3.97,2.11,4,-1.7705282504706157,-0.029999999999999805,-1.8900000000000001,0.019999999999999574,-0.9300000000000002,-1.5637690856639797
2024-10-01,3.96,1.16,4,-1.4808550849602309,-0.040000000000000036,-2.84,-0.029999999999999805,-1.8900000000000001,-1.7705282504706157
2024-11-01,3.66,1.66,4,-1.3955935309204026,-0.33999999999999986,-2.34,-0.040000000000000036,-2.84,-1.4808550849602309
2024-12-01,3.95,1.7,4,-1.5553500594883918,-0.04999999999999982,-2.3,-0.33999999999999986,-2.34,-1.3955935309204026
2025-01-01,3.76,2.19,4,-1.3222202987918763,-0.2400000000000002,-1.81,-0.04999999999999982,-2.3,-1.5553500594883918
2025-02-01,3.79,1.79,4,-1.239973165821784,-0.20999999999999996,-2.21,-0.2400000000000002,-1.81,-1.3222202987918763
2025-03-01,3.71,1.57,4,-1.2555678300237183,-0.29000000000000004,-2.4299999999999997,-0.20999999999999996,-2.21,-1.239973165821784
2025-04-01,3.62,1.47,4,-1.0021037694722956,-0.3799999999999999,-2.5300000000000002,-0.29000000000000004,-2.4299999999999997,-1.2555678300237183
2025-05-01,3.55,1.69,4,-1.1819574546692468,-0.4500000000000002,-2.31,-0.3799999999999999,-2.5300000000000002,-1.0021037694722956
2025-06-01,3.53,1.79,4,-1.0719732089052414,-0.4700000000000002,-2.21,-0.4500000000000002,-2.31,-1.1819574546692468
2025-07-01,3.54,1.17,4,-1.060283426651765,-0.45999999999999996,-2.83,-0.4700000000000002,-2.21,-1.0719732089052414
2025-08-01,3.49,1.17,4,-0.9795976456969946,-0.5099999999999998,-2.83,-0.45999999999999996,-2.83,-1.060283426651765
2025-09-01,3.42,1.47,4,-0.932332081655618,-0.5800000000000001,-2.5300000000000002,-0.5099999999999998,-2.83,-0.9795976456969946
2025-10-01,3.37,1.26,4,-0.9211136293436172,-0.6299999999999999,-2.74,-0.5800000000000001,-2.5300000000000002,-0.932332081655618
2025-11-01,3.3,1.73,4,-0.8232066611684186,-0.7000000000000002,-2.27,-0.6299999999999999,-2.74,-0.9211136293436172
2025-12-01,3.72,1.65,4,-0.6064775213732165,-0.2799999999999998,-2.35,-0.7000000000000002,-2.27,-0.8232066611684186
2026-01-01,3.64,0.96,4,-0.6567548363643816,-0.3599999999999999,-3.04,-0.2799999999999998,-2.35,-0.6064775213732165
2026-02-01,3.62,1.56,4,-0.6472152267624764,-0.3799999999999999,-2.44,-0.3599999999999999,-3.04,-0.6567548363643816
2026-03-01,3.61,2.5,4,-0.6499724906258386,-0.3900000000000001,-1.5,-0.3799999999999999,-2.44,-0.6472152267624764
2026-04-01,3.71,3.24,4,-0.8141854765250756,-0.29000000000000004,-0.7599999999999998,-0.3900000000000001,-1.5,-0.6499724906258386
