fecha_fin,estimate,std.error,statistic,p.value,ic_inf,ic_sup
2022-04-01,0.1308879817595939,0.021392846480840756,6.1183060364040855,8.690576196819606e-8,0.08895800265714601,0.1728179608620418
2022-05-01,0.1278477197013151,0.02185501873703415,5.84981057392883,2.407371446969154e-7,0.08501188297672815,0.17068355642590202
2022-06-01,0.11973488361980601,0.02188222941070051,5.471786323620897,9.935546888182868e-7,0.076845713974833,0.16262405326477902
2022-07-01,0.11214627216880485,0.020302344483233675,5.52380895031206,8.185819218134246e-7,0.07235367698166685,0.15193886735594286
2022-08-01,0.10325203053521849,0.01869726754204656,5.522305882558749,8.231817747682311e-7,0.06660538615280723,0.13989867491762975
2022-09-01,0.09603564967916899,0.016393149473433004,5.858279388887771,2.3315536586638688e-7,0.0639050767112403,0.12816622264709768
2022-10-01,0.09395037823411619,0.014874880173500053,6.316042693338194,4.083246337388438e-8,0.06479561309405608,0.12310514337417629
2022-11-01,0.09474696169259837,0.01316041345918148,7.199390960357504,1.355248939255321e-9,0.06895255131260267,0.12054137207259408
2022-12-01,0.09398717859840995,0.0121774997026016,7.7181014899413665,1.8201583810533643e-10,0.07011927918131082,0.11785507801550908
2023-01-01,0.09010239084512255,0.01126781315521197,7.9964399128721215,6.209420928733674e-11,0.06801747706090708,0.11218730462933801
2023-02-01,0.08495787759480658,0.01057885605884553,8.030913467602094,5.436013220643478e-11,0.06422331971946935,0.10569243547014381
2023-03-01,0.08017887536348092,0.009790369938550477,8.189565447140998,2.949071304515279e-11,0.06098975028392199,0.09936800044303985
2023-04-01,0.07797541254618125,0.009449210306874942,8.252055993446229,2.318500371117362e-11,0.05945496034470636,0.09649586474765613
2023-05-01,0.07597662640236616,0.00917329887915153,8.282366834797113,2.0632909738276394e-11,0.057996960599229166,0.09395629220550315
2023-06-01,0.07561132350653993,0.009036214188894281,8.367588674410575,1.4868720693428597e-11,0.05790034369630714,0.09332230331677271
2023-07-01,0.07613963738885356,0.008949132812692006,8.508046419969249,8.672586481808828e-12,0.058599337075977226,0.09367993770172989
2023-08-01,0.07789012152282482,0.008823754668475545,8.827321752394287,2.5584623061019733e-12,0.06059556237261275,0.09518468067303688
2023-09-01,0.07882796418153301,0.008745885534400085,9.013148396635188,1.2614442639877184e-12,0.061686028534108844,0.09596989982895718
2023-10-01,0.07887763776233646,0.008739871543320642,9.025033991788803,1.2057708581602162e-12,0.061747489537428,0.09600778598724491
2023-11-01,0.07937529376691495,0.008614633625369959,9.21400691181526,5.891997682405396e-13,0.06249061186118983,0.09625997567264007
2023-12-01,0.08063992344870656,0.00845200794775292,9.540919027430135,1.719679407096836e-13,0.06407398787111084,0.09720585902630229
2024-01-01,0.0807230835321618,0.008566550603025188,9.42305570501799,2.6778069628874386e-13,0.06393264435023244,0.09751352271409117
2024-02-01,0.08047979249409239,0.008593443097125444,9.365255763549925,3.328913244143827e-13,0.06363664402372651,0.09732294096445826
2024-03-01,0.0805222848420995,0.008497199874448979,9.47633173655588,2.19165633255906e-13,0.06386777308817951,0.0971767965960195
2024-04-01,0.08120532491267202,0.008444083450638093,9.616831167926886,1.2938238073284893e-13,0.06465492134942136,0.09775572847592268
2024-05-01,0.08178706612985313,0.008369572906084942,9.771952170987287,7.246419772147575e-14,0.06538270323392664,0.09819142902577963
2024-06-01,0.08229635204726268,0.008316398809167557,9.89567166458438,4.5717886409590935e-14,0.06599621038129427,0.09859649371323109
2024-07-01,0.08244981786115098,0.007810178138409237,10.556714123545484,4.011285912788679e-15,0.06714186870986888,0.09775776701243308
2024-08-01,0.08321359368888664,0.007383814476897972,11.26972975136906,3.0743668987178533e-16,0.06874131731416662,0.09768587006360667
2024-09-01,0.08525235833620627,0.00710046924379898,12.006580890503725,2.3082846492012865e-17,0.07133543861836027,0.09916927805405228
2024-10-01,0.08791703864584167,0.006805324037512409,12.918861491565142,1.0292646497830365e-18,0.07457860353231735,0.101255473759366
2024-11-01,0.09256985409845621,0.00654407096258221,14.145606706857787,1.8586555822110443e-20,0.07974347501179507,0.10539623318511734
2024-12-01,0.0925403002802203,0.006463100409296612,14.318251987406704,1.0728311908431322e-20,0.07987262347799894,0.10520797708244166
2025-01-01,0.09396955221245532,0.006450322939865227,14.568193420470621,4.8740887208480216e-21,0.08132691925031947,0.10661218517459116
2025-02-01,0.09465079161661333,0.006545755990680573,14.459871671258606,6.854424639835905e-21,0.08182110987487941,0.10748047335834725
2025-03-01,0.09782163324795431,0.006609226467493801,14.800768853824431,2.3556341325733618e-21,0.08486754937166646,0.11077571712424217
2025-04-01,0.10088345581130473,0.006765533183240036,14.911382899018067,1.670869380729739e-21,0.08762301077215426,0.1141439008504552
2025-05-01,0.10433308693695477,0.006989873534479427,14.92631968551417,1.5953291895224696e-21,0.090632934809375093,0.11803323906453445
2025-06-01,0.10640750961825556,0.007294094711463613,14.588172189623805,4.5777466619426805e-21,0.09211108398378687,0.12070393525272424
2025-07-01,0.10894736093951646,0.007555205242265557,14.420172244962961,7.7696354304793e-21,0.09413915866467597,0.12375556321435695
2025-08-01,0.11151876213692317,0.007680670931190684,14.519403726053806,5.6821249628733105e-21,0.09646464711178944,0.12657287716205692
2025-09-01,0.11453042405415342,0.007844559686734887,14.599981213454699,4.4112326526494535e-21,0.09915508706815304,0.1299057610401538
2025-10-01,0.11786019134163407,0.008182761355508258,14.403474111131937,8.190683982736611e-21,0.1018219790848379,0.13389840359843025
2025-11-01,0.12133259845324823,0.008533969508123063,14.217603934225185,1.4773053595392595e-20,0.10460601821732703,0.13805917868916945
