fecha_inicio,fecha_fin,beta,se_beta,p_beta,rho,se_rho,p_rho,r2_ajustado,beta_ic_inf,beta_ic_sup,rho_ic_inf,rho_ic_sup,velocidad_ajuste,vida_media,multiplicador_lp,rho_ic_incluye_uno
2010-02-01,2014-01-01,0.19423219992361326,0.037401343705280615,4.822295937288929e-6,0.10993015454578567,0.11460534541031267,0.34258050453702027,0.43937000099742696,0.12092556626126326,0.26753883358596325,-0.11469632245842715,0.3345566315499985,0.8900698454542143,0.3139381394505125,0.21822130130079176,FALSE
2010-03-01,2014-02-01,0.19693456851839572,0.04047169217551458,1.4353328348064348e-5,-0.06710154603329135,0.17274965004241036,0.6995278351042773,0.3129153447392745,0.11761005185438715,0.2762590851824043,-0.40569086011641564,0.271487768049833,1.0671015460332913,NA,0.18455091668684714,FALSE
2010-04-01,2014-03-01,0.1872539665419703,0.035989717660702275,4.6663014876753806e-6,0.18648948441785665,0.08760112130668124,0.03877474134327669,0.4787495754965152,0.11671411992699383,0.25779381315694677,0.01479128665676141,0.3581876821789519,0.8135105155821434,0.4127398236367436,0.23018014267212322,FALSE
2010-05-01,2014-04-01,0.19464432103497228,0.040640318357169844,1.848147548293328e-5,0.16117302237555348,0.09970695802360009,0.11298330421359576,0.48391665891137925,0.11498929705491939,0.2742993450150252,-0.0342526153507027,0.35659866010180963,0.8388269776244466,0.3797490735434721,0.23204346811329785,FALSE
2010-06-01,2014-05-01,0.20667159028520346,0.044323134247306495,2.8010733689062512e-5,0.14823100314084628,0.10710297891565378,0.17318333026539492,0.48905016134986556,0.11979824716048273,0.29354493340992416,-0.061690835533835114,0.35815284181552764,0.8517689968591537,0.3630975440564534,0.24263807563704753,FALSE
2010-07-01,2014-06-01,0.2032614373087518,0.04729283315219272,9.117355322533433e-5,0.1734437358772571,0.11295170478251576,0.13164904411186246,0.4887451249520983,0.11056748433045406,0.29595539028704954,-0.047941605496473805,0.394829077250988,0.8265562641227429,0.39565407894934035,0.2459136130611523,FALSE
2010-08-01,2014-07-01,0.19868428009534683,0.047616892447433036,1.3577703451530195e-4,0.16566548377667178,0.11142098144599424,0.14402998999483504,0.4913385306984547,0.10535517089837808,0.2920133892923156,-0.052719639857476935,0.38405060741082053,0.8343345162233282,0.3855562835707904,0.238135036046099,FALSE
2010-09-01,2014-08-01,0.1938781918671505,0.04760809383957934,1.8608885921260658e-4,0.22427257159529015,0.13652412510345802,0.10740896337022826,0.4839188257348678,0.100566327941575,0.287190055792726,-0.04331471360748754,0.4918598567980679,0.7757274284047099,0.4636767451333184,0.2499308194707807,FALSE
2010-10-01,2014-09-01,0.17924751499092895,0.047779051353807875,5.004749596883782e-4,0.3105241116216078,0.16151201104387278,0.06087280810656119,0.49565340902419874,0.08560057433746551,0.2728944556443924,-0.006039430024382841,0.6270876532675984,0.6894758883783922,0.5926899519721068,0.25997648070407336,FALSE
2010-11-01,2014-10-01,0.18925491759957513,0.04130382839225565,3.6468116211793766e-5,0.33101449544502737,0.16052656459554948,0.045005119528894265,0.5332980901623185,0.10829941395075406,0.2702104212483962,0.016382428837750374,0.6456465620523044,0.6689855045549726,0.6269460014159336,0.28289838316522664,FALSE
