fecha_inicio,fecha_fin,beta,se_beta,p_beta,rho,se_rho,p_rho,r2_ajustado,beta_ic_inf,beta_ic_sup,rho_ic_inf,rho_ic_sup,velocidad_ajuste,vida_media,multiplicador_lp,rho_ic_incluye_uno
2010-02-01,2011-01-01,0.24675422764514732,0.15882447240946376,0.15469221982781176,0.09418327181874987,0.2633097204330893,0.7288201375587939,0.2120477602696349,-0.06454173827740167,0.5580501935676963,-0.4219037802301052,0.6102703238676049,0.9058167281812501,0.29339405545275643,0.27241076474773696,FALSE
2010-03-01,2011-02-01,0.07460244258406461,0.11048342598286012,0.5164963484914302,-0.09126010145445095,0.25370163846188504,0.7273568430857149,-0.20498119410750526,-0.14194507234234122,0.29114995751047046,-0.5885153128397456,0.4059951099308437,1.091260101454451,NA,0.06836357572739363,FALSE
2010-04-01,2011-03-01,0.19519626965995265,0.07416047095489595,0.027265526200047175,0.3779821732018445,0.11557138229864265,0.009674187836136291,0.3442721169476488,0.049841746588356606,0.3405507927315487,0.1514622638965049,0.6045020825071841,0.6220178267981555,0.7124486650172963,0.31381137525386993,FALSE
2010-05-01,2011-04-01,0.17130990299061283,0.11185962528354203,0.1600134800612607,0.4857065845035904,0.12848778809217368,0.004347830219949047,0.4129291666552798,-0.04793496256512955,0.3905547685463552,0.23387051984293,0.7375426491642507,0.5142934154964096,0.9598374722427458,0.33309760115295267,FALSE
2010-06-01,2011-05-01,0.06294151992487147,0.16895316945865138,0.7181137555226094,0.512110109973147,0.20537364124024396,0.03422190994009311,0.24692846555797587,-0.2682066922140852,0.39408973206382814,0.10957777314226885,0.9146424468040251,0.487889890026853,1.035760614926562,0.12900763309813046,FALSE
2010-07-01,2011-06-01,0.09666361285795198,0.09879977344798158,0.35345177547235407,0.426467076974501,0.20763363875436447,0.07016498553336936,0.2214923625090056,-0.09698394310009191,0.2903111688159959,0.019505145015946634,0.8334290089330554,0.5735329230254991,0.813342907103979,0.16854065211815983,FALSE
2010-08-01,2011-07-01,0.010917902639503952,0.05963063358613069,0.8587839055776023,0.2988197628602422,0.2439178884760301,0.25163793813654456,0.037779494020963145,-0.10595813918931218,0.1277939444683201,-0.17925929855277678,0.7768988242732612,0.7011802371397577,0.573837861179758,0.015570750658974746,FALSE
2010-09-01,2011-08-01,0.010078652356666256,0.030925728106752166,0.7519508420967626,0.10670636093019353,0.31100681322186696,0.7394014431965337,-0.19438157188680671,-0.050535774732567984,0.0706930794459005,-0.5028669929846656,0.7162797148450528,0.8932936390698065,0.309762290395651,0.011282574862126225,FALSE
2010-10-01,2011-09-01,0.056563269355580696,0.03955046185025419,0.1864574990479805,-0.19600531956190276,0.20845522409961625,0.3716259707353583,-0.09699920819658181,-0.020955635870917512,0.1340821745820789,-0.6045775587971506,0.21256691967334507,1.1960053195619027,NA,0.04729349312283983,FALSE
2010-11-01,2011-10-01,0.08425463016017112,0.05827340350660575,0.1821264590114838,0.08587473899021723,0.2748141237649042,0.7617924349383294,-0.05468053038060705,-0.029961240712776144,0.1984705010331184,-0.452760943588995,0.6245104215694295,0.9141252610097828,0.28235647183089435,0.09216967712619578,FALSE
2010-12-01,2011-11-01,0.11925942794112869,0.04970457116942092,0.039939421309388996,0.05873851656923986,0.15110045905568215,0.7065064751602225,0.0574434168835436,0.02183846844906369,0.21668038743319368,-0.23741838317989714,0.35489541631837684,0.9412614834307601,0.24452571965733436,0.12670169771150686,FALSE
2011-01-01,2011-12-01,0.14833745277941465,0.07548092856072339,0.08096071345206078,-0.001652324506512747,0.18615025336736074,0.9931114761002746,0.07900259606154159,3.94832800396816e-4,0.2962800727584325,-0.3665068211065398,0.3632021720935143,1.0016523245065128,NA,0.14809275549028106,FALSE
2011-02-01,2012-01-01,0.1562026790075962,0.07766868710796362,0.07518949528581301,-0.20269753907279175,0.24263161332976624,0.4251068180644042,0.04177032052180063,0.003972052275987514,0.3084333057392049,-0.6782555011991336,0.27286042305355007,1.2026975390727919,NA,0.1298769424006797,FALSE
2011-03-01,2012-02-01,0.09177931750186896,0.07480487452546622,0.25098080155965097,0.05491277107335211,0.1718327779920539,0.7565869694911644,-0.15295414507960792,-0.05483823656804482,0.23839687157178274,-0.28187947379107353,0.3917050159377778,0.9450872289266479,0.2388507757788102,0.09711200690554705,FALSE
