fecha_inicio,fecha_fin,beta,se_beta,p_beta,rho,se_rho,p_rho,r2_ajustado,beta_ic_inf,beta_ic_sup,rho_ic_inf,rho_ic_sup,velocidad_ajuste,vida_media,multiplicador_lp,rho_ic_incluye_uno
2010-02-01,2015-01-01,0.16386196918645674,0.041052977921878425,1.8985802412991188e-4,0.284921207480488,0.15520606727839711,0.0716111452402633,0.457243303902658,0.08339813245957502,0.24432580591333847,-0.019282684385170334,0.5891250993461463,0.715078792519512,0.5520698218453367,0.2291523268493318,FALSE
2010-03-01,2015-02-01,0.16217420402462254,0.04297893571228494,3.855937094319198e-4,0.23844912965553336,0.21403821169529214,0.2699336672997098,0.3730247906661095,0.07793549002854405,0.24641291802070103,-0.1810657652672392,0.6579640245783059,0.7615508703444667,0.48350134390671895,0.21295255555451928,FALSE
2010-04-01,2015-03-01,0.16233990373532264,0.03698695325470734,4.983539079950545e-5,0.4486553385530205,0.12654006556335898,7.90952914158969e-4,0.5928638728947587,0.08984547535609626,0.23483433211454902,0.20063681004883688,0.6966738670572041,0.5513446614469795,0.8648121220072854,0.29444359415627386,FALSE
2010-05-01,2015-04-01,0.16764216620751204,0.04220521913037415,2.0236411372992193e-4,0.46151966482121515,0.13610434266365373,0.001270994873726532,0.6093165844840132,0.08491993671197871,0.25036439570304536,0.19475515320045383,0.7282841764419765,0.5384803351787848,0.8964300777275765,0.31132458375077326,FALSE
2010-06-01,2015-05-01,0.16972560754638483,0.04408240799573417,3.0108043211760543e-4,0.4975067064179929,0.13687832211459872,5.987915093362069e-4,0.6328433077300495,0.08332408787474585,0.2561271272180238,0.2292251950733794,0.7657882177626063,0.5024932935820071,0.9928395207554064,0.3377669109501967,FALSE
2010-07-01,2015-06-01,0.16531126432001605,0.04654026449678896,7.752808356156378e-4,0.5260277961749694,0.13283339887004625,2.1050226203500123e-4,0.6568038496541413,0.07409234590630968,0.2565301827337224,0.2656743343896788,0.78638125796026,0.4739722038250306,1.0789941792226083,0.3487783945681372,FALSE
2010-08-01,2015-07-01,0.15831779219790998,0.047002434597241856,0.0013610792411601943,0.5585930990533243,0.13377118094697138,1.028674108122512e-4,0.6788701012361502,0.06619302038731595,0.250442564008504,0.29640158439726044,0.8207846137093882,0.4414069009466757,1.19029149062168,0.35866632773155405,FALSE
2010-09-01,2015-08-01,0.15086607303260502,0.048800943333200716,0.00308016946663379,0.6236729755480375,0.1379419554568293,3.1575947025111436e-5,0.7113713054666826,0.05521622409953161,0.24651592196567843,0.35330674285265207,0.8940392082434229,0.37632702445196253,1.4681305238796198,0.4008908827430298,FALSE
2010-10-01,2015-09-01,0.15434660939448525,0.04725549390994117,0.0018477007314673449,0.6283018085675648,0.12493062984105331,5.219173751486579e-6,0.7390944624584641,0.061725841331000564,0.24696737745796993,0.3834377740791003,0.8731658430560293,0.3716981914324352,1.4914902383160502,0.41524713585414724,FALSE
2010-11-01,2015-10-01,0.1716941599129347,0.04164840538918794,1.22964542000866e-4,0.6165851694183453,0.10834630821864662,4.58844767834284e-7,0.7693710063960957,0.09006328535012635,0.25332503447574306,0.4042264053097979,0.8289439335268927,0.3834148305816547,1.4334288975997598,0.44780260495523405,FALSE
2010-12-01,2015-11-01,0.1841002604243246,0.03934157638627661,1.815601615459093e-5,0.5966486070646121,0.09196125748374974,2.25702616745399e-8,0.7951942381348696,0.10699077070722243,0.2612097501414268,0.41640454239646263,0.7768926717327616,0.4033513929353879,1.3421979591239952,0.45642648977740174,FALSE
2011-01-01,2015-12-01,0.18928828117655516,0.039237102700510604,1.088040307115953e-5,0.5787157433227502,0.08534288221920504,7.36395932120536e-9,0.8005349781689006,0.11238355988355438,0.26619300246955596,0.41144369417310833,0.7459877924723921,0.4212842566772498,1.2673095421219696,0.449312496672694,FALSE
2011-02-01,2016-01-01,0.1848226554265106,0.038938266421982386,1.4332204649985798e-5,0.594827292118891,0.0822602143322034,1.311006087594071e-9,0.8058397175373225,0.10850365323942514,0.2611416576135961,0.4335972720277723,0.7560573122100096,0.40517270788110904,1.3342989180825375,0.4561577120854439,FALSE
2011-03-01,2016-02-01,0.17971683327140803,0.03615431562495014,6.440382050841072e-6,0.6049268958190785,0.0736030975098406,2.980351497639294e-11,0.8063623678578523,0.10885437464650576,0.2505792918963103,0.460664824699791,0.7491889669383661,0.39507310418092145,1.3789921519598227,0.4548951355319489,FALSE
2011-04-01,2016-03-01,0.1667602330370823,0.03826738611769686,5.548737057977495e-5,0.6255371359246551,0.07418870903495356,1.3247284846069754e-11,0.8059332842240312,0.09175615624639645,0.24176430982776814,0.4801272662161461,0.7709470056331641,0.3744628640753449,1.4774702913505473,0.4453318313656032,FALSE
2011-05-01,2016-04-01,0.1707095728714983,0.038762923742753065,4.736122135747253e-5,0.6121381941051097,0.07433938776958818,2.8081957649451417e-11,0.8055478620806933,0.09473424233570228,0.24668490340729432,0.4664329940767169,0.7578433941335025,0.3878618058948903,1.412288334044518,0.44012988718399415,FALSE
2011-06-01,2016-05-01,0.16607293600272052,0.038495841791979166,6.442011546123612e-5,0.6337263729850008,0.07273402835139382,4.559500973883073e-12,0.8098527417120579,0.09062108609044135,0.2415247859149997,0.4911676774162689,0.7762850685537327,0.3662736270149992,1.519599707445249,0.4534122135851176,FALSE
2011-07-01,2016-06-01,0.15696510487181145,0.03852556942505713,1.443636251931188e-4,0.6426275333109196,0.06881804534010916,4.3511049158822363e-13,0.8085262942160886,0.08145498879869947,0.23247522094492343,0.5077441644443057,0.7775109021775335,0.3573724666890804,1.5675325125973774,0.43921991620124873,FALSE
2011-08-01,2016-07-01,0.16058453249621116,0.03825576291561974,9.555593742397437e-5,0.6483964369505885,0.0685342711526977,2.753242973630632e-13,0.8104596813545563,0.08560323718159647,0.23556582781082586,0.5140692654913009,0.782723608409876,0.35160356304941154,1.5998670654678535,0.4567204356619216,FALSE
2011-09-01,2016-08-01,0.16523805174089298,0.04250082536220443,2.6644089252325957e-4,0.6455380941552301,0.07118720718419022,1.1950025455511514e-12,0.8081796191325193,0.0819364340309723,0.24853966945081368,0.5060111680742173,0.7850650202362429,0.3544619058447699,1.5837172046969032,0.46616589544958315,FALSE
