fecha,codigo_modelo,descripcion,c0_t,c_t,d_t,lambda_t,lambda_se,lambda_li_95,lambda_ls_95,pi_estrella_t,pi_estrella_se,pi_estrella_li_95,pi_estrella_ls_95,expectativa,inflacion,meta_inflacion
2012-03-01,S0,M3 base AR(1),0.3191892371723278,0.030135756438089814,0.8967556276466606,0.7081123575921948,0.07570092907635202,0.5597412630063239,0.8564834521780658,4.365959239911541,0.18746617579960773,3.9985322870248554,4.733386192798226,5.47,4.55,4.5
2012-04-01,S0,M3 base AR(1),0.3191892371723432,0.03013575643808977,0.8967556276466553,0.7081123575922104,0.07570092907624627,0.5597412630065467,0.856483452177874,4.365959239911431,0.1874661757973615,3.9985322870291484,4.733386192793714,5.54,4.27,4.5
2012-05-01,S0,M3 base AR(1),0.31918923717232744,0.030135756438089627,0.8967556276466624,0.7081123575921916,0.07570092907629862,0.5597412630064253,0.8564834521779578,4.365959239911631,0.18746617578986033,3.9985322870440503,4.733386192779212,5.28,3.9,4.5
2012-06-01,S0,M3 base AR(1),0.3191892371723483,0.03013575643808997,0.8967556276466588,0.7081123575921984,0.07570092907626186,0.5597412630065042,0.8564834521778926,4.365959239911724,0.18746617579525374,3.998532287033573,4.733386192789876,5.11,3.47,4.5
2012-07-01,S0,M3 base AR(1),0.31918923717235326,0.03013575643809002,0.896755627646658,0.7081123575922004,0.07570092907626677,0.5597412630064965,0.8564834521779042,4.365959239911742,0.18746617579531172,3.998532287033477,4.733386192790007,4.9,2.86,4.5
2012-08-01,S0,M3 base AR(1),0.3191892371723581,0.030135756438090057,0.8967556276466562,0.708112357592205,0.07570092907634553,0.5597412630063469,0.8564834521780632,4.365959239911704,0.18746617580264244,3.9985322870190707,4.733386192804337,4.55,2.71,4.5
2012-09-01,S0,M3 base AR(1),0.31918923717236447,0.03013575643809036,0.8967556276466553,0.7081123575922046,0.07570092907636816,0.5597412630063021,0.8564834521781071,4.365959239911756,0.18746617580412253,3.9985322870162223,4.7333861928072904,5.17,3.28,4.5
2012-10-01,S0,M3 base AR(1),0.3191892371723684,0.03013575643809055,0.8967556276466535,0.7081123575922078,0.07570092907634624,0.5597412630063483,0.8564834521780673,4.3659592399117155,0.18746617580417813,3.998532287016072,4.733386192807359,4.76,3.35,4.5
2012-11-01,S0,M3 base AR(1),0.319189237172372,0.03013575643809046,0.8967556276466535,0.7081123575922086,0.07570092907635846,0.5597412630063251,0.8564834521780921,4.36595923991176,0.18746617580481464,3.998532287014869,4.73338619280865,4.82,3.11,4.5
2012-12-01,S0,M3 base AR(1),0.319189237172368,0.03013575643809039,0.8967556276466535,0.7081123575922093,0.07570092907637495,0.5597412630062935,0.856483452178125,4.3659592399117,0.18746617580655833,3.9985322870113924,4.7333861928120085,4.93,3.45,4.5
2013-01-01,S0,M3 base AR(1),0.31918923717236863,0.03013575643809021,0.8967556276466535,0.708112357592211,0.07570092907633741,0.5597412630063687,0.8564834521780533,4.365959239911699,0.18746617580234068,3.998532287019657,4.73338619280374,4.83,3.86,4
2013-02-01,S0,M3 base AR(1),0.31918923717236863,0.03013575643809025,0.8967556276466544,0.7081123575922081,0.0757009290763561,0.5597412630063292,0.8564834521780871,4.365959239911754,0.18746617580497205,3.9985322870145543,4.733386192808953,4.61,4.18,4
2013-03-01,S0,M3 base AR(1),0.31918923717237085,0.030135756438090633,0.8967556276466526,0.7081123575922095,0.07570092907637453,0.5597412630062945,0.8564834521781245,4.365959239911701,0.1874661758093204,3.9985322870059794,4.733386192817423,4.66,4.34,4
2013-04-01,S0,M3 base AR(1),0.31918923717236664,0.030135756438090345,0.896755627646654,0.7081123575922086,0.07570092907638425,0.5597412630062746,0.8564834521781426,4.365959239911706,0.18746617580973202,3.9985322870051774,4.733386192818235,4.93,4.13,4
2013-05-01,S0,M3 base AR(1),0.3191892371723683,0.030135756438090612,0.8967556276466531,0.7081123575922084,0.07570092907637457,0.5597412630062932,0.8564834521781235,4.3659592399116915,0.18746617580915514,3.9985322870062934,4.73338619281709,4.83,4.27,4
2013-06-01,S0,M3 base AR(1),0.3191892371723713,0.030135756438090744,0.8967556276466526,0.7081123575922084,0.07570092907634891,0.5597412630063435,0.8564834521780732,4.365959239911714,0.18746617580518823,3.9985322870140907,4.733386192809337,5.21,4.79,4
